DATE_DAY,CHANNEL_ID,POST_ID,CAMPAIGN_ID,TITLE_ID,POST_TYPE,IMPRESSIONS,REACH,LIKES,COMMENTS,SHARES,SAVES,VIDEO_VIEWS,AVG_WATCH_SEC,FOLLOWS_ATTRIBUTED,LINK_CLICKS
2026-01-24,20,1904,113,19,IG_REEL,1189890,211200,25032,2138,8484,1852,471120,17,328,560
2026-01-24,20,1905,103,,IG_REEL,767520,220800,14532,1371,14316,1511,568360,16,488,1194
2026-01-25,12,1906,110,,IG_POST,482832,221400,14832,1265,714,5168,0,0,618,1277
2026-01-25,12,1907,103,,TT_TRENDING,6715800,2567600,102600,7920,36945,1511,3134900,12,3094,978
2026-01-25,12,1908,103,,IG_POST,511560,188700,21510,759,879,11191,0,0,423,1237
2026-01-25,18,1909,109,8,TT_TRENDING,6325200,2293200,204660,12108,46170,1258,2279400,11,5109,1100
2026-01-25,18,1910,113,19,TT_TRENDING,6577200,1422400,115560,12756,38115,1245,2122800,10,5012,767
2026-01-25,18,1911,113,19,YT_SHORT,1001160,153900,64625,2233,771,1305,681750,21,816,1370
2026-01-25,18,1912,107,,BLOG_POST,178182,290400,6328,408,708,1987,0,0,796,10164
2026-01-25,18,1913,105,1,TT_TRENDING,3017700,2732800,65700,3900,42075,1901,2331600,13,4719,1283
2026-01-25,18,1914,107,,BLOG_DEV_DIARY,52931,219600,2960,1665,513,2020,0,0,1005,1422
2026-01-25,18,1915,113,19,YT_TRAILER,4126500,1724100,47940,1190,10500,19332,1304600,59,3431,22260
2026-01-25,18,1916,114,30,TT_VIDEO,1375920,245100,106020,1494,1554,2262,797720,21,588,1336
2026-01-25,19,1917,108,,YT_TRAILER,4810500,1457400,57460,2178,32956,10656,2096600,59,4565,32655
2026-01-25,19,1918,108,,BLOG_DEV_DIARY,55436,143100,8640,1151,506,1338,0,0,620,652
2026-01-25,19,1919,110,,BLOG_DEV_DIARY,109829,125400,5952,1382,1790,1476,0,0,921,1158
2026-01-25,19,1920,114,30,IG_STORY,588744,219000,3088,1674,879,1538,0,0,645,1268
2026-01-25,19,1921,104,2,TT_TRENDING,6400800,1414000,133380,9228,37620,1509,2937700,9,2100,971
2026-01-25,19,1922,113,19,BLOG_POST,88578,249900,2808,268,1377,1551,0,0,966,13134
2026-01-25,19,1923,109,8,IG_STORY,1010880,201000,7952,790,485,1489,0,0,974,2785
2026-01-25,19,1924,106,10,BLOG_POST,126198,281700,6328,415,1071,1936,0,0,629,11968
2026-01-25,19,1925,110,,TT_TRENDING,2904300,1755600,149220,13836,49095,2277,2523000,9,5467,1391
2026-01-25,20,1926,104,2,BLOG_DEV_DIARY,97510,179700,7048,1333,983,1109,0,0,292,844
2026-01-25,20,1927,108,,IG_REEL,795600,224700,40026,2204,13356,1168,593840,14,394,918
2026-01-25,20,1928,104,2,IG_STORY,518544,188400,5992,1082,480,1791,0,0,736,2780
2026-01-25,20,1929,105,1,YT_TRAILER,2034000,1453200,82790,2438,26012,6048,1295800,59,1264,28595
2026-01-25,20,1930,109,8,IG_POST,391608,132900,7920,2136,624,7591,0,0,636,1307
2026-01-25,20,1931,106,10,YT_SHORT,1472580,270600,25135,2251,1038,1507,762000,26,582,1202
2026-01-25,20,1932,107,,BLOG_DEV_DIARY,47398,232200,6448,1014,1265,2385,0,0,888,906
2026-01-25,20,1933,113,19,TT_VIDEO,1283040,293400,50445,1098,863,1426,492940,20,873,730
2026-01-25,20,1934,108,,YT_TRAILER,4599000,1980300,34340,1703,28952,18576,2065800,90,4431,38815
2026-01-25,20,1935,108,,YT_LONG,341820,121500,8920,7123,1476,1366,0,284,909,6188
2026-01-25,20,1936,104,2,IG_REEL,796770,201900,41664,1096,13788,1300,315640,16,830,1175
2026-01-25,20,1937,108,,TT_TRENDING,4970700,2623600,200520,5388,28215,2191,2920300,10,5603,1176
2026-01-25,20,1938,109,8,BLOG_DEV_DIARY,113170,123600,3472,2416,1481,1769,0,0,869,956
2026-01-25,20,1939,105,1,TT_VIDEO,1531440,274800,82365,955,1502,1250,1059380,15,426,1115
2026-01-25,20,1940,110,,IG_POST,262584,293100,18612,2169,513,6736,0,0,700,754
2026-01-25,20,1941,106,10,BLOG_POST,72333,246600,5104,412,756,1351,0,0,776,26048
2026-01-26,12,1942,103,,IG_STORY,406224,199500,7040,1219,492,1225,0,0,910,3179
2026-01-26,12,1943,109,8,YT_SHORT,1051380,177000,25025,1324,1623,1208,582750,26,536,667
2026-01-26,12,1944,107,,IG_POST,249480,177300,21132,1258,617,10859,0,0,835,1372
2026-01-26,12,1945,103,,TT_TRENDING,2557800,2178400,87120,4032,43830,2015,3184200,11,3998,559
2026-01-26,12,1946,106,10,BLOG_DEV_DIARY,74124,217500,8416,1949,675,1126,0,0,272,1190
2026-01-26,18,1947,113,19,YT_TRAILER,2628000,1486800,51085,1344,24584,8748,1933800,81,4061,35630
2026-01-26,18,1948,108,,YT_TRAILER,2205000,1803900,51000,1659,26404,19368,2567400,94,1525,12110
2026-01-26,18,1949,107,,YT_TRAILER,4153500,2039100,27540,1184,21728,15858,1086800,67,4771,13650
2026-01-26,18,1950,108,,YT_SHORT,1728540,226800,40040,1430,1097,2330,611250,34,981,1062
2026-01-26,18,1951,110,,TT_TRENDING,6104700,1691200,98820,13224,26550,2268,2859400,11,6442,1226
2026-01-26,18,1952,114,30,IG_STORY,529776,269400,4992,2075,683,2112,0,0,488,1302
2026-01-26,18,1953,114,30,BLOG_POST,77463,123900,5264,486,1763,1795,0,0,629,22418
2026-01-26,19,1954,105,1,BLOG_DEV_DIARY,91559,222600,7936,1808,770,2017,0,0,786,1355
2026-01-26,19,1955,110,,IG_STORY,555048,257700,9160,1505,1655,1327,0,0,752,4918
2026-01-26,19,1956,107,,TT_TRENDING,5229000,2024400,191340,5292,36270,1287,2763700,8,3250,1187
2026-01-26,19,1957,113,19,IG_STORY,702000,166200,8136,1313,965,1531,0,0,277,1319
2026-01-26,19,1958,104,2,IG_STORY,687960,244500,6072,2515,1599,1338,0,0,983,2461
2026-01-26,19,1959,106,10,IG_STORY,664560,234300,4848,794,1083,1320,0,0,435,3410
2026-01-26,19,1960,109,8,YT_TRAILER,4180500,1232700,72420,2526,22176,16326,2039400,92,3604,39060
2026-01-26,19,1961,107,,TT_VIDEO,933120,261900,37905,2310,803,1269,698740,16,719,544
2026-01-26,19,1962,104,2,BLOG_POST,125514,252600,7216,164,1013,1137,0,0,663,9086
2026-01-26,20,1963,109,8,BLOG_DEV_DIARY,107010,258600,6912,1214,486,1971,0,0,680,611
2026-01-26,20,1964,110,,IG_REEL,642330,168900,13440,1795,8724,2145,431600,14,986,1006
2026-01-26,20,1965,106,10,TT_TRENDING,5462100,1302000,150120,12384,28800,1784,1626900,9,2431,574
2026-01-26,20,1966,105,1,TT_TRENDING,4113900,2248400,77940,7512,26145,1626,2717300,12,7202,497
2026-01-26,20,1967,110,,YT_TRAILER,2304000,1614900,34595,1833,32312,12258,1821600,77,1323,29295
2026-01-26,20,1968,103,,IG_REEL,966420,125100,31248,950,13128,2028,505440,11,366,814
2026-01-26,20,1969,105,1,BLOG_DEV_DIARY,93751,250200,4432,2343,1656,1021,0,0,576,1380
2026-01-26,20,1970,109,8,YT_LONG,330480,172800,2984,9189,1251,2550,0,265,1456,5100
2026-01-27,12,1971,114,30,YT_TRAILER,2227500,1272600,51765,2614,12376,8460,1212200,87,2869,23415
2026-01-27,12,1972,104,2,IG_STORY,584064,172500,4528,2517,950,794,0,0,570,2398
2026-01-27,12,1973,113,19,IG_POST,251496,282300,21006,1615,542,6783,0,0,990,812
2026-01-27,12,1974,106,10,IG_STORY,748800,213600,5928,1395,1317,2625,0,0,323,1760
2026-01-27,12,1975,106,10,IG_REEL,833040,292800,39270,1448,12252,1896,344760,15,417,760
2026-01-27,12,1976,103,,YT_LONG,515160,162900,4648,7727,1676,730,0,365,650,3383
2026-01-27,12,1977,114,30,IG_REEL,1224990,188700,35112,1199,8256,2268,522080,12,675,1111
2026-01-27,12,1978,106,10,BLOG_POST,175959,238800,3696,395,1769,2013,0,0,977,8426
2026-01-27,12,1979,110,,IG_STORY,672048,221700,6864,1630,1775,1375,0,0,859,2747
2026-01-27,12,1980,105,1,BLOG_DEV_DIARY,111082,298800,9192,2317,1202,2207,0,0,328,485
2026-01-27,12,1981,107,,BLOG_DEV_DIARY,52826,167400,6832,2387,936,2044,0,0,672,1010
2026-01-27,12,1982,106,10,TT_TRENDING,4397400,1307600,85320,10656,25065,1912,3216100,11,4921,1393
2026-01-27,18,1983,113,19,BLOG_POST,80712,260400,5448,244,1586,1047,0,0,875,10758
2026-01-27,18,1984,110,,IG_STORY,960336,120600,4760,2493,1299,2611,0,0,395,1386
2026-01-27,18,1985,106,10,TT_VIDEO,1745280,258000,52060,2229,869,1991,612500,13,271,1162
2026-01-27,18,1986,106,10,YT_SHORT,866700,282000,18755,2286,1794,1300,240750,24,672,384
2026-01-27,18,1987,109,8,IG_REEL,1166490,170100,45570,1371,12000,2396,432640,12,490,434
2026-01-27,18,1988,109,8,BLOG_POST,106533,191100,3576,321,1148,1870,0,0,403,22396
2026-01-27,19,1989,113,19,YT_LONG,341820,274200,3928,4208,1529,2508,0,417,920,4216
2026-01-27,19,1990,110,,YT_TRAILER,2533500,1898400,52615,770,12096,8712,1427800,78,4788,13825
2026-01-27,19,1991,106,10,BLOG_POST,169974,135900,6560,522,1662,1714,0,0,490,9966
2026-01-27,19,1992,107,,BLOG_POST,101574,159900,3704,360,1563,1551,0,0,687,8800
2026-01-27,19,1993,109,8,BLOG_DEV_DIARY,112021,145200,9040,671,1244,2367,0,0,398,733
2026-01-27,19,1994,108,,BLOG_DEV_DIARY,77256,229800,5848,2013,684,2394,0,0,972,929
2026-01-27,19,1995,103,,TT_VIDEO,1855440,177300,102125,2594,1373,1681,755580,18,861,797
2026-01-27,19,1996,110,,TT_VIDEO,995760,215100,63650,2169,1784,917,1113280,14,291,1084
2026-01-27,20,1997,114,30,IG_POST,403704,143400,6714,1159,1271,11115,0,0,821,881
2026-01-27,20,1998,113,19,YT_SHORT,1291140,231900,21890,1993,1553,1102,524250,34,456,1026
2026-01-27,20,1999,106,10,BLOG_POST,166041,202500,7120,468,1424,1364,0,0,740,20416
2026-01-27,20,2000,114,30,TT_TRENDING,6192900,1853600,153720,12372,23490,1102,2778200,12,2308,1295
2026-01-27,20,2001,104,2,YT_LONG,582390,196500,6016,3876,1247,2552,0,382,1107,7191
2026-01-28,12,2002,107,,IG_POST,209160,127500,21546,2246,986,4465,0,0,596,1109
2026-01-28,12,2003,114,30,YT_LONG,818910,292500,8056,4412,531,1885,0,278,2000,6817
2026-01-28,12,2004,105,1,TT_VIDEO,2300400,208200,65930,2572,1071,1793,934920,21,377,1220
2026-01-28,12,2005,105,1,IG_REEL,831870,292200,22512,2451,10752,2024,340080,13,1003,1184
2026-01-28,12,2006,110,,IG_STORY,961272,150900,3784,667,1317,766,0,0,1009,2570
2026-01-28,12,2007,107,,YT_TRAILER,4054500,1371300,56865,977,33124,14418,1364000,72,2659,19600
2026-01-28,12,2008,109,8,BLOG_POST,84303,144300,3288,241,1401,1934,0,0,960,21208
2026-01-28,12,2009,107,,BLOG_POST,140391,199800,8264,529,716,794,0,0,530,8448
2026-01-28,12,2010,105,1,IG_STORY,923832,169200,6824,1445,1008,2578,0,0,1006,3436
2026-01-28,12,2011,107,,YT_SHORT,1221480,150300,58300,2255,662,1195,762750,30,604,655
2026-01-28,12,2012,108,,IG_STORY,461448,247800,7784,2028,882,2231,0,0,744,4263
2026-01-28,12,2013,113,19,IG_STORY,471744,120900,8784,832,1707,1949,0,0,926,4292
2026-01-28,12,2014,114,30,IG_POST,382032,160800,16632,702,1656,10308,0,0,387,500
2026-01-28,18,2015,110,,BLOG_POST,85842,153300,2496,390,614,1613,0,0,484,13882
2026-01-28,18,2016,114,30,YT_LONG,386370,183300,7840,6486,900,843,0,378,968,2746
2026-01-28,18,2017,107,,YT_LONG,356400,260100,4064,7081,1596,717,0,339,1674,8177
2026-01-28,18,2018,113,19,IG_REEL,1217970,261600,35490,1841,10176,1531,474760,15,730,896
2026-01-28,18,2019,110,,IG_POST,525168,125700,8082,1118,1665,3610,0,0,643,1284
2026-01-28,18,2020,114,30,IG_REEL,1208610,187200,25326,1148,8388,678,247000,16,788,401
2026-01-28,18,2021,107,,IG_STORY,409032,168300,2848,2156,810,2369,0,0,904,2239
2026-01-28,19,2022,113,19,IG_REEL,990990,221100,28980,2488,12516,1591,550680,11,537,1160
2026-01-28,19,2023,104,2,TT_TRENDING,3811500,1632400,153900,12540,37620,1705,2766600,13,2158,406
2026-01-28,19,2024,105,1,BLOG_POST,68742,144300,7568,279,1656,1494,0,0,429,8184
2026-01-28,19,2025,106,10,TT_TRENDING,4523400,1691200,109980,9924,15660,2323,2076400,11,2711,1300
2026-01-28,19,2026,108,,TT_TRENDING,6501600,2296000,195120,5808,40725,2101,2221400,10,3179,583
2026-01-28,19,2027,103,,YT_LONG,457650,284700,3784,9537,612,939,0,412,1022,5806
2026-01-28,19,2028,106,10,YT_LONG,611550,189000,6752,10149,1419,774,0,321,571,8517
2026-01-28,19,2029,107,,IG_POST,334152,197100,19836,792,846,11068,0,0,875,601
2026-01-28,20,2030,106,10,YT_TRAILER,4945500,913500,39695,1956,22736,10692,2516800,89,1844,15330
2026-01-28,20,2031,105,1,YT_TRAILER,4203000,1562400,32980,1417,23772,5994,1102200,64,3284,28945
2026-01-28,20,2032,108,,TT_VIDEO,1425600,227100,94715,2044,1704,1043,843780,17,422,1274
2026-01-28,20,2033,108,,YT_SHORT,1621620,242700,28930,2400,1344,966,278250,26,919,398
2026-01-28,20,2034,105,1,BLOG_DEV_DIARY,62118,291900,8480,2224,758,1016,0,0,872,484
2026-01-28,20,2035,106,10,YT_SHORT,1720440,264300,31185,1404,1514,1360,381000,26,643,1429
2026-01-28,20,2036,103,,YT_SHORT,1265220,145200,30250,2154,624,1067,726750,28,905,606
2026-01-29,12,2037,110,,TT_TRENDING,6589800,1545600,114300,10152,52290,2365,1165800,9,7274,838
2026-01-29,12,2038,105,1,TT_VIDEO,2324160,158700,100795,1155,1430,2015,399840,16,433,372
2026-01-29,12,2039,109,8,IG_REEL,941850,124800,42630,2611,7236,1692,195000,14,324,865
2026-01-29,12,2040,114,30,TT_VIDEO,1550880,230400,50730,928,858,1894,670320,21,872,827
2026-01-29,12,2041,108,,IG_STORY,397800,170700,4992,2442,1704,1544,0,0,825,4528
2026-01-29,12,2042,109,8,TT_TRENDING,3402000,1195600,122760,4044,49005,1914,2264900,11,2977,437
2026-01-29,12,2043,109,8,YT_TRAILER,2857500,1472100,75055,678,12544,20682,2585000,87,1449,14770
2026-01-29,12,2044,110,,IG_POST,466200,290100,20844,722,1208,9253,0,0,930,856
2026-01-29,12,2045,107,,TT_TRENDING,5493600,1688400,210060,11496,32220,697,1281800,9,3965,1078
2026-01-29,18,2046,113,19,IG_STORY,466128,245700,4016,2532,527,1995,0,0,942,1646
2026-01-29,18,2047,110,,BLOG_DEV_DIARY,80806,170700,2936,2057,740,816,0,0,965,468
2026-01-29,18,2048,109,8,BLOG_POST,121581,192300,3784,226,1431,1159,0,0,623,16808
2026-01-29,18,2049,107,,YT_LONG,746820,299400,2640,3120,704,2295,0,332,1544,5806
2026-01-29,18,2050,106,10,YT_LONG,872370,251100,9024,9699,1329,1159,0,297,1181,6724
2026-01-29,18,2051,104,2,BLOG_POST,80370,222900,5240,207,1166,807,0,0,627,20108
2026-01-29,18,2052,113,19,IG_POST,551376,133800,9306,1221,1433,8959,0,0,462,1235
2026-01-29,18,2053,110,,TT_VIDEO,2257200,245100,68495,1300,1116,2350,904540,17,263,614
2026-01-29,19,2054,105,1,IG_STORY,736632,159900,5528,1932,1781,2561,0,0,997,4234
2026-01-29,19,2055,114,30,IG_STORY,433368,206400,3272,2629,1139,1648,0,0,455,1277
2026-01-29,19,2056,107,,IG_REEL,837720,197100,42630,1822,6324,1351,211640,12,712,503
2026-01-29,19,2057,105,1,IG_REEL,822510,250800,39900,1406,8904,2534,486200,16,707,1373
2026-01-29,19,2058,108,,BLOG_POST,77634,170400,4008,486,1007,1041,0,0,321,18480
2026-01-29,19,2059,107,,YT_TRAILER,1921500,2024400,52190,2330,30044,20556,805200,89,4633,30275
2026-01-29,19,2060,103,,IG_STORY,894816,127500,2416,891,1452,887,0,0,758,2117
2026-01-29,19,2061,109,8,TT_VIDEO,2250720,135000,84930,1041,1281,1960,1172080,14,277,563
2026-01-29,19,2062,110,,TT_VIDEO,1419120,201900,49115,2600,1064,748,444920,17,456,398
2026-01-29,20,2063,105,1,IG_POST,446544,244800,6390,2171,467,3876,0,0,761,1183
2026-01-29,20,2064,106,10,IG_POST,435456,146700,12528,1379,1797,4361,0,0,883,1271
2026-01-29,20,2065,105,1,IG_STORY,955656,225900,9136,880,1016,2321,0,0,988,3280
2026-01-29,20,2066,106,10,YT_SHORT,895860,271200,50160,1778,1532,2070,279750,24,869,859
2026-01-29,20,2067,107,,IG_STORY,563472,149700,4648,851,1152,1419,0,0,315,1592
2026-01-29,20,2068,104,2,IG_STORY,843336,129900,8848,1344,1655,1111,0,0,626,3436
2026-01-29,20,2069,106,10,BLOG_POST,115767,260700,6576,507,1700,1357,0,0,783,21142
2026-01-29,20,2070,109,8,TT_VIDEO,2099520,267600,59090,1558,1481,1932,1030960,16,661,767
2026-01-29,20,2071,109,8,BLOG_POST,102087,204300,4736,368,653,1771,0,0,522,21098
2026-01-29,20,2072,113,19,YT_LONG,336960,273000,8256,3111,755,1181,0,384,1400,4531
2026-01-29,20,2073,105,1,TT_VIDEO,2073600,293100,39710,1179,816,1234,302820,14,647,1104
2026-01-30,12,2074,110,,YT_TRAILER,3667500,2072700,45050,669,31388,11340,1163800,76,1344,35840
2026-01-30,12,2075,109,8,IG_POST,329616,277500,16218,1773,893,7961,0,0,530,584
2026-01-30,12,2076,104,2,BLOG_POST,98154,207900,5336,233,1211,1344,0,0,467,20130
2026-01-30,12,2077,114,30,YT_LONG,716850,250800,6232,7786,1331,869,0,383,1589,2737
2026-01-30,12,2078,107,,YT_TRAILER,2979000,1852200,98345,2075,31304,18972,1570800,95,4771,32410
2026-01-30,12,2079,107,,TT_VIDEO,1503360,178500,33915,774,524,1115,1118180,18,412,1410
2026-01-30,12,2080,105,1,YT_TRAILER,3379500,2024400,38250,1943,10444,21168,1584000,78,2331,41440
2026-01-30,12,2081,104,2,TT_TRENDING,2979900,2732800,167400,11856,49950,2202,1557300,9,7735,1343
2026-01-30,12,2082,108,,BLOG_POST,175104,188100,5504,450,831,2444,0,0,530,15686
2026-01-30,18,2083,109,8,BLOG_POST,108756,189300,6280,383,1502,1841,0,0,760,16280
2026-01-30,18,2084,107,,IG_REEL,1216800,223800,16884,739,6324,761,563680,17,980,911
2026-01-30,18,2085,109,8,IG_REEL,468000,215400,14532,2127,7836,1069,325000,14,910,425
2026-01-30,18,2086,114,30,TT_TRENDING,6129900,1159200,132480,8304,31995,2101,2673800,13,4914,1276
2026-01-30,18,2087,104,2,YT_LONG,749250,150600,2408,4565,1287,691,0,326,1240,9070
2026-01-30,18,2088,107,,YT_LONG,398520,227400,5656,7378,650,2449,0,387,1791,8237
2026-01-30,18,2089,113,19,IG_STORY,993096,226800,8392,1463,639,1712,0,0,512,2524
2026-01-30,19,2090,105,1,TT_VIDEO,2207520,199800,106685,1144,1085,2343,811440,21,271,1100
2026-01-30,19,2091,109,8,IG_POST,517608,258600,9468,2559,659,9453,0,0,779,1164
2026-01-30,19,2092,104,2,BLOG_DEV_DIARY,94064,170100,3544,1355,1032,1674,0,0,393,1439
2026-01-30,19,2093,110,,YT_SHORT,1025460,159300,52910,1813,1101,1701,666750,31,989,1180
2026-01-30,19,2094,104,2,YT_TRAILER,2965500,1623300,58565,1813,31472,12078,2543200,79,2793,17150
2026-01-30,19,2095,113,19,BLOG_DEV_DIARY,67129,147900,7200,1914,644,2097,0,0,943,1068
2026-01-30,19,2096,110,,IG_REEL,768690,199200,48930,689,6456,825,329160,18,363,1079
2026-01-30,20,2097,108,,TT_VIDEO,1337040,204600,72675,1426,524,796,667380,17,810,768
2026-01-30,20,2098,104,2,TT_TRENDING,6709500,1212400,122220,10980,16020,2290,1989400,10,2626,1181
2026-01-30,20,2099,106,10,IG_REEL,748800,133800,33642,1936,9156,900,357760,11,457,1048
2026-01-31,12,2100,114,30,TT_VIDEO,1412640,274200,78375,2242,786,2352,516460,16,425,430
2026-01-31,12,2101,107,,YT_TRAILER,2511000,1297800,91715,1927,16688,17766,1291400,72,3137,40355
2026-01-31,12,2102,104,2,YT_TRAILER,3105000,1761900,54740,1384,30156,21510,2061400,84,2054,12110
2026-01-31,12,2103,105,1,TT_TRENDING,5714100,1741600,161820,11676,22230,2510,3134900,9,3881,636
2026-01-31,12,2104,114,30,YT_TRAILER,2137500,1079400,89675,2215,15820,12060,2134000,67,4796,12075
2026-01-31,12,2105,107,,TT_VIDEO,1635120,263700,42085,2512,1608,2396,761460,16,487,368
2026-01-31,12,2106,107,,BLOG_POST,95247,134700,3880,418,1449,2308,0,0,334,10120
2026-01-31,12,2107,109,8,BLOG_POST,86526,137700,9112,511,722,1899,0,0,449,18194
2026-01-31,12,2108,109,8,TT_TRENDING,6879600,1615600,55800,8664,39420,858,2755000,9,7443,889
2026-01-31,12,2109,114,30,YT_SHORT,1754460,228600,26180,1192,1706,2383,230250,25,261,1423
2026-01-31,12,2110,104,2,IG_REEL,810810,257700,19236,1384,14100,2306,317720,15,285,1307
2026-01-31,12,2111,107,,IG_STORY,838656,198900,2824,2396,1685,1430,0,0,751,1306
2026-01-31,18,2112,106,10,TT_TRENDING,4032000,1584800,171360,5316,25155,2132,2926100,11,5467,881
2026-01-31,18,2113,107,,TT_VIDEO,1797120,246300,42180,1181,1574,849,530180,20,369,1212
2026-01-31,18,2114,108,,YT_TRAILER,1993500,1606500,52530,1659,15456,10638,1905200,73,3415,31325
2026-01-31,18,2115,103,,IG_STORY,885456,126000,8000,1580,888,935,0,0,446,2675
2026-01-31,18,2116,104,2,IG_POST,236880,199800,11664,1775,864,5824,0,0,1001,1010
2026-01-31,18,2117,114,30,IG_STORY,986544,145200,4928,1533,1679,1903,0,0,688,1462
2026-01-31,18,2118,110,,YT_TRAILER,2695500,2011800,44625,1912,8876,6336,1344200,90,1554,32410
2026-01-31,18,2119,114,30,YT_TRAILER,4815000,1098300,42585,1342,19012,15066,1493800,73,2276,12005
2026-01-31,18,2120,106,10,YT_SHORT,1325160,144300,65395,847,1773,898,725250,23,1000,408
2026-01-31,19,2121,105,1,IG_REEL,644670,120000,37632,2231,10008,1067,344760,14,316,648
2026-01-31,19,2122,109,8,TT_VIDEO,2019600,130800,85690,1223,638,1665,317520,13,530,1264
2026-01-31,19,2123,104,2,IG_REEL,1122030,269400,32802,1285,4428,2295,407160,15,702,366
2026-01-31,19,2124,110,,IG_STORY,840528,297600,6752,664,1370,2134,0,0,986,3574
2026-01-31,19,2125,113,19,YT_SHORT,1618380,131400,46255,1852,930,1146,579000,30,754,863
2026-01-31,19,2126,114,30,YT_SHORT,892620,179100,57420,2279,951,2020,531000,34,665,582
2026-01-31,19,2127,103,,TT_VIDEO,1481760,240600,52725,741,900,2031,616420,21,871,364
2026-01-31,19,2128,104,2,YT_SHORT,1412640,202500,17270,1430,1320,944,271500,27,555,846
2026-01-31,19,2129,114,30,IG_POST,551376,122400,7254,1025,564,5216,0,0,784,874
2026-01-31,19,2130,107,,BLOG_POST,152190,238200,6600,291,1404,1122,0,0,701,7392
2026-01-31,20,2131,113,19,YT_SHORT,690120,189600,26895,2640,1316,1628,491250,25,881,637
2026-01-31,20,2132,114,30,YT_SHORT,660960,195300,61215,849,1709,2526,308250,27,408,360
2026-01-31,20,2133,106,10,YT_TRAILER,3298500,1747200,43945,2325,26684,17982,873400,78,4221,28000
2026-01-31,20,2134,107,,TT_VIDEO,1998000,262500,39805,2306,633,2532,373380,19,543,962
2026-01-31,20,2135,108,,BLOG_POST,157662,139500,8208,522,1593,1518,0,0,950,18238
2026-02-01,12,2136,114,30,YT_SHORT,1527660,158700,43615,2125,1208,2585,295500,30,309,882
2026-02-01,12,2137,107,,IG_REEL,1010880,269400,39396,1613,8400,1368,186680,12,629,1117
2026-02-01,12,2138,106,10,YT_LONG,822150,261000,4896,2584,1302,1762,0,259,1872,6282
2026-02-01,12,2139,104,2,IG_REEL,668070,126300,28938,2317,5436,2070,362960,13,287,617
2026-02-01,12,2140,111,,TT_TRENDING,3843000,1425200,130320,10128,47250,2552,2146000,14,7768,1390
2026-02-01,12,2141,114,30,IG_REEL,528840,242100,30366,1179,9060,768,385840,14,660,572
2026-02-01,12,2142,109,8,BLOG_POST,116622,218700,7960,409,780,1817,0,0,325,23144
2026-02-01,12,2143,109,8,BLOG_DEV_DIARY,68904,217200,3040,2545,1158,1540,0,0,414,505
2026-02-01,12,2144,113,19,BLOG_DEV_DIARY,111395,297300,4568,2328,830,1815,0,0,531,1290
2026-02-01,18,2145,107,,TT_TRENDING,4334400,2587200,74520,8016,50220,671,1006300,13,4128,652
2026-02-01,18,2146,109,8,TT_VIDEO,885600,225300,47785,1280,810,2171,529200,16,270,769
2026-02-01,18,2147,106,10,IG_REEL,587340,206700,26712,2083,8244,1650,369720,17,466,1030
2026-02-01,18,2148,106,10,YT_TRAILER,2542500,1228500,43945,1406,23408,19674,1766600,76,1483,35665
2026-02-01,18,2149,114,30,IG_STORY,417456,285600,7960,2123,911,1100,0,0,465,1436
2026-02-01,18,2150,110,,TT_VIDEO,1118880,159600,49780,1287,608,2420,1136800,18,311,1121
2026-02-01,19,2151,108,,IG_STORY,834912,121800,3632,2611,542,1258,0,0,365,4473
2026-02-01,19,2152,114,30,IG_REEL,1146600,159300,39060,2339,5220,1547,209040,15,603,1171
2026-02-01,19,2153,109,8,TT_TRENDING,6589800,1218000,207540,7560,49545,1434,1919800,10,6338,1408
2026-02-01,19,2154,107,,YT_TRAILER,3253500,1192800,43775,2143,10024,17514,866800,61,3553,28210
2026-02-01,19,2155,111,,BLOG_DEV_DIARY,64310,280500,6240,1896,1593,2466,0,0,956,835
2026-02-01,19,2156,114,30,BLOG_POST,185022,194100,3208,433,1124,1987,0,0,894,10274
2026-02-01,19,2157,114,30,YT_TRAILER,2097000,1507800,60435,1214,31976,6678,1740200,78,1672,14350
2026-02-01,20,2158,111,,TT_TRENDING,6470100,2072000,113760,7416,33525,1857,1789300,8,4401,449
2026-02-01,20,2159,111,,IG_STORY,411840,278400,7016,2528,1524,2561,0,0,1014,3272
2026-02-01,20,2160,107,,YT_TRAILER,2484000,1522500,74035,2277,31808,11016,1421200,70,3280,28840
2026-02-01,20,2161,104,2,IG_POST,457128,271200,20088,1800,1112,11020,0,0,271,884
2026-02-02,12,2162,113,19,TT_VIDEO,1535760,266400,83600,2402,1173,796,312620,20,545,1043
2026-02-02,12,2163,107,,YT_SHORT,816480,240000,21670,1817,825,1925,580500,21,581,1193
2026-02-02,12,2164,113,19,IG_POST,355824,194100,11088,836,452,9643,0,0,788,644
2026-02-02,12,2165,110,,IG_POST,416304,264300,21060,942,954,5995,0,0,275,520
2026-02-02,12,2166,113,19,YT_TRAILER,2893500,1745100,91290,2530,9100,16452,792000,80,4826,11445
2026-02-02,18,2167,104,2,BLOG_POST,129276,276300,6680,197,689,1373,0,0,774,12980
2026-02-02,18,2168,113,19,YT_TRAILER,3789000,1333500,51425,1432,27244,15606,2175800,62,3486,21350
2026-02-02,18,2169,109,8,IG_POST,213192,150600,16020,2451,1482,6935,0,0,926,1430
2026-02-02,18,2170,113,19,YT_SHORT,1099980,159000,46255,1474,1797,1052,437250,30,360,1052
