REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,SPEND,IMPRESSIONS,CLICKS,ENGAGEMENT_RATE,RETWEETS,LIKES_ATTRIBUTED,LOADED_AT
2025-11-07,Play Has No Limits Sizzle,18a0108,282.82,1076923,8817,0.819,1587,14107,2026-05-04 11:41:58.198000-07:00
2025-11-08,Play Has No Limits Sizzle,18a0108,378.54,1238462,12743,1.029,2294,20389,2026-05-04 11:41:58.198000-07:00
2025-11-09,Play Has No Limits Sizzle,18a0108,373.07,1238462,13679,1.105,2462,21886,2026-05-04 11:41:58.198000-07:00
2025-11-10,Play Has No Limits Sizzle,18a0108,288.17,1076923,9094,0.844,1637,14550,2026-05-04 11:41:58.198000-07:00
2025-11-11,Play Has No Limits Sizzle,18a0108,327.98,1076923,11097,1.030,1997,17755,2026-05-04 11:41:58.198000-07:00
2025-11-12,Play Has No Limits Sizzle,18a0108,247.47,1076923,7955,0.739,1432,12728,2026-05-04 11:41:58.198000-07:00
2025-11-13,Play Has No Limits Sizzle,18a0108,226.37,1076923,8372,0.777,1507,13395,2026-05-04 11:41:58.198000-07:00
2025-11-14,Play Has No Limits Sizzle,18a0108,216.57,1076923,11097,1.030,1997,17755,2026-05-04 11:41:58.198000-07:00
2025-11-15,Play Has No Limits Sizzle,18a0108,351.21,1238462,13527,1.092,2435,21643,2026-05-04 11:41:58.198000-07:00
2025-11-16,Play Has No Limits Sizzle,18a0108,441.40,1238462,16893,1.364,3041,27029,2026-05-04 11:41:58.198000-07:00
2025-11-17,Play Has No Limits Sizzle,18a0108,251.63,1076923,11363,1.055,2045,18181,2026-05-04 11:41:58.198000-07:00
2025-11-18,Play Has No Limits Sizzle,18a0108,308.07,1076923,13585,1.262,2445,21736,2026-05-04 11:41:58.198000-07:00
2025-11-19,Play Has No Limits Sizzle,18a0108,251.63,1076923,8389,0.779,1510,13422,2026-05-04 11:41:58.198000-07:00
2025-11-20,Play Has No Limits Sizzle,18a0108,226.67,1076923,13607,1.264,2449,21771,2026-05-04 11:41:58.198000-07:00
2025-11-21,Play Has No Limits Sizzle,18a0108,304.21,1076923,13569,1.260,2442,21710,2026-05-04 11:41:58.198000-07:00
2025-11-22,Play Has No Limits Sizzle,18a0108,341.64,1238462,14838,1.198,2671,23741,2026-05-04 11:41:58.198000-07:00
2025-11-23,Play Has No Limits Sizzle,18a0108,264.09,1238462,11430,0.923,2057,18288,2026-05-04 11:41:58.198000-07:00
2025-11-24,Play Has No Limits Sizzle,18a0108,357.39,1076923,13709,1.273,2468,21934,2026-05-04 11:41:58.198000-07:00
2025-11-25,Play Has No Limits Sizzle,18a0108,238.56,1076923,11312,1.050,2036,18099,2026-05-04 11:41:58.198000-07:00
2025-11-26,Play Has No Limits Sizzle,18a0108,297.38,1076923,10080,0.936,1814,16128,2026-05-04 11:41:58.198000-07:00
2025-11-27,Play Has No Limits Sizzle,18a0108,274.20,1076923,9382,0.871,1689,15011,2026-05-04 11:41:58.198000-07:00
2025-11-28,Play Has No Limits Sizzle,18a0108,353.23,1076923,9119,0.847,1641,14590,2026-05-04 11:41:58.198000-07:00
2025-11-29,Play Has No Limits Sizzle,18a0108,364.53,1238462,9130,0.737,1643,14608,2026-05-04 11:41:58.198000-07:00
2025-11-30,Play Has No Limits Sizzle,18a0108,356.33,1238462,8370,0.676,1507,13392,2026-05-04 11:41:58.198000-07:00
2025-12-01,Play Has No Limits Sizzle,18a0108,247.76,1076923,8021,0.745,1444,12834,2026-05-04 11:41:58.198000-07:00
2025-12-02,Play Has No Limits Sizzle,18a0108,284.31,1076923,8665,0.805,1560,13864,2026-05-04 11:41:58.198000-07:00
2025-12-03,Play Has No Limits Sizzle,18a0108,301.83,1076923,11538,1.071,2077,18461,2026-05-04 11:41:58.198000-07:00
2025-12-04,Play Has No Limits Sizzle,18a0108,285.79,1076923,10463,0.972,1883,16741,2026-05-04 11:41:58.198000-07:00
2025-12-05,Play Has No Limits Sizzle,18a0108,216.57,1076923,9800,0.910,1764,15680,2026-05-04 11:41:58.198000-07:00
2025-12-06,Play Has No Limits Sizzle,18a0108,348.13,1238462,8471,0.684,1525,13554,2026-05-04 11:41:58.198000-07:00
2025-12-07,Play Has No Limits Sizzle,18a0108,315.34,1238462,8377,0.676,1508,13403,2026-05-04 11:41:58.198000-07:00
2025-12-08,Play Has No Limits Sizzle,18a0108,301.24,1076923,11069,1.028,1992,17710,2026-05-04 11:41:58.198000-07:00
2025-12-09,Play Has No Limits Sizzle,18a0108,270.94,1076923,8020,0.745,1444,12832,2026-05-04 11:41:58.198000-07:00
2025-12-11,Play Has No Limits Sizzle,18a0108,351.15,1076923,11058,1.027,1990,17693,2026-05-04 11:41:58.198000-07:00
2025-12-12,Play Has No Limits Sizzle,18a0108,335.40,1076923,9770,0.907,1759,15632,2026-05-04 11:41:58.198000-07:00
2025-12-13,Play Has No Limits Sizzle,18a0108,437.64,1238462,11513,0.930,2072,18421,2026-05-04 11:41:58.198000-07:00
2025-12-14,Play Has No Limits Sizzle,18a0108,437.99,1238462,10562,0.853,1901,16899,2026-05-04 11:41:58.198000-07:00
2025-12-15,Play Has No Limits Sizzle,18a0108,298.86,1076923,7955,0.739,1432,12728,2026-05-04 11:41:58.198000-07:00
2025-12-16,Play Has No Limits Sizzle,18a0108,283.41,1076923,6754,0.627,1216,10806,2026-05-04 11:41:58.198000-07:00
2025-12-17,Play Has No Limits Sizzle,18a0108,250.74,1076923,8031,0.746,1446,12850,2026-05-04 11:41:58.198000-07:00
2025-12-18,Play Has No Limits Sizzle,18a0108,363.03,1076923,8602,0.799,1548,13763,2026-05-04 11:41:58.198000-07:00
2025-12-19,Play Has No Limits Sizzle,18a0108,377.59,1076923,8690,0.807,1564,13904,2026-05-04 11:41:58.198000-07:00
2025-12-20,Play Has No Limits Sizzle,18a0108,256.23,1238462,10692,0.863,1925,17107,2026-05-04 11:41:58.198000-07:00
2025-12-21,Play Has No Limits Sizzle,18a0108,441.74,1238462,11369,0.918,2046,18190,2026-05-04 11:41:58.198000-07:00
2025-12-22,Play Has No Limits Sizzle,18a0108,357.98,1076923,8734,0.811,1572,13974,2026-05-04 11:41:58.198000-07:00
2025-12-23,Play Has No Limits Sizzle,18a0108,314.01,1076923,10063,0.934,1811,16101,2026-05-04 11:41:58.198000-07:00
2025-12-24,Play Has No Limits Sizzle,18a0108,234.10,1076923,5831,0.542,1050,9330,2026-05-04 11:41:58.198000-07:00
2025-12-25,Play Has No Limits Sizzle,18a0108,234.40,1076923,6973,0.648,1255,11157,2026-05-04 11:41:58.198000-07:00
2025-12-26,Play Has No Limits Sizzle,18a0108,265.29,1076923,8986,0.834,1617,14378,2026-05-04 11:41:58.198000-07:00
2025-12-27,Play Has No Limits Sizzle,18a0108,284.25,1238462,10733,0.867,1932,17173,2026-05-04 11:41:58.198000-07:00
2025-12-28,Play Has No Limits Sizzle,18a0108,335.49,1238462,7209,0.582,1298,11534,2026-05-04 11:41:58.198000-07:00
2025-12-29,Play Has No Limits Sizzle,18a0108,332.73,1076923,7793,0.724,1403,12469,2026-05-04 11:41:58.198000-07:00
2025-12-30,Play Has No Limits Sizzle,18a0108,265.59,1076923,5004,0.465,901,8006,2026-05-04 11:41:58.198000-07:00
2025-12-31,Play Has No Limits Sizzle,18a0108,318.17,1076923,6160,0.572,1109,9856,2026-05-04 11:41:58.198000-07:00
2026-01-01,Play Has No Limits Sizzle,18a0108,238.26,1076923,8050,0.748,1449,12880,2026-05-04 11:41:58.198000-07:00
2026-01-02,Play Has No Limits Sizzle,18a0108,335.11,1076923,8413,0.781,1514,13461,2026-05-04 11:41:58.198000-07:00
2026-01-03,Play Has No Limits Sizzle,18a0108,247.35,1238462,7248,0.585,1305,11597,2026-05-04 11:41:58.198000-07:00
2026-01-04,Play Has No Limits Sizzle,18a0108,443.45,1238462,8642,0.698,1556,13827,2026-05-04 11:41:58.198000-07:00
2026-01-05,Play Has No Limits Sizzle,18a0108,316.69,1076923,7289,0.677,1312,11662,2026-05-04 11:41:58.198000-07:00
2026-01-06,Play Has No Limits Sizzle,18a0108,278.96,1076923,4676,0.434,842,7482,2026-05-04 11:41:58.198000-07:00
2026-01-07,Play Has No Limits Sizzle,18a0108,291.44,1076923,5297,0.492,953,8475,2026-05-04 11:41:58.198000-07:00
2026-01-08,Play Has No Limits Sizzle,18a0108,339.27,1076923,6138,0.570,1105,9821,2026-05-04 11:41:58.198000-07:00
2026-01-09,Play Has No Limits Sizzle,18a0108,217.76,1076923,4583,0.426,825,7333,2026-05-04 11:41:58.198000-07:00
2026-01-10,Play Has No Limits Sizzle,18a0108,309.53,1238462,7465,0.603,1344,11944,2026-05-04 11:41:58.198000-07:00
2026-01-11,Play Has No Limits Sizzle,18a0108,329.00,1238462,7490,0.605,1348,11984,2026-05-04 11:41:58.198000-07:00
2026-01-12,Play Has No Limits Sizzle,18a0108,274.20,1076923,6438,0.598,1159,10301,2026-05-04 11:41:58.198000-07:00
2026-01-13,Play Has No Limits Sizzle,18a0108,218.35,1076923,3629,0.337,653,5806,2026-05-04 11:41:58.198000-07:00
2026-01-14,Play Has No Limits Sizzle,18a0108,243.90,1076923,5756,0.535,1036,9210,2026-05-04 11:41:58.198000-07:00
2026-01-15,Play Has No Limits Sizzle,18a0108,335.11,1076923,6117,0.568,1101,9787,2026-05-04 11:41:58.198000-07:00
2026-01-16,Play Has No Limits Sizzle,18a0108,334.22,1076923,3842,0.357,692,6147,2026-05-04 11:41:58.198000-07:00
2026-01-17,Play Has No Limits Sizzle,18a0108,258.62,1238462,7038,0.568,1267,11261,2026-05-04 11:41:58.198000-07:00
2026-01-18,Play Has No Limits Sizzle,18a0108,414.07,1238462,6473,0.523,1165,10357,2026-05-04 11:41:58.198000-07:00
2026-01-19,Play Has No Limits Sizzle,18a0108,337.78,1076923,4082,0.379,735,6531,2026-05-04 11:41:58.198000-07:00
2026-01-20,Play Has No Limits Sizzle,18a0108,372.24,1076923,3993,0.371,719,6389,2026-05-04 11:41:58.198000-07:00
2026-01-21,Play Has No Limits Sizzle,18a0108,243.31,1076923,3260,0.303,587,5216,2026-05-04 11:41:58.198000-07:00
2026-01-22,Play Has No Limits Sizzle,18a0108,238.26,1076923,3656,0.340,658,5850,2026-05-04 11:41:58.198000-07:00
2026-01-23,Play Has No Limits Sizzle,18a0108,326.79,1076923,3807,0.354,685,6091,2026-05-04 11:41:58.198000-07:00
2026-01-24,Play Has No Limits Sizzle,18a0108,339.25,1238462,6415,0.518,1155,10264,2026-05-04 11:41:58.198000-07:00
2026-01-25,Play Has No Limits Sizzle,18a0108,382.98,1238462,6329,0.511,1139,10126,2026-05-04 11:41:58.198000-07:00
2026-01-26,Play Has No Limits Sizzle,18a0108,225.19,1076923,5767,0.536,1038,9227,2026-05-04 11:41:58.198000-07:00
2026-01-27,Play Has No Limits Sizzle,18a0108,209.74,1076923,5842,0.543,1052,9347,2026-05-04 11:41:58.198000-07:00
2026-01-28,Play Has No Limits Sizzle,18a0108,297.38,1076923,3242,0.301,584,5187,2026-05-04 11:41:58.198000-07:00
2026-01-29,Play Has No Limits Sizzle,18a0108,296.19,1076923,4108,0.382,739,6573,2026-05-04 11:41:58.198000-07:00
2026-01-30,Play Has No Limits Sizzle,18a0108,241.82,1076923,6031,0.560,1086,9650,2026-05-04 11:41:58.198000-07:00
2026-01-31,Play Has No Limits Sizzle,18a0108,296.20,1238462,4291,0.347,772,6866,2026-05-04 11:41:58.198000-07:00
2026-02-01,Play Has No Limits Sizzle,18a0108,309.87,1238462,5982,0.483,1077,9571,2026-05-04 11:41:58.198000-07:00
2026-02-02,Play Has No Limits Sizzle,18a0108,265.29,1076923,4259,0.396,767,6814,2026-05-04 11:41:58.198000-07:00
2026-02-03,Play Has No Limits Sizzle,18a0108,299.16,1076923,3015,0.280,543,4824,2026-05-04 11:41:58.198000-07:00
2026-02-04,Play Has No Limits Sizzle,18a0108,355.01,1076923,3317,0.308,597,5307,2026-05-04 11:41:58.198000-07:00
2026-02-05,Play Has No Limits Sizzle,18a0108,285.79,1076923,4636,0.431,834,7418,2026-05-04 11:41:58.198000-07:00
2026-02-06,Play Has No Limits Sizzle,18a0108,303.62,1076923,3242,0.301,584,5187,2026-05-04 11:41:58.198000-07:00
2026-02-07,Play Has No Limits Sizzle,18a0108,383.66,1238462,6892,0.557,1241,11027,2026-05-04 11:41:58.198000-07:00
2026-02-08,Play Has No Limits Sizzle,18a0108,386.74,1238462,5375,0.434,968,8600,2026-05-04 11:41:58.198000-07:00
2026-02-09,Play Has No Limits Sizzle,18a0108,301.83,1076923,4938,0.459,889,7901,2026-05-04 11:41:58.198000-07:00
2026-02-10,Play Has No Limits Sizzle,18a0108,338.37,1076923,5051,0.469,909,8082,2026-05-04 11:41:58.198000-07:00
2026-02-11,Play Has No Limits Sizzle,18a0108,338.67,1076923,5729,0.532,1031,9166,2026-05-04 11:41:58.198000-07:00
2026-02-12,Play Has No Limits Sizzle,18a0108,234.99,1076923,5541,0.515,997,8866,2026-05-04 11:41:58.198000-07:00
2026-02-13,Play Has No Limits Sizzle,18a0108,248.36,1076923,5955,0.553,1072,9528,2026-05-04 11:41:58.198000-07:00
2026-02-14,Play Has No Limits Sizzle,18a0108,265.46,1238462,3641,0.294,655,5826,2026-05-04 11:41:58.198000-07:00
2026-02-15,Play Has No Limits Sizzle,18a0108,428.42,1238462,4465,0.361,804,7144,2026-05-04 11:41:58.198000-07:00
2026-02-16,Play Has No Limits Sizzle,18a0108,276.58,1076923,5088,0.473,916,8141,2026-05-04 11:41:58.198000-07:00
2026-02-18,Play Has No Limits Sizzle,18a0108,284.31,1076923,4523,0.420,814,7237,2026-05-04 11:41:58.198000-07:00
2026-02-19,Play Has No Limits Sizzle,18a0108,281.63,1076923,3505,0.326,631,5608,2026-05-04 11:41:58.198000-07:00
2026-02-20,Play Has No Limits Sizzle,18a0108,239.74,1076923,4900,0.455,882,7840,2026-05-04 11:41:58.198000-07:00
2026-02-21,Play Has No Limits Sizzle,18a0108,270.92,1238462,5938,0.480,1069,9501,2026-05-04 11:41:58.198000-07:00
2026-02-23,Play Has No Limits Sizzle,18a0108,272.13,1076923,5955,0.553,1072,9528,2026-05-04 11:41:58.198000-07:00
2026-02-24,Play Has No Limits Sizzle,18a0108,285.20,1076923,3053,0.284,550,4885,2026-05-04 11:41:58.198000-07:00
2026-02-25,Play Has No Limits Sizzle,18a0108,368.08,1076923,4523,0.420,814,7237,2026-05-04 11:41:58.198000-07:00
2026-02-26,Play Has No Limits Sizzle,18a0108,266.18,1076923,4372,0.406,787,6995,2026-05-04 11:41:58.198000-07:00
2026-02-27,Play Has No Limits Sizzle,18a0108,342.83,1076923,5088,0.473,916,8141,2026-05-04 11:41:58.198000-07:00
2026-02-28,Play Has No Limits Sizzle,18a0108,338.23,1238462,3814,0.308,687,6102,2026-05-04 11:41:58.198000-07:00
2026-03-01,Play Has No Limits Sizzle,18a0108,385.03,1238462,3641,0.294,655,5826,2026-05-04 11:41:58.198000-07:00
2026-03-02,Play Has No Limits Sizzle,18a0108,370.76,1076923,3242,0.301,584,5187,2026-05-04 11:41:58.198000-07:00
2026-03-03,Play Has No Limits Sizzle,18a0108,334.22,1076923,4712,0.438,848,7539,2026-05-04 11:41:58.198000-07:00
2026-03-04,Play Has No Limits Sizzle,18a0108,304.51,1076923,5918,0.550,1065,9469,2026-05-04 11:41:58.198000-07:00
2026-03-05,Play Has No Limits Sizzle,18a0108,274.80,1076923,5277,0.490,950,8443,2026-05-04 11:41:58.198000-07:00
2026-03-06,Play Has No Limits Sizzle,18a0108,233.80,1076923,3204,0.298,577,5126,2026-05-04 11:41:58.198000-07:00
2026-03-07,Play Has No Limits Sizzle,18a0108,335.15,1238462,6935,0.560,1248,11096,2026-05-04 11:41:58.198000-07:00
2026-03-08,Play Has No Limits Sizzle,18a0108,288.35,1238462,4248,0.343,765,6797,2026-05-04 11:41:58.198000-07:00
2026-03-09,Play Has No Limits Sizzle,18a0108,378.78,1076923,4787,0.445,862,7659,2026-05-04 11:41:58.198000-07:00
2026-03-10,Play Has No Limits Sizzle,18a0108,366.60,1076923,3468,0.322,624,5549,2026-05-04 11:41:58.198000-07:00
2026-03-11,Play Has No Limits Sizzle,18a0108,266.48,1076923,5051,0.469,909,8082,2026-05-04 11:41:58.198000-07:00
2026-03-12,Play Has No Limits Sizzle,18a0108,355.60,1076923,3279,0.305,590,5246,2026-05-04 11:41:58.198000-07:00
2026-03-13,Play Has No Limits Sizzle,18a0108,354.12,1076923,5126,0.476,923,8202,2026-05-04 11:41:58.198000-07:00
2026-03-14,Play Has No Limits Sizzle,18a0108,348.82,1238462,4898,0.396,882,7837,2026-05-04 11:41:58.198000-07:00
2026-03-15,Play Has No Limits Sizzle,18a0108,368.29,1238462,6025,0.487,1085,9640,2026-05-04 11:41:58.198000-07:00
2026-03-17,Play Has No Limits Sizzle,18a0108,299.16,1076923,5352,0.497,963,8563,2026-05-04 11:41:58.198000-07:00
2026-03-18,Play Has No Limits Sizzle,18a0108,384.42,1076923,4108,0.382,739,6573,2026-05-04 11:41:58.198000-07:00
2026-03-19,Play Has No Limits Sizzle,18a0108,339.56,1076923,5842,0.543,1052,9347,2026-05-04 11:41:58.198000-07:00
2026-03-20,Play Has No Limits Sizzle,18a0108,216.27,1076923,3694,0.343,665,5910,2026-05-04 11:41:58.198000-07:00
2026-03-21,Play Has No Limits Sizzle,18a0108,407.58,1238462,5418,0.438,975,8669,2026-05-04 11:41:58.198000-07:00
2026-03-22,Play Has No Limits Sizzle,18a0108,406.90,1238462,5505,0.445,991,8808,2026-05-04 11:41:58.198000-07:00
2026-03-23,Play Has No Limits Sizzle,18a0108,371.94,1076923,5315,0.494,957,8504,2026-05-04 11:41:58.198000-07:00
2026-03-24,Play Has No Limits Sizzle,18a0108,240.34,1076923,6031,0.560,1086,9650,2026-05-04 11:41:58.198000-07:00
2026-03-25,Play Has No Limits Sizzle,18a0108,352.04,1076923,5013,0.466,902,8021,2026-05-04 11:41:58.198000-07:00
2026-03-26,Play Has No Limits Sizzle,18a0108,378.18,1076923,4825,0.448,869,7720,2026-05-04 11:41:58.198000-07:00
2026-03-27,Play Has No Limits Sizzle,18a0108,312.83,1076923,3958,0.368,712,6333,2026-05-04 11:41:58.198000-07:00
2026-03-28,Play Has No Limits Sizzle,18a0108,373.07,1238462,5592,0.452,1007,8947,2026-05-04 11:41:58.198000-07:00
2026-03-29,Play Has No Limits Sizzle,18a0108,349.50,1238462,6025,0.487,1085,9640,2026-05-04 11:41:58.198000-07:00
2026-03-30,Play Has No Limits Sizzle,18a0108,273.02,1076923,4108,0.382,739,6573,2026-05-04 11:41:58.198000-07:00
2026-03-31,Play Has No Limits Sizzle,18a0108,237.37,1076923,3656,0.340,658,5850,2026-05-04 11:41:58.198000-07:00
2025-11-01,Play Has No Limits Sizzle,18a0108,319.78,1238462,14366,1.160,2586,22986,2026-05-04 11:41:58.198000-07:00
2025-11-02,Play Has No Limits Sizzle,18a0108,361.12,1238462,11426,0.923,2057,18282,2026-05-04 11:41:58.198000-07:00
2025-11-03,Play Has No Limits Sizzle,18a0108,262.02,1076923,11233,1.043,2022,17973,2026-05-04 11:41:58.198000-07:00
2025-11-04,Play Has No Limits Sizzle,18a0108,240.04,1076923,12928,1.201,2327,20685,2026-05-04 11:41:58.198000-07:00
2025-11-05,Play Has No Limits Sizzle,18a0108,328.27,1076923,16679,1.549,3002,26686,2026-05-04 11:41:58.198000-07:00
2025-11-06,Play Has No Limits Sizzle,18a0108,209.14,1076923,12820,1.190,2308,20512,2026-05-04 11:41:58.198000-07:00
2025-11-07,Play Has No Limits Sizzle,18a0108,333.62,1076923,11175,1.038,2012,17880,2026-05-04 11:41:58.198000-07:00
2025-11-08,Play Has No Limits Sizzle,18a0108,317.04,1238462,10054,0.812,1810,16086,2026-05-04 11:41:58.198000-07:00
2025-11-09,Play Has No Limits Sizzle,18a0108,341.98,1238462,16461,1.329,2963,26338,2026-05-04 11:41:58.198000-07:00
2025-11-10,Play Has No Limits Sizzle,18a0108,265.89,1076923,9094,0.844,1637,14550,2026-05-04 11:41:58.198000-07:00
2025-11-11,Play Has No Limits Sizzle,18a0108,275.10,1076923,13871,1.288,2497,22194,2026-05-04 11:41:58.198000-07:00
2025-11-12,Play Has No Limits Sizzle,18a0108,235.58,1076923,10705,0.994,1927,17128,2026-05-04 11:41:58.198000-07:00
2025-11-13,Play Has No Limits Sizzle,18a0108,246.58,1076923,9541,0.886,1717,15266,2026-05-04 11:41:58.198000-07:00
2025-11-14,Play Has No Limits Sizzle,18a0108,367.49,1076923,13895,1.290,2501,22232,2026-05-04 11:41:58.198000-07:00
2025-11-15,Play Has No Limits Sizzle,18a0108,262.38,1238462,9788,0.790,1762,15661,2026-05-04 11:41:58.198000-07:00
2025-11-16,Play Has No Limits Sizzle,18a0108,239.49,1238462,8719,0.704,1569,13950,2026-05-04 11:41:58.198000-07:00
2025-11-17,Play Has No Limits Sizzle,18a0108,371.65,1076923,13711,1.273,2468,21938,2026-05-04 11:41:58.198000-07:00
2025-11-18,Play Has No Limits Sizzle,18a0108,348.18,1076923,8467,0.786,1524,13547,2026-05-04 11:41:58.198000-07:00
2025-11-19,Play Has No Limits Sizzle,18a0108,245.09,1076923,7744,0.719,1394,12390,2026-05-04 11:41:58.198000-07:00
2025-11-20,Play Has No Limits Sizzle,18a0108,230.24,1076923,12968,1.204,2334,20749,2026-05-04 11:41:58.198000-07:00
2025-11-21,Play Has No Limits Sizzle,18a0108,362.73,1076923,9046,0.840,1628,14474,2026-05-04 11:41:58.198000-07:00
2025-11-22,Play Has No Limits Sizzle,18a0108,346.77,1238462,11953,0.965,2152,19125,2026-05-04 11:41:58.198000-07:00
2025-11-23,Play Has No Limits Sizzle,18a0108,278.78,1238462,9286,0.750,1671,14858,2026-05-04 11:41:58.198000-07:00
2025-11-24,Play Has No Limits Sizzle,18a0108,383.83,1076923,7733,0.718,1392,12373,2026-05-04 11:41:58.198000-07:00
2025-11-25,Play Has No Limits Sizzle,18a0108,381.15,1076923,11660,1.083,2099,18656,2026-05-04 11:41:58.198000-07:00
2025-11-26,Play Has No Limits Sizzle,18a0108,306.59,1076923,9305,0.864,1675,14888,2026-05-04 11:41:58.198000-07:00
2025-11-27,Play Has No Limits Sizzle,18a0108,233.80,1076923,9979,0.927,1796,15966,2026-05-04 11:41:58.198000-07:00
2025-11-28,Play Has No Limits Sizzle,18a0108,300.35,1076923,9625,0.894,1733,15400,2026-05-04 11:41:58.198000-07:00
2025-11-29,Play Has No Limits Sizzle,18a0108,353.94,1238462,11340,0.916,2041,18144,2026-05-04 11:41:58.198000-07:00
2025-11-30,Play Has No Limits Sizzle,18a0108,265.11,1238462,12555,1.014,2260,20088,2026-05-04 11:41:58.198000-07:00
2025-12-01,Play Has No Limits Sizzle,18a0108,329.16,1076923,9985,0.927,1797,15976,2026-05-04 11:41:58.198000-07:00
2025-12-02,Play Has No Limits Sizzle,18a0108,248.36,1076923,9556,0.887,1720,15290,2026-05-04 11:41:58.198000-07:00
2025-12-03,Play Has No Limits Sizzle,18a0108,328.57,1076923,6490,0.603,1168,10384,2026-05-04 11:41:58.198000-07:00
2025-12-04,Play Has No Limits Sizzle,18a0108,384.12,1076923,11493,1.067,2069,18389,2026-05-04 11:41:58.198000-07:00
2025-12-05,Play Has No Limits Sizzle,18a0108,311.04,1076923,11917,1.107,2145,19067,2026-05-04 11:41:58.198000-07:00
2025-12-06,Play Has No Limits Sizzle,18a0108,440.03,1238462,12038,0.972,2167,19261,2026-05-04 11:41:58.198000-07:00
2025-12-07,Play Has No Limits Sizzle,18a0108,380.25,1238462,11992,0.968,2159,19187,2026-05-04 11:41:58.198000-07:00
2025-12-08,Play Has No Limits Sizzle,18a0108,237.07,1076923,9780,0.908,1760,15648,2026-05-04 11:41:58.198000-07:00
2025-12-09,Play Has No Limits Sizzle,18a0108,306.59,1076923,10868,1.009,1956,17389,2026-05-04 11:41:58.198000-07:00
2025-12-11,Play Has No Limits Sizzle,18a0108,246.87,1076923,6884,0.639,1239,11014,2026-05-04 11:41:58.198000-07:00
2025-12-12,Play Has No Limits Sizzle,18a0108,270.05,1076923,9915,0.921,1785,15864,2026-05-04 11:41:58.198000-07:00
2025-12-13,Play Has No Limits Sizzle,18a0108,392.89,1238462,9786,0.790,1761,15658,2026-05-04 11:41:58.198000-07:00
2025-12-14,Play Has No Limits Sizzle,18a0108,411.00,1238462,11943,0.964,2150,19109,2026-05-04 11:41:58.198000-07:00
2025-12-15,Play Has No Limits Sizzle,18a0108,241.23,1076923,6001,0.557,1080,9602,2026-05-04 11:41:58.198000-07:00
2025-12-16,Play Has No Limits Sizzle,18a0108,361.84,1076923,9580,0.890,1724,15328,2026-05-04 11:41:58.198000-07:00
2025-12-17,Play Has No Limits Sizzle,18a0108,254.89,1076923,6057,0.562,1090,9691,2026-05-04 11:41:58.198000-07:00
2025-12-18,Play Has No Limits Sizzle,18a0108,364.22,1076923,10685,0.992,1923,17096,2026-05-04 11:41:58.198000-07:00
2025-12-19,Play Has No Limits Sizzle,18a0108,373.73,1076923,5572,0.517,1003,8915,2026-05-04 11:41:58.198000-07:00
2025-12-20,Play Has No Limits Sizzle,18a0108,377.17,1238462,9939,0.803,1789,15902,2026-05-04 11:41:58.198000-07:00
2025-12-21,Play Has No Limits Sizzle,18a0108,418.17,1238462,6613,0.534,1190,10581,2026-05-04 11:41:58.198000-07:00
2025-12-22,Play Has No Limits Sizzle,18a0108,222.51,1076923,5865,0.545,1056,9384,2026-05-04 11:41:58.198000-07:00
2025-12-23,Play Has No Limits Sizzle,18a0108,268.56,1076923,6729,0.625,1211,10766,2026-05-04 11:41:58.198000-07:00
2025-12-24,Play Has No Limits Sizzle,18a0108,306.59,1076923,6017,0.559,1083,9627,2026-05-04 11:41:58.198000-07:00
2025-12-25,Play Has No Limits Sizzle,18a0108,320.55,1076923,8136,0.756,1464,13018,2026-05-04 11:41:58.198000-07:00
2025-12-26,Play Has No Limits Sizzle,18a0108,329.46,1076923,8564,0.795,1542,13702,2026-05-04 11:41:58.198000-07:00
2025-12-27,Play Has No Limits Sizzle,18a0108,330.37,1238462,8204,0.662,1477,13126,2026-05-04 11:41:58.198000-07:00
2025-12-28,Play Has No Limits Sizzle,18a0108,376.15,1238462,9769,0.789,1758,15630,2026-05-04 11:41:58.198000-07:00
2025-12-29,Play Has No Limits Sizzle,18a0108,340.45,1076923,8774,0.815,1579,14038,2026-05-04 11:41:58.198000-07:00
2025-12-30,Play Has No Limits Sizzle,18a0108,370.76,1076923,8131,0.755,1464,13010,2026-05-04 11:41:58.198000-07:00
2025-12-31,Play Has No Limits Sizzle,18a0108,375.21,1076923,8624,0.801,1552,13798,2026-05-04 11:41:58.198000-07:00
2026-01-01,Play Has No Limits Sizzle,18a0108,228.75,1076923,4632,0.430,834,7411,2026-05-04 11:41:58.198000-07:00
2026-01-02,Play Has No Limits Sizzle,18a0108,299.16,1076923,5536,0.514,996,8858,2026-05-04 11:41:58.198000-07:00
2026-01-03,Play Has No Limits Sizzle,18a0108,359.41,1238462,7617,0.615,1371,12187,2026-05-04 11:41:58.198000-07:00
2026-01-04,Play Has No Limits Sizzle,18a0108,273.31,1238462,8461,0.683,1523,13538,2026-05-04 11:41:58.198000-07:00
2026-01-05,Play Has No Limits Sizzle,18a0108,338.37,1076923,8116,0.754,1461,12986,2026-05-04 11:41:58.198000-07:00
2026-01-06,Play Has No Limits Sizzle,18a0108,359.76,1076923,6811,0.633,1226,10898,2026-05-04 11:41:58.198000-07:00
2026-01-07,Play Has No Limits Sizzle,18a0108,214.79,1076923,5447,0.506,980,8715,2026-05-04 11:41:58.198000-07:00
