REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,COST_MICROS,SPEND,IMPRESSIONS,CLICKS,KEYWORD,MATCH_TYPE,QUALITY_SCORE,AVG_POSITION,SEARCH_IMPRESSION_SHARE,LOADED_AT
2025-12-30,Always-On Brand Lexus,765-432-8108,993096000,993.10,4285714,18103,playstation 5 pro,PHRASE,9.4,2.54,0.932,2026-05-04 11:41:49.301000-07:00
2025-12-31,Always-On Brand Lexus,765-432-8108,774614880,774.61,4285714,18051,playstation 5 pro,EXACT,9.0,1.89,0.734,2026-05-04 11:41:49.301000-07:00
2026-01-01,Always-On Brand Lexus,765-432-8108,811283040,811.28,4285714,19749,playstation 5 pro,EXACT,9.5,1.65,0.880,2026-05-04 11:41:49.301000-07:00
2026-01-02,Always-On Brand Lexus,765-432-8108,974761920,974.76,4285714,30240,playstation 5 pro,EXACT,9.8,2.79,0.751,2026-05-04 11:41:49.301000-07:00
2026-01-03,Always-On Brand Lexus,765-432-8108,849517236,849.52,4928571,39113,playstation 5 pro,BROAD,9.6,2.91,0.846,2026-05-04 11:41:49.301000-07:00
2026-01-04,Always-On Brand Lexus,765-432-8108,865330380,865.33,4928571,23089,playstation 5 pro,PHRASE,8.8,2.67,0.817,2026-05-04 11:41:49.301000-07:00
2026-01-05,Always-On Brand Lexus,765-432-8108,797532480,797.53,4285714,26537,playstation 5 pro,BROAD,6.2,1.20,0.526,2026-05-04 11:41:49.301000-07:00
2026-01-06,Always-On Brand Lexus,765-432-8108,640928880,640.93,4285714,23870,playstation 5 pro,BROAD,9.1,3.20,0.823,2026-05-04 11:41:49.301000-07:00
2026-01-08,Always-On Brand Lexus,765-432-8108,786837600,786.84,4285714,21693,playstation 5 pro,EXACT,7.6,2.41,0.485,2026-05-04 11:41:49.301000-07:00
2026-01-09,Always-On Brand Lexus,765-432-8108,542383200,542.38,4285714,25152,playstation 5 pro,EXACT,6.1,2.51,0.739,2026-05-04 11:41:49.301000-07:00
2026-01-10,Always-On Brand Lexus,765-432-8108,629890236,629.89,4928571,17349,playstation 5 pro,EXACT,9.3,1.63,0.804,2026-05-04 11:41:49.301000-07:00
2026-01-11,Always-On Brand Lexus,765-432-8108,860059332,860.06,4928571,30234,playstation 5 pro,EXACT,9.9,1.45,0.748,2026-05-04 11:41:49.301000-07:00
2026-01-12,Always-On Brand Lexus,765-432-8108,986984640,986.98,4285714,28711,playstation 5 pro,PHRASE,9.5,2.86,0.580,2026-05-04 11:41:49.301000-07:00
2026-01-13,Always-On Brand Lexus,765-432-8108,672249600,672.25,4285714,18185,playstation 5 pro,BROAD,8.6,3.06,0.532,2026-05-04 11:41:49.301000-07:00
2026-01-14,Always-On Brand Lexus,765-432-8108,678360960,678.36,4285714,22032,playstation 5 pro,EXACT,6.1,1.36,0.823,2026-05-04 11:41:49.301000-07:00
2026-01-15,Always-On Brand Lexus,765-432-8108,834964560,834.96,4285714,23657,playstation 5 pro,BROAD,7.8,2.27,0.521,2026-05-04 11:41:49.301000-07:00
2026-01-16,Always-On Brand Lexus,765-432-8108,748641600,748.64,4285714,26376,playstation 5 pro,EXACT,9.8,1.71,0.561,2026-05-04 11:41:49.301000-07:00
2026-01-17,Always-On Brand Lexus,765-432-8108,825797520,825.80,4928571,26685,playstation 5 pro,EXACT,8.0,1.90,0.833,2026-05-04 11:41:49.301000-07:00
2026-01-18,Always-On Brand Lexus,765-432-8108,850395744,850.40,4928571,20570,playstation 5 pro,BROAD,6.8,3.05,0.799,2026-05-04 11:41:49.301000-07:00
2026-01-19,Always-On Brand Lexus,765-432-8108,827325360,827.33,4285714,23342,playstation 5 pro,BROAD,9.1,2.29,0.838,2026-05-04 11:41:49.301000-07:00
2026-01-20,Always-On Brand Lexus,765-432-8108,838020240,838.02,4285714,20057,playstation 5 pro,BROAD,6.4,2.43,0.695,2026-05-04 11:41:49.301000-07:00
2026-01-21,Always-On Brand Lexus,765-432-8108,898369920,898.37,4285714,20215,playstation 5 pro,PHRASE,9.3,2.61,0.582,2026-05-04 11:41:49.301000-07:00
2026-01-22,Always-On Brand Lexus,765-432-8108,857882160,857.88,4285714,18900,playstation 5 pro,EXACT,7.8,1.41,0.709,2026-05-04 11:41:49.301000-07:00
2026-01-23,Always-On Brand Lexus,765-432-8108,854062560,854.06,4285714,18900,playstation 5 pro,EXACT,8.9,1.94,0.496,2026-05-04 11:41:49.301000-07:00
2026-01-24,Always-On Brand Lexus,765-432-8108,947910132,947.91,4928571,19665,playstation 5 pro,EXACT,6.2,2.21,0.717,2026-05-04 11:41:49.301000-07:00
2026-01-26,Always-On Brand Lexus,765-432-8108,673013520,673.01,4285714,16650,playstation 5 pro,EXACT,6.0,1.78,0.799,2026-05-04 11:41:49.301000-07:00
2026-01-27,Always-On Brand Lexus,765-432-8108,714265200,714.27,4285714,21450,playstation 5 pro,EXACT,8.8,1.92,0.931,2026-05-04 11:41:49.301000-07:00
2026-01-28,Always-On Brand Lexus,765-432-8108,867813120,867.81,4285714,22350,playstation 5 pro,EXACT,6.1,1.84,0.816,2026-05-04 11:41:49.301000-07:00
2026-01-29,Always-On Brand Lexus,765-432-8108,698222880,698.22,4285714,21600,playstation 5 pro,EXACT,7.6,2.96,0.553,2026-05-04 11:41:49.301000-07:00
2026-01-30,Always-On Brand Lexus,765-432-8108,618011280,618.01,4285714,21300,playstation 5 pro,EXACT,6.1,1.22,0.533,2026-05-04 11:41:49.301000-07:00
2026-01-31,Always-On Brand Lexus,765-432-8108,652731444,652.73,4928571,20010,playstation 5 pro,EXACT,9.2,2.48,0.819,2026-05-04 11:41:49.301000-07:00
2026-02-01,Always-On Brand Lexus,765-432-8108,1009405692,1009.41,4928571,17422,playstation 5 pro,PHRASE,7.0,2.22,0.455,2026-05-04 11:41:49.301000-07:00
2026-02-02,Always-On Brand Lexus,765-432-8108,632525760,632.53,4285714,22950,playstation 5 pro,EXACT,10.0,2.94,0.644,2026-05-04 11:41:49.301000-07:00
2026-02-03,Always-On Brand Lexus,765-432-8108,738710640,738.71,4285714,15600,playstation 5 pro,EXACT,9.1,2.48,0.908,2026-05-04 11:41:49.301000-07:00
2026-02-05,Always-On Brand Lexus,765-432-8108,815866560,815.87,4285714,19800,playstation 5 pro,EXACT,7.2,1.24,0.716,2026-05-04 11:41:49.301000-07:00
2026-02-06,Always-On Brand Lexus,765-432-8108,744058080,744.06,4285714,19350,playstation 5 pro,EXACT,6.6,1.72,0.835,2026-05-04 11:41:49.301000-07:00
2026-02-07,Always-On Brand Lexus,765-432-8108,902227716,902.23,4928571,21217,playstation 5 pro,PHRASE,6.7,1.63,0.818,2026-05-04 11:41:49.301000-07:00
2026-02-08,Always-On Brand Lexus,765-432-8108,755516880,755.52,4928571,25530,playstation 5 pro,EXACT,7.8,2.65,0.639,2026-05-04 11:41:49.301000-07:00
2026-02-09,Always-On Brand Lexus,765-432-8108,937329840,937.33,4285714,20550,playstation 5 pro,EXACT,6.7,2.84,0.559,2026-05-04 11:41:49.301000-07:00
2026-02-10,Always-On Brand Lexus,765-432-8108,954136080,954.14,4285714,19350,playstation 5 pro,EXACT,9.3,1.34,0.689,2026-05-04 11:41:49.301000-07:00
2026-02-11,Always-On Brand Lexus,765-432-8108,974761920,974.76,4285714,22650,playstation 5 pro,EXACT,8.8,1.45,0.574,2026-05-04 11:41:49.301000-07:00
2026-02-12,Always-On Brand Lexus,765-432-8108,865521360,865.52,4285714,15450,playstation 5 pro,EXACT,10.0,2.76,0.781,2026-05-04 11:41:49.301000-07:00
2026-02-13,Always-On Brand Lexus,765-432-8108,749405520,749.41,4285714,20700,playstation 5 pro,EXACT,7.9,1.50,0.885,2026-05-04 11:41:49.301000-07:00
2026-02-14,Always-On Brand Lexus,765-432-8108,744974784,744.97,4928571,23115,playstation 5 pro,EXACT,7.7,1.83,0.456,2026-05-04 11:41:49.301000-07:00
2026-02-15,Always-On Brand Lexus,765-432-8108,665030556,665.03,4928571,22080,playstation 5 pro,EXACT,8.4,2.06,0.899,2026-05-04 11:41:49.301000-07:00
2026-02-16,Always-On Brand Lexus,765-432-8108,834964560,834.96,4285714,16050,playstation 5 pro,EXACT,6.8,1.49,0.453,2026-05-04 11:41:49.301000-07:00
2026-02-17,Always-On Brand Lexus,765-432-8108,944969040,944.97,4285714,12150,playstation 5 pro,EXACT,6.5,2.88,0.853,2026-05-04 11:41:49.301000-07:00
2026-02-18,Always-On Brand Lexus,765-432-8108,890730720,890.73,4285714,13950,playstation 5 pro,EXACT,7.0,2.40,0.789,2026-05-04 11:41:49.301000-07:00
2026-02-19,Always-On Brand Lexus,765-432-8108,703570320,703.57,4285714,21600,playstation 5 pro,EXACT,8.9,2.32,0.459,2026-05-04 11:41:49.301000-07:00
2026-02-20,Always-On Brand Lexus,765-432-8108,779198400,779.20,4285714,14550,playstation 5 pro,EXACT,7.2,2.78,0.800,2026-05-04 11:41:49.301000-07:00
2026-02-21,Always-On Brand Lexus,765-432-8108,921554892,921.55,4928571,24150,playstation 5 pro,EXACT,6.2,2.93,0.685,2026-05-04 11:41:49.301000-07:00
2026-02-22,Always-On Brand Lexus,765-432-8108,708077448,708.08,4928571,22252,playstation 5 pro,PHRASE,6.3,3.05,0.623,2026-05-04 11:41:49.301000-07:00
2026-02-23,Always-On Brand Lexus,765-432-8108,863229600,863.23,4285714,14400,playstation 5 pro,EXACT,7.8,2.08,0.780,2026-05-04 11:41:49.301000-07:00
2026-02-24,Always-On Brand Lexus,765-432-8108,772323120,772.32,4285714,19500,playstation 5 pro,EXACT,7.0,1.93,0.520,2026-05-04 11:41:49.301000-07:00
2026-02-25,Always-On Brand Lexus,765-432-8108,909828720,909.83,4285714,16650,playstation 5 pro,EXACT,6.6,2.05,0.525,2026-05-04 11:41:49.301000-07:00
2026-02-26,Always-On Brand Lexus,765-432-8108,915176160,915.18,4285714,14250,playstation 5 pro,EXACT,9.6,2.92,0.584,2026-05-04 11:41:49.301000-07:00
2026-02-27,Always-On Brand Lexus,765-432-8108,760864320,760.86,4285714,19050,playstation 5 pro,EXACT,7.6,1.58,0.619,2026-05-04 11:41:49.301000-07:00
2026-02-28,Always-On Brand Lexus,765-432-8108,1054209600,1054.21,4928571,22252,playstation 5 pro,PHRASE,9.6,1.61,0.763,2026-05-04 11:41:49.301000-07:00
2026-03-01,Always-On Brand Lexus,765-432-8108,1026097344,1026.10,4928571,13800,playstation 5 pro,EXACT,9.4,1.22,0.597,2026-05-04 11:41:49.301000-07:00
2026-03-02,Always-On Brand Lexus,765-432-8108,993096000,993.10,4285714,15000,playstation 5 pro,EXACT,8.5,2.05,0.471,2026-05-04 11:41:49.301000-07:00
2026-03-04,Always-On Brand Lexus,765-432-8108,902189520,902.19,4285714,20850,playstation 5 pro,EXACT,7.7,1.67,0.783,2026-05-04 11:41:49.301000-07:00
2026-03-05,Always-On Brand Lexus,765-432-8108,648568080,648.57,4285714,15150,playstation 5 pro,EXACT,7.1,2.33,0.905,2026-05-04 11:41:49.301000-07:00
2026-03-06,Always-On Brand Lexus,765-432-8108,899133840,899.13,4285714,14100,playstation 5 pro,EXACT,7.4,1.63,0.662,2026-05-04 11:41:49.301000-07:00
2026-03-07,Always-On Brand Lexus,765-432-8108,1099013508,1099.01,4928571,18630,playstation 5 pro,EXACT,9.4,2.98,0.575,2026-05-04 11:41:49.301000-07:00
2026-03-08,Always-On Brand Lexus,765-432-8108,818769456,818.77,4928571,16042,playstation 5 pro,PHRASE,9.0,2.17,0.494,2026-05-04 11:41:49.301000-07:00
2026-03-09,Always-On Brand Lexus,765-432-8108,657735120,657.74,4285714,14400,playstation 5 pro,EXACT,7.3,2.19,0.821,2026-05-04 11:41:49.301000-07:00
2026-03-10,Always-On Brand Lexus,765-432-8108,675305280,675.31,4285714,22050,playstation 5 pro,EXACT,9.7,2.84,0.860,2026-05-04 11:41:49.301000-07:00
2026-03-11,Always-On Brand Lexus,765-432-8108,557661600,557.66,4285714,21150,playstation 5 pro,EXACT,10.0,1.81,0.738,2026-05-04 11:41:49.301000-07:00
2026-03-12,Always-On Brand Lexus,765-432-8108,905245200,905.25,4285714,18900,playstation 5 pro,EXACT,9.5,2.59,0.733,2026-05-04 11:41:49.301000-07:00
2026-03-13,Always-On Brand Lexus,765-432-8108,702042480,702.04,4285714,14400,playstation 5 pro,EXACT,6.0,1.40,0.874,2026-05-04 11:41:49.301000-07:00
2026-03-14,Always-On Brand Lexus,765-432-8108,948788640,948.79,4928571,14490,playstation 5 pro,EXACT,6.2,2.13,0.662,2026-05-04 11:41:49.301000-07:00
2026-03-15,Always-On Brand Lexus,765-432-8108,780115104,780.12,4928571,18802,playstation 5 pro,PHRASE,8.4,2.46,0.698,2026-05-04 11:41:49.301000-07:00
2026-03-16,Always-On Brand Lexus,765-432-8108,858646080,858.65,4285714,14550,playstation 5 pro,EXACT,7.5,1.80,0.660,2026-05-04 11:41:49.301000-07:00
2026-03-17,Always-On Brand Lexus,765-432-8108,676833120,676.83,4285714,15300,playstation 5 pro,EXACT,9.3,1.86,0.742,2026-05-04 11:41:49.301000-07:00
2026-03-18,Always-On Brand Lexus,765-432-8108,709681680,709.68,4285714,21300,playstation 5 pro,EXACT,9.6,2.72,0.456,2026-05-04 11:41:49.301000-07:00
2026-03-19,Always-On Brand Lexus,765-432-8108,666138240,666.14,4285714,21450,playstation 5 pro,EXACT,8.6,1.71,0.666,2026-05-04 11:41:49.301000-07:00
2026-03-20,Always-On Brand Lexus,765-432-8108,726487920,726.49,4285714,16200,playstation 5 pro,EXACT,9.1,1.92,0.728,2026-05-04 11:41:49.301000-07:00
2026-03-21,Always-On Brand Lexus,765-432-8108,778358088,778.36,4928571,21562,playstation 5 pro,PHRASE,7.1,2.29,0.533,2026-05-04 11:41:49.301000-07:00
2026-03-22,Always-On Brand Lexus,765-432-8108,865330380,865.33,4928571,26220,playstation 5 pro,EXACT,8.8,3.08,0.918,2026-05-04 11:41:49.301000-07:00
2026-03-23,Always-On Brand Lexus,765-432-8108,618011280,618.01,4285714,19200,playstation 5 pro,EXACT,8.1,1.39,0.845,2026-05-04 11:41:49.301000-07:00
2026-03-24,Always-On Brand Lexus,765-432-8108,810519120,810.52,4285714,24000,playstation 5 pro,EXACT,6.3,1.38,0.593,2026-05-04 11:41:49.301000-07:00
2026-03-25,Always-On Brand Lexus,765-432-8108,909828720,909.83,4285714,24000,playstation 5 pro,EXACT,9.3,1.73,0.549,2026-05-04 11:41:49.301000-07:00
2026-03-26,Always-On Brand Lexus,765-432-8108,715793040,715.79,4285714,20400,playstation 5 pro,EXACT,6.0,2.92,0.702,2026-05-04 11:41:49.301000-07:00
2026-03-27,Always-On Brand Lexus,765-432-8108,559189440,559.19,4285714,19200,playstation 5 pro,EXACT,7.3,2.29,0.743,2026-05-04 11:41:49.301000-07:00
2026-03-28,Always-On Brand Lexus,765-432-8108,1080564840,1080.56,4928571,17595,playstation 5 pro,EXACT,7.5,2.14,0.476,2026-05-04 11:41:49.301000-07:00
2026-03-29,Always-On Brand Lexus,765-432-8108,778358088,778.36,4928571,16042,playstation 5 pro,PHRASE,8.6,2.34,0.529,2026-05-04 11:41:49.301000-07:00
2026-03-30,Always-On Brand Lexus,765-432-8108,935802000,935.80,4285714,20400,playstation 5 pro,EXACT,9.0,1.66,0.655,2026-05-04 11:41:49.301000-07:00
2026-03-31,Always-On Brand Lexus,765-432-8108,721140480,721.14,4285714,15000,playstation 5 pro,EXACT,8.0,2.28,0.791,2026-05-04 11:41:49.301000-07:00
2026-04-01,Always-On Brand Lexus,765-432-8108,774614880,774.61,4285714,17250,playstation 5 pro,EXACT,8.8,2.59,0.458,2026-05-04 11:41:49.301000-07:00
2026-04-02,Always-On Brand Lexus,765-432-8108,580579200,580.58,4285714,12600,playstation 5 pro,EXACT,6.9,2.24,0.785,2026-05-04 11:41:49.301000-07:00
2026-04-03,Always-On Brand Lexus,765-432-8108,858646080,858.65,4285714,22200,playstation 5 pro,EXACT,6.0,2.18,0.699,2026-05-04 11:41:49.301000-07:00
2026-04-04,Always-On Brand Lexus,765-432-8108,1100770524,1100.77,4928571,20527,playstation 5 pro,PHRASE,6.3,1.51,0.453,2026-05-04 11:41:49.301000-07:00
2026-04-05,Always-On Brand Lexus,765-432-8108,846003204,846.00,4928571,24322,playstation 5 pro,PHRASE,6.2,1.29,0.450,2026-05-04 11:41:49.301000-07:00
2026-04-06,Always-On Brand Lexus,765-432-8108,708153840,708.15,4285714,16650,playstation 5 pro,EXACT,7.1,3.11,0.659,2026-05-04 11:41:49.301000-07:00
2026-04-07,Always-On Brand Lexus,765-432-8108,852534720,852.53,4285714,18750,playstation 5 pro,EXACT,6.0,3.00,0.614,2026-05-04 11:41:49.301000-07:00
2026-04-08,Always-On Brand Lexus,765-432-8108,689055840,689.06,4285714,20850,playstation 5 pro,EXACT,9.0,2.90,0.680,2026-05-04 11:41:49.301000-07:00
2026-04-09,Always-On Brand Lexus,765-432-8108,534744000,534.74,4285714,21450,playstation 5 pro,EXACT,6.2,1.41,0.945,2026-05-04 11:41:49.301000-07:00
2026-04-10,Always-On Brand Lexus,765-432-8108,889966800,889.97,4285714,18000,playstation 5 pro,EXACT,7.6,1.82,0.707,2026-05-04 11:41:49.301000-07:00
2026-04-11,Always-On Brand Lexus,765-432-8108,767815992,767.82,4928571,26910,playstation 5 pro,EXACT,8.4,1.30,0.507,2026-05-04 11:41:49.301000-07:00
2026-04-12,Always-On Brand Lexus,765-432-8108,1048938552,1048.94,4928571,14662,playstation 5 pro,PHRASE,9.8,1.90,0.700,2026-05-04 11:41:49.301000-07:00
2026-04-13,Always-On Brand Lexus,765-432-8108,715029120,715.03,4285714,19350,playstation 5 pro,EXACT,8.6,1.68,0.862,2026-05-04 11:41:49.301000-07:00
2026-04-14,Always-On Brand Lexus,765-432-8108,777670560,777.67,4285714,21150,playstation 5 pro,EXACT,6.5,1.77,0.488,2026-05-04 11:41:49.301000-07:00
2026-04-15,Always-On Brand Lexus,765-432-8108,744822000,744.82,4285714,19650,playstation 5 pro,EXACT,6.8,2.37,0.858,2026-05-04 11:41:49.301000-07:00
2026-04-16,Always-On Brand Lexus,765-432-8108,751697280,751.70,4285714,19800,playstation 5 pro,EXACT,6.5,2.73,0.929,2026-05-04 11:41:49.301000-07:00
2026-04-17,Always-On Brand Lexus,765-432-8108,731071440,731.07,4285714,14550,playstation 5 pro,EXACT,7.0,2.61,0.812,2026-05-04 11:41:49.301000-07:00
2026-04-18,Always-On Brand Lexus,765-432-8108,1013798232,1013.80,4928571,20872,playstation 5 pro,PHRASE,7.5,1.93,0.591,2026-05-04 11:41:49.301000-07:00
2026-04-19,Always-On Brand Lexus,765-432-8108,753759864,753.76,4928571,19837,playstation 5 pro,PHRASE,7.1,2.45,0.695,2026-05-04 11:41:49.301000-07:00
2026-04-20,Always-On Brand Lexus,765-432-8108,859410000,859.41,4285714,19500,playstation 5 pro,EXACT,6.5,1.29,0.830,2026-05-04 11:41:49.301000-07:00
2026-04-21,Always-On Brand Lexus,765-432-8108,946496880,946.50,4285714,13500,playstation 5 pro,EXACT,8.4,2.15,0.896,2026-05-04 11:41:49.301000-07:00
2026-04-22,Always-On Brand Lexus,765-432-8108,859410000,859.41,4285714,15600,playstation 5 pro,EXACT,9.7,2.67,0.878,2026-05-04 11:41:49.301000-07:00
2026-04-23,Always-On Brand Lexus,765-432-8108,762392160,762.39,4285714,22950,playstation 5 pro,EXACT,8.6,1.46,0.770,2026-05-04 11:41:49.301000-07:00
2026-04-24,Always-On Brand Lexus,765-432-8108,790657200,790.66,4285714,15450,playstation 5 pro,EXACT,7.6,1.30,0.678,2026-05-04 11:41:49.301000-07:00
2026-04-25,Always-On Brand Lexus,765-432-8108,886414572,886.41,4928571,13972,playstation 5 pro,PHRASE,6.2,3.07,0.781,2026-05-04 11:41:49.301000-07:00
2026-04-26,Always-On Brand Lexus,765-432-8108,708077448,708.08,4928571,14490,playstation 5 pro,EXACT,8.0,1.57,0.813,2026-05-04 11:41:49.301000-07:00
2026-04-27,Always-On Brand Lexus,765-432-8108,748641600,748.64,4285714,12300,playstation 5 pro,EXACT,9.4,2.71,0.451,2026-05-04 11:41:49.301000-07:00
2026-04-28,Always-On Brand Lexus,765-432-8108,558425520,558.43,4285714,18300,playstation 5 pro,EXACT,9.4,1.69,0.765,2026-05-04 11:41:49.301000-07:00
2026-04-29,Always-On Brand Lexus,765-432-8108,778434480,778.43,4285714,13200,playstation 5 pro,EXACT,6.9,1.62,0.794,2026-05-04 11:41:49.301000-07:00
2026-04-30,Always-On Brand Lexus,765-432-8108,814338720,814.34,4285714,20400,playstation 5 pro,EXACT,8.0,1.57,0.589,2026-05-04 11:41:49.301000-07:00
2025-11-01,Always-On Brand Lexus,765-432-8108,835461108,835.46,4928571,60621,playstation 5 pro,EXACT,7.3,2.19,0.539,2026-05-04 11:41:49.301000-07:00
2025-11-02,Always-On Brand Lexus,765-432-8108,940003560,940.00,4928571,55736,playstation 5 pro,BROAD,8.0,2.75,0.636,2026-05-04 11:41:49.301000-07:00
2025-11-03,Always-On Brand Lexus,765-432-8108,682944480,682.94,4285714,36689,playstation 5 pro,BROAD,7.4,1.89,0.902,2026-05-04 11:41:49.301000-07:00
2025-11-04,Always-On Brand Lexus,765-432-8108,700514640,700.51,4285714,35554,playstation 5 pro,PHRASE,9.7,1.53,0.735,2026-05-04 11:41:49.301000-07:00
2025-11-05,Always-On Brand Lexus,765-432-8108,687528000,687.53,4285714,48538,playstation 5 pro,PHRASE,9.0,1.74,0.746,2026-05-04 11:41:49.301000-07:00
2025-11-06,Always-On Brand Lexus,765-432-8108,563009040,563.01,4285714,46903,playstation 5 pro,PHRASE,7.6,2.76,0.922,2026-05-04 11:41:49.301000-07:00
2025-11-07,Always-On Brand Lexus,765-432-8108,827325360,827.33,4285714,46512,playstation 5 pro,EXACT,9.6,2.14,0.917,2026-05-04 11:41:49.301000-07:00
2025-11-08,Always-On Brand Lexus,765-432-8108,790657200,790.66,4928571,49783,playstation 5 pro,PHRASE,9.7,3.06,0.727,2026-05-04 11:41:49.301000-07:00
2025-11-09,Always-On Brand Lexus,765-432-8108,993592548,993.59,4928571,42902,playstation 5 pro,BROAD,10.0,2.19,0.672,2026-05-04 11:41:49.301000-07:00
2025-11-10,Always-On Brand Lexus,765-432-8108,692111520,692.11,4285714,62043,playstation 5 pro,EXACT,6.3,3.15,0.520,2026-05-04 11:41:49.301000-07:00
2025-11-11,Always-On Brand Lexus,765-432-8108,550786320,550.79,4285714,42977,playstation 5 pro,BROAD,9.2,1.75,0.659,2026-05-04 11:41:49.301000-07:00
2025-11-12,Always-On Brand Lexus,765-432-8108,611899920,611.90,4285714,59801,playstation 5 pro,BROAD,9.8,2.85,0.607,2026-05-04 11:41:49.301000-07:00
2025-11-13,Always-On Brand Lexus,765-432-8108,773850960,773.85,4285714,40680,playstation 5 pro,EXACT,9.0,2.83,0.634,2026-05-04 11:41:49.301000-07:00
2025-11-14,Always-On Brand Lexus,765-432-8108,975525840,975.53,4285714,47616,playstation 5 pro,EXACT,6.4,2.63,0.850,2026-05-04 11:41:49.301000-07:00
2025-11-15,Always-On Brand Lexus,765-432-8108,942639084,942.64,4928571,57771,playstation 5 pro,EXACT,6.0,1.22,0.643,2026-05-04 11:41:49.301000-07:00
2025-11-16,Always-On Brand Lexus,765-432-8108,941760576,941.76,4928571,68961,playstation 5 pro,EXACT,10.0,3.03,0.634,2026-05-04 11:41:49.301000-07:00
2025-11-17,Always-On Brand Lexus,765-432-8108,798296400,798.30,4285714,47088,playstation 5 pro,EXACT,6.5,2.07,0.864,2026-05-04 11:41:49.301000-07:00
2025-11-18,Always-On Brand Lexus,765-432-8108,764683920,764.68,4285714,39621,playstation 5 pro,EXACT,9.6,1.48,0.574,2026-05-04 11:41:49.301000-07:00
2025-11-19,Always-On Brand Lexus,765-432-8108,594329760,594.33,4285714,39621,playstation 5 pro,EXACT,9.3,1.34,0.858,2026-05-04 11:41:49.301000-07:00
2025-11-20,Always-On Brand Lexus,765-432-8108,825033600,825.03,4285714,35616,playstation 5 pro,EXACT,8.6,1.63,0.667,2026-05-04 11:41:49.301000-07:00
2025-11-21,Always-On Brand Lexus,765-432-8108,844131600,844.13,4285714,39600,playstation 5 pro,EXACT,7.2,2.33,0.562,2026-05-04 11:41:49.301000-07:00
2025-11-22,Always-On Brand Lexus,765-432-8108,1026975852,1026.98,4928571,45106,playstation 5 pro,PHRASE,8.0,1.68,0.830,2026-05-04 11:41:49.301000-07:00
2025-11-23,Always-On Brand Lexus,765-432-8108,1013798232,1013.80,4928571,42236,playstation 5 pro,BROAD,8.3,2.80,0.530,2026-05-04 11:41:49.301000-07:00
2025-11-24,Always-On Brand Lexus,765-432-8108,904481280,904.48,4285714,45813,playstation 5 pro,EXACT,9.0,1.65,0.538,2026-05-04 11:41:49.301000-07:00
2025-11-25,Always-On Brand Lexus,765-432-8108,686764080,686.76,4285714,49519,playstation 5 pro,PHRASE,8.4,3.09,0.641,2026-05-04 11:41:49.301000-07:00
2025-11-26,Always-On Brand Lexus,765-432-8108,541619280,541.62,4285714,48000,playstation 5 pro,EXACT,8.2,1.79,0.890,2026-05-04 11:41:49.301000-07:00
2025-11-27,Always-On Brand Lexus,765-432-8108,666902160,666.90,4285714,27494,playstation 5 pro,BROAD,8.5,2.61,0.902,2026-05-04 11:41:49.301000-07:00
2025-11-28,Always-On Brand Lexus,765-432-8108,678360960,678.36,4285714,46704,playstation 5 pro,EXACT,9.5,2.29,0.901,2026-05-04 11:41:49.301000-07:00
2025-12-01,Always-On Brand Lexus,765-432-8108,883855440,883.86,4285714,37131,playstation 5 pro,EXACT,9.4,1.96,0.922,2026-05-04 11:41:49.301000-07:00
2025-12-02,Always-On Brand Lexus,765-432-8108,699750720,699.75,4285714,36741,playstation 5 pro,EXACT,9.5,3.01,0.590,2026-05-04 11:41:49.301000-07:00
2025-12-03,Always-On Brand Lexus,765-432-8108,715793040,715.79,4285714,37306,playstation 5 pro,PHRASE,7.5,2.06,0.762,2026-05-04 11:41:49.301000-07:00
2025-12-04,Always-On Brand Lexus,765-432-8108,736418880,736.42,4285714,39744,playstation 5 pro,EXACT,6.6,2.92,0.600,2026-05-04 11:41:49.301000-07:00
2025-12-05,Always-On Brand Lexus,765-432-8108,944969040,944.97,4285714,43680,playstation 5 pro,EXACT,6.5,2.84,0.587,2026-05-04 11:41:49.301000-07:00
2025-12-06,Always-On Brand Lexus,765-432-8108,763423452,763.42,4928571,52874,playstation 5 pro,BROAD,6.7,1.68,0.671,2026-05-04 11:41:49.301000-07:00
2025-12-07,Always-On Brand Lexus,765-432-8108,788021676,788.02,4928571,41759,playstation 5 pro,BROAD,7.1,1.45,0.662,2026-05-04 11:41:49.301000-07:00
2025-12-08,Always-On Brand Lexus,765-432-8108,778434480,778.43,4285714,28361,playstation 5 pro,BROAD,8.9,2.78,0.529,2026-05-04 11:41:49.301000-07:00
2025-12-09,Always-On Brand Lexus,765-432-8108,893786400,893.79,4285714,36689,playstation 5 pro,BROAD,7.2,1.99,0.575,2026-05-04 11:41:49.301000-07:00
2025-12-11,Always-On Brand Lexus,765-432-8108,537799680,537.80,4285714,30017,playstation 5 pro,BROAD,7.4,2.76,0.872,2026-05-04 11:41:49.301000-07:00
2025-12-12,Always-On Brand Lexus,765-432-8108,783018000,783.02,4285714,41184,playstation 5 pro,EXACT,8.3,1.90,0.801,2026-05-04 11:41:49.301000-07:00
2025-12-13,Always-On Brand Lexus,765-432-8108,843367680,843.37,4928571,48107,playstation 5 pro,BROAD,6.1,1.32,0.904,2026-05-04 11:41:49.301000-07:00
