POST_ID,POST_DATE,CHANNEL_ID,CAMPAIGN_ID,TITLE_ID,POST_TYPE,POST_CAPTION_TEMPLATE,HASHTAGS,THUMBNAIL_URL,POST_TIMESTAMP
1924,2026-01-25,19,106,10,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/e1abaa0ccddb.jpg,2026-01-25 14:00:00-08:00
1925,2026-01-25,19,110,,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/558b26eb33f3.jpg,2026-01-25 17:00:00-08:00
1926,2026-01-25,20,104,2,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/0e6c8d2df68c.jpg,2026-01-25 10:00:00-08:00
1927,2026-01-25,20,108,,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/d21e939b623b.jpg,2026-01-25 16:00:00-08:00
1928,2026-01-25,20,104,2,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/ac7364bda08d.jpg,2026-01-25 20:00:00-08:00
1929,2026-01-25,20,105,1,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/04ae6a3ce729.jpg,2026-01-25 10:00:00-08:00
1930,2026-01-25,20,109,8,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/c2ef74d29090.jpg,2026-01-25 19:00:00-08:00
1931,2026-01-25,20,106,10,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/a1aeea0103b4.jpg,2026-01-25 15:00:00-08:00
1932,2026-01-25,20,107,,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/0e6c8d2df68c.jpg,2026-01-25 10:00:00-08:00
1933,2026-01-25,20,113,19,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/3a6995349c35.jpg,2026-01-25 19:00:00-08:00
1934,2026-01-25,20,108,,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/04ae6a3ce729.jpg,2026-01-25 10:00:00-08:00
1935,2026-01-25,20,108,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/2892bf1cd12e.jpg,2026-01-25 13:00:00-08:00
1936,2026-01-25,20,104,2,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/d21e939b623b.jpg,2026-01-25 16:00:00-08:00
1937,2026-01-25,20,108,,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/558b26eb33f3.jpg,2026-01-25 17:00:00-08:00
1938,2026-01-25,20,109,8,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/0e6c8d2df68c.jpg,2026-01-25 10:00:00-08:00
1939,2026-01-25,20,105,1,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/3a6995349c35.jpg,2026-01-25 19:00:00-08:00
1940,2026-01-25,20,110,,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/c2ef74d29090.jpg,2026-01-25 19:00:00-08:00
1941,2026-01-25,20,106,10,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/e1abaa0ccddb.jpg,2026-01-25 14:00:00-08:00
1942,2026-01-26,12,103,,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/ef26fc0f0b2e.jpg,2026-01-26 13:00:00-08:00
1943,2026-01-26,12,109,8,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/242fdd3934de.jpg,2026-01-26 11:00:00-08:00
1944,2026-01-26,12,107,,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/d6a718ffd8c1.jpg,2026-01-26 13:00:00-08:00
1945,2026-01-26,12,103,,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/3cdf8daf8a7b.jpg,2026-01-26 17:00:00-08:00
1946,2026-01-26,12,106,10,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/060a2a1f6ec6.jpg,2026-01-26 16:00:00-08:00
1947,2026-01-26,18,113,19,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/00850382cfeb.jpg,2026-01-26 13:00:00-08:00
1948,2026-01-26,18,108,,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/00850382cfeb.jpg,2026-01-26 13:00:00-08:00
1949,2026-01-26,18,107,,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/00850382cfeb.jpg,2026-01-26 13:00:00-08:00
1950,2026-01-26,18,108,,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/242fdd3934de.jpg,2026-01-26 11:00:00-08:00
1951,2026-01-26,18,110,,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/3cdf8daf8a7b.jpg,2026-01-26 17:00:00-08:00
1952,2026-01-26,18,114,30,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/ef26fc0f0b2e.jpg,2026-01-26 13:00:00-08:00
1953,2026-01-26,18,114,30,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/d80d099c316e.jpg,2026-01-26 13:00:00-08:00
1954,2026-01-26,19,105,1,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/060a2a1f6ec6.jpg,2026-01-26 16:00:00-08:00
1955,2026-01-26,19,110,,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/ef26fc0f0b2e.jpg,2026-01-26 13:00:00-08:00
1956,2026-01-26,19,107,,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/3cdf8daf8a7b.jpg,2026-01-26 17:00:00-08:00
1957,2026-01-26,19,113,19,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/ef26fc0f0b2e.jpg,2026-01-26 13:00:00-08:00
1958,2026-01-26,19,104,2,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/ef26fc0f0b2e.jpg,2026-01-26 13:00:00-08:00
1959,2026-01-26,19,106,10,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/ef26fc0f0b2e.jpg,2026-01-26 13:00:00-08:00
1960,2026-01-26,19,109,8,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/00850382cfeb.jpg,2026-01-26 13:00:00-08:00
1961,2026-01-26,19,107,,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/35a6d4977dda.jpg,2026-01-26 11:00:00-08:00
1962,2026-01-26,19,104,2,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/d80d099c316e.jpg,2026-01-26 13:00:00-08:00
1963,2026-01-26,20,109,8,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/060a2a1f6ec6.jpg,2026-01-26 16:00:00-08:00
1964,2026-01-26,20,110,,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/d1e1677258a5.jpg,2026-01-26 17:00:00-08:00
1965,2026-01-26,20,106,10,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/3cdf8daf8a7b.jpg,2026-01-26 17:00:00-08:00
1966,2026-01-26,20,105,1,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/3cdf8daf8a7b.jpg,2026-01-26 17:00:00-08:00
1967,2026-01-26,20,110,,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/00850382cfeb.jpg,2026-01-26 13:00:00-08:00
1968,2026-01-26,20,103,,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/d1e1677258a5.jpg,2026-01-26 17:00:00-08:00
1969,2026-01-26,20,105,1,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/060a2a1f6ec6.jpg,2026-01-26 16:00:00-08:00
1970,2026-01-26,20,109,8,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/6217c3c2c22a.jpg,2026-01-26 13:00:00-08:00
1971,2026-01-27,12,114,30,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/641b5e768036.jpg,2026-01-27 17:00:00-08:00
1972,2026-01-27,12,104,2,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/d67a4612f019.jpg,2026-01-27 19:00:00-08:00
1973,2026-01-27,12,113,19,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/604ce9723a7e.jpg,2026-01-27 11:00:00-08:00
1974,2026-01-27,12,106,10,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/d67a4612f019.jpg,2026-01-27 19:00:00-08:00
1975,2026-01-27,12,106,10,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/9b1a08358645.jpg,2026-01-27 18:00:00-08:00
1976,2026-01-27,12,103,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/bfc827ed264f.jpg,2026-01-27 20:00:00-08:00
1977,2026-01-27,12,114,30,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/9b1a08358645.jpg,2026-01-27 18:00:00-08:00
1978,2026-01-27,12,106,10,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/203fc0a6d51e.jpg,2026-01-27 12:00:00-08:00
1979,2026-01-27,12,110,,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/d67a4612f019.jpg,2026-01-27 19:00:00-08:00
1980,2026-01-27,12,105,1,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/da2268495302.jpg,2026-01-27 09:00:00-08:00
1981,2026-01-27,12,107,,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/da2268495302.jpg,2026-01-27 09:00:00-08:00
1982,2026-01-27,12,106,10,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/b3e42df09e41.jpg,2026-01-27 20:00:00-08:00
1983,2026-01-27,18,113,19,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/203fc0a6d51e.jpg,2026-01-27 12:00:00-08:00
1984,2026-01-27,18,110,,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/d67a4612f019.jpg,2026-01-27 19:00:00-08:00
1985,2026-01-27,18,106,10,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/ce7afebc6989.jpg,2026-01-27 10:00:00-08:00
1986,2026-01-27,18,106,10,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/4087928f1280.jpg,2026-01-27 13:00:00-08:00
1987,2026-01-27,18,109,8,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/9b1a08358645.jpg,2026-01-27 18:00:00-08:00
1988,2026-01-27,18,109,8,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/203fc0a6d51e.jpg,2026-01-27 12:00:00-08:00
1989,2026-01-27,19,113,19,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/bfc827ed264f.jpg,2026-01-27 20:00:00-08:00
1990,2026-01-27,19,110,,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/641b5e768036.jpg,2026-01-27 17:00:00-08:00
1991,2026-01-27,19,106,10,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/203fc0a6d51e.jpg,2026-01-27 12:00:00-08:00
1992,2026-01-27,19,107,,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/203fc0a6d51e.jpg,2026-01-27 12:00:00-08:00
1993,2026-01-27,19,109,8,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/da2268495302.jpg,2026-01-27 09:00:00-08:00
1994,2026-01-27,19,108,,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/da2268495302.jpg,2026-01-27 09:00:00-08:00
1995,2026-01-27,19,103,,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/ce7afebc6989.jpg,2026-01-27 10:00:00-08:00
1996,2026-01-27,19,110,,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/ce7afebc6989.jpg,2026-01-27 10:00:00-08:00
1997,2026-01-27,20,114,30,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/604ce9723a7e.jpg,2026-01-27 11:00:00-08:00
1998,2026-01-27,20,113,19,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/4087928f1280.jpg,2026-01-27 13:00:00-08:00
1999,2026-01-27,20,106,10,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/203fc0a6d51e.jpg,2026-01-27 12:00:00-08:00
2000,2026-01-27,20,114,30,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/b3e42df09e41.jpg,2026-01-27 20:00:00-08:00
2001,2026-01-27,20,104,2,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/bfc827ed264f.jpg,2026-01-27 20:00:00-08:00
2002,2026-01-28,12,107,,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/9c3ad2cd280c.jpg,2026-01-28 19:00:00-08:00
2003,2026-01-28,12,114,30,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/9ce82abcaa8a.jpg,2026-01-28 17:00:00-08:00
2004,2026-01-28,12,105,1,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/b6c271ccbda7.jpg,2026-01-28 14:00:00-08:00
2005,2026-01-28,12,105,1,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/e144654059e3.jpg,2026-01-28 17:00:00-08:00
2006,2026-01-28,12,110,,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/3b5bcb52c89c.jpg,2026-01-28 14:00:00-08:00
2007,2026-01-28,12,107,,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/6f1865d7d075.jpg,2026-01-28 11:00:00-08:00
2008,2026-01-28,12,109,8,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/5e16956b8e4a.jpg,2026-01-28 16:00:00-08:00
2009,2026-01-28,12,107,,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/5e16956b8e4a.jpg,2026-01-28 16:00:00-08:00
2010,2026-01-28,12,105,1,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/3b5bcb52c89c.jpg,2026-01-28 14:00:00-08:00
2011,2026-01-28,12,107,,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/db160b8c37da.jpg,2026-01-28 13:00:00-08:00
2012,2026-01-28,12,108,,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/3b5bcb52c89c.jpg,2026-01-28 14:00:00-08:00
2013,2026-01-28,12,113,19,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/3b5bcb52c89c.jpg,2026-01-28 14:00:00-08:00
2014,2026-01-28,12,114,30,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/9c3ad2cd280c.jpg,2026-01-28 19:00:00-08:00
2015,2026-01-28,18,110,,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/5e16956b8e4a.jpg,2026-01-28 16:00:00-08:00
2016,2026-01-28,18,114,30,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/9ce82abcaa8a.jpg,2026-01-28 17:00:00-08:00
2017,2026-01-28,18,107,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/9ce82abcaa8a.jpg,2026-01-28 17:00:00-08:00
2018,2026-01-28,18,113,19,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/e144654059e3.jpg,2026-01-28 17:00:00-08:00
2019,2026-01-28,18,110,,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/9c3ad2cd280c.jpg,2026-01-28 19:00:00-08:00
2020,2026-01-28,18,114,30,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/e144654059e3.jpg,2026-01-28 17:00:00-08:00
2021,2026-01-28,18,107,,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/3b5bcb52c89c.jpg,2026-01-28 14:00:00-08:00
2022,2026-01-28,19,113,19,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/e144654059e3.jpg,2026-01-28 17:00:00-08:00
2023,2026-01-28,19,104,2,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/9ca7d7f58bd0.jpg,2026-01-28 20:00:00-08:00
2024,2026-01-28,19,105,1,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/5e16956b8e4a.jpg,2026-01-28 16:00:00-08:00
2025,2026-01-28,19,106,10,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/9ca7d7f58bd0.jpg,2026-01-28 20:00:00-08:00
2026,2026-01-28,19,108,,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/9ca7d7f58bd0.jpg,2026-01-28 20:00:00-08:00
2027,2026-01-28,19,103,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/9ce82abcaa8a.jpg,2026-01-28 17:00:00-08:00
2028,2026-01-28,19,106,10,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/9ce82abcaa8a.jpg,2026-01-28 17:00:00-08:00
2029,2026-01-28,19,107,,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/9c3ad2cd280c.jpg,2026-01-28 19:00:00-08:00
2030,2026-01-28,20,106,10,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/6f1865d7d075.jpg,2026-01-28 11:00:00-08:00
2031,2026-01-28,20,105,1,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/6f1865d7d075.jpg,2026-01-28 11:00:00-08:00
2032,2026-01-28,20,108,,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/b6c271ccbda7.jpg,2026-01-28 14:00:00-08:00
2033,2026-01-28,20,108,,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/db160b8c37da.jpg,2026-01-28 13:00:00-08:00
2034,2026-01-28,20,105,1,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/601c7434eea5.jpg,2026-01-28 16:00:00-08:00
2035,2026-01-28,20,106,10,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/db160b8c37da.jpg,2026-01-28 13:00:00-08:00
2036,2026-01-28,20,103,,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/db160b8c37da.jpg,2026-01-28 13:00:00-08:00
2037,2026-01-29,12,110,,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/c9950effce0d.jpg,2026-01-29 11:00:00-08:00
2038,2026-01-29,12,105,1,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/bbbdcfca4b3b.jpg,2026-01-29 17:00:00-08:00
2039,2026-01-29,12,109,8,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/9db663b97ca1.jpg,2026-01-29 14:00:00-08:00
2040,2026-01-29,12,114,30,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/bbbdcfca4b3b.jpg,2026-01-29 17:00:00-08:00
2041,2026-01-29,12,108,,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/06e90b59e741.jpg,2026-01-29 17:00:00-08:00
2042,2026-01-29,12,109,8,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/c9950effce0d.jpg,2026-01-29 11:00:00-08:00
2043,2026-01-29,12,109,8,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/12cf7f1ae40f.jpg,2026-01-29 10:00:00-08:00
2044,2026-01-29,12,110,,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/6425e1580a69.jpg,2026-01-29 11:00:00-08:00
2045,2026-01-29,12,107,,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/c9950effce0d.jpg,2026-01-29 11:00:00-08:00
2046,2026-01-29,18,113,19,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/06e90b59e741.jpg,2026-01-29 17:00:00-08:00
2047,2026-01-29,18,110,,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/9fddbc407ef0.jpg,2026-01-29 19:00:00-08:00
2048,2026-01-29,18,109,8,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/208b2057701c.jpg,2026-01-29 18:00:00-08:00
2049,2026-01-29,18,107,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/ea5b35018d7c.jpg,2026-01-29 10:00:00-08:00
2050,2026-01-29,18,106,10,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/ea5b35018d7c.jpg,2026-01-29 10:00:00-08:00
2051,2026-01-29,18,104,2,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/208b2057701c.jpg,2026-01-29 18:00:00-08:00
2052,2026-01-29,18,113,19,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/6425e1580a69.jpg,2026-01-29 11:00:00-08:00
2053,2026-01-29,18,110,,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/bbbdcfca4b3b.jpg,2026-01-29 17:00:00-08:00
2054,2026-01-29,19,105,1,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/06e90b59e741.jpg,2026-01-29 17:00:00-08:00
2055,2026-01-29,19,114,30,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/06e90b59e741.jpg,2026-01-29 17:00:00-08:00
2056,2026-01-29,19,107,,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/9db663b97ca1.jpg,2026-01-29 14:00:00-08:00
2057,2026-01-29,19,105,1,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/9db663b97ca1.jpg,2026-01-29 14:00:00-08:00
2058,2026-01-29,19,108,,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/208b2057701c.jpg,2026-01-29 18:00:00-08:00
2059,2026-01-29,19,107,,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/12cf7f1ae40f.jpg,2026-01-29 10:00:00-08:00
2060,2026-01-29,19,103,,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/06e90b59e741.jpg,2026-01-29 17:00:00-08:00
2061,2026-01-29,19,109,8,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/bbbdcfca4b3b.jpg,2026-01-29 17:00:00-08:00
2062,2026-01-29,19,110,,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/bbbdcfca4b3b.jpg,2026-01-29 17:00:00-08:00
2063,2026-01-29,20,105,1,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/6425e1580a69.jpg,2026-01-29 11:00:00-08:00
