DATE_DAY,TIER,REGION,GROSS_ADDS,CANCELS,NET_SUBS,MRR_USD
2026-01-11,EXTRA,LATAM,487,45,313148,5395185.81
2026-01-11,EXTRA,EMEA,1347,150,1186860,19130543.80
2026-01-12,PREMIUM,NA,629,209,1031159,18084920.64
2026-01-12,PREMIUM,APAC,495,71,401992,8189699.24
2026-01-12,PREMIUM,LATAM,236,28,228727,3603946.59
2026-01-12,PREMIUM,EMEA,515,172,677801,13568346.74
2026-01-12,ESSENTIAL,NA,2108,478,3259064,31554199.22
2026-01-12,ESSENTIAL,APAC,1123,211,1558953,13537568.88
2026-01-12,ESSENTIAL,LATAM,524,102,732823,6826147.02
2026-01-12,ESSENTIAL,EMEA,2398,539,2121191,25537501.94
2026-01-12,EXTRA,APAC,669,148,781225,9815404.03
2026-01-12,EXTRA,NA,961,335,1763177,26532264.02
2026-01-12,EXTRA,LATAM,324,74,333976,5636189.03
2026-01-12,EXTRA,EMEA,848,196,1198187,17583497.85
2026-01-13,PREMIUM,NA,934,223,946264,16781167.35
2026-01-13,PREMIUM,APAC,283,107,485852,8413199.80
2026-01-13,PREMIUM,LATAM,166,41,223625,3947179.60
2026-01-13,PREMIUM,EMEA,735,96,692320,13527105.56
2026-01-13,ESSENTIAL,NA,3858,567,2927463,31855352.76
2026-01-13,ESSENTIAL,APAC,1709,272,1362290,14412348.23
2026-01-13,ESSENTIAL,LATAM,620,102,730670,6976723.79
2026-01-13,ESSENTIAL,EMEA,2597,548,2521695,25858573.04
2026-01-13,EXTRA,APAC,498,149,782687,9782539.96
2026-01-13,EXTRA,NA,1102,283,1556848,22289146.66
2026-01-13,EXTRA,LATAM,405,72,335437,5488300.69
2026-01-13,EXTRA,EMEA,1386,213,1199446,20620990.50
2026-01-14,PREMIUM,NA,1194,116,1003206,17488919.13
2026-01-14,PREMIUM,APAC,524,56,440150,7814537.58
2026-01-14,PREMIUM,LATAM,190,43,202549,3631884.17
2026-01-14,PREMIUM,EMEA,600,90,654877,12331111.47
2026-01-14,ESSENTIAL,NA,2997,793,2930813,30617277.08
2026-01-14,ESSENTIAL,APAC,1729,328,1558953,13953447.59
2026-01-14,ESSENTIAL,LATAM,802,86,653153,7679415.40
2026-01-14,ESSENTIAL,EMEA,2363,549,2694753,25660990.82
2026-01-14,EXTRA,APAC,744,172,799495,10658915.32
2026-01-14,EXTRA,NA,1611,304,1792165,24845241.46
2026-01-14,EXTRA,LATAM,233,52,333610,4655744.10
2026-01-14,EXTRA,EMEA,1152,162,1154136,17809894.82
2026-01-15,PREMIUM,NA,793,168,923488,16334166.22
2026-01-15,PREMIUM,APAC,469,101,397999,8540914.41
2026-01-15,PREMIUM,LATAM,269,39,198999,3987090.42
2026-01-15,PREMIUM,EMEA,873,96,745046,12372352.65
2026-01-15,ESSENTIAL,NA,2925,812,2977706,32624967.38
2026-01-15,ESSENTIAL,APAC,866,195,1291950,13838722.43
2026-01-15,ESSENTIAL,LATAM,751,132,628749,7543179.27
2026-01-15,ESSENTIAL,EMEA,1484,346,2182997,22672559.75
2026-01-15,EXTRA,APAC,486,155,692068,11042329.54
2026-01-15,EXTRA,NA,1723,349,1642108,22365829.50
2026-01-15,EXTRA,LATAM,243,81,334706,4694085.52
2026-01-15,EXTRA,EMEA,1387,247,1179308,16394913.77
2026-01-16,PREMIUM,NA,957,186,1007347,17768294.84
2026-01-16,PREMIUM,APAC,515,93,484964,7000356.95
2026-01-16,PREMIUM,LATAM,169,44,230502,4011036.91
2026-01-16,PREMIUM,EMEA,771,174,766442,14159470.26
2026-01-16,ESSENTIAL,NA,3519,421,3295908,31253045.67
2026-01-16,ESSENTIAL,APAC,1484,274,1355112,15100699.19
2026-01-16,ESSENTIAL,LATAM,531,116,629467,6682740.57
2026-01-16,ESSENTIAL,EMEA,1570,417,2576085,24598986.39
2026-01-16,EXTRA,APAC,640,158,679644,11579109.44
2026-01-16,EXTRA,NA,2022,216,1544911,27069043.93
2026-01-16,EXTRA,LATAM,294,74,400113,5871714.91
2026-01-16,EXTRA,EMEA,1085,222,1355512,19432406.42
2026-01-17,PREMIUM,NA,736,230,977323,17414418.95
2026-01-17,PREMIUM,APAC,302,105,464998,8038038.14
2026-01-17,PREMIUM,LATAM,203,43,222294,4058929.89
2026-01-17,PREMIUM,EMEA,793,91,676273,13857034.97
2026-01-17,ESSENTIAL,NA,2471,461,3583965,34364965.64
2026-01-17,ESSENTIAL,APAC,1235,177,1357983,13924766.30
2026-01-17,ESSENTIAL,LATAM,578,88,786654,7306558.63
2026-01-17,ESSENTIAL,EMEA,2997,353,2541473,23388795.29
2026-01-17,EXTRA,APAC,633,98,700837,11699611.06
2026-01-17,EXTRA,NA,1096,268,1752946,26353337.39
2026-01-17,EXTRA,LATAM,386,41,331783,5340412.35
2026-01-17,EXTRA,EMEA,1150,228,1089948,18696616.27
2026-01-18,PREMIUM,NA,1378,224,1077747,16017540.42
2026-01-18,PREMIUM,APAC,558,53,388681,7112107.23
2026-01-18,PREMIUM,LATAM,241,34,237380,3995072.58
2026-01-18,PREMIUM,EMEA,624,103,738933,14984293.77
2026-01-18,ESSENTIAL,NA,3311,548,3476781,31721506.74
2026-01-18,ESSENTIAL,APAC,1416,342,1534550,15287127.57
2026-01-18,ESSENTIAL,LATAM,714,89,626596,7700926.37
2026-01-18,ESSENTIAL,EMEA,1961,293,2543945,24920057.50
2026-01-18,EXTRA,APAC,614,108,761494,10253591.71
2026-01-18,EXTRA,NA,1281,223,1481819,24794119.56
2026-01-18,EXTRA,LATAM,431,57,364669,5844328.18
2026-01-18,EXTRA,EMEA,1556,205,1190636,17243902.40
2026-01-19,PREMIUM,NA,884,149,1021841,20226801.04
2026-01-19,PREMIUM,APAC,289,99,437045,7822519.74
2026-01-19,PREMIUM,LATAM,191,35,226287,4126778.27
2026-01-19,PREMIUM,EMEA,449,121,696141,14915558.47
2026-01-19,ESSENTIAL,NA,4018,597,2930813,35937656.37
2026-01-19,ESSENTIAL,APAC,874,201,1406790,14656139.19
2026-01-19,ESSENTIAL,LATAM,796,156,708419,7521668.30
2026-01-19,ESSENTIAL,EMEA,2982,308,2170636,26130248.60
2026-01-19,EXTRA,APAC,735,99,803880,11929659.59
2026-01-19,EXTRA,NA,1465,380,1590952,26762312.56
2026-01-19,EXTRA,LATAM,222,79,333245,5915533.68
2026-01-19,EXTRA,EMEA,1002,249,1130223,19583337.73
2026-01-20,PREMIUM,NA,788,165,1007347,16147915.75
2026-01-20,PREMIUM,APAC,351,70,469435,7854448.39
2026-01-20,PREMIUM,LATAM,221,28,220963,3819465.00
2026-01-20,PREMIUM,EMEA,499,102,798537,15025534.94
2026-01-20,ESSENTIAL,NA,2026,789,3232268,29211893.87
2026-01-20,ESSENTIAL,APAC,1210,340,1312047,12806195.99
2026-01-20,ESSENTIAL,LATAM,752,86,709855,6324224.45
2026-01-20,ESSENTIAL,EMEA,1523,439,2620585,21363577.54
2026-01-20,EXTRA,APAC,881,88,785610,11798203.28
2026-01-20,EXTRA,NA,1225,266,1647223,26634507.82
2026-01-20,EXTRA,LATAM,267,48,325571,5921011.03
2026-01-20,EXTRA,EMEA,1507,191,1346702,16847707.70
2026-01-21,PREMIUM,NA,1023,117,1110877,19146548.32
2026-01-21,PREMIUM,APAC,533,59,404654,7646912.15
2026-01-21,PREMIUM,LATAM,174,46,204324,3911259.87
2026-01-21,PREMIUM,EMEA,742,96,815348,12427340.88
2026-01-21,ESSENTIAL,NA,2152,628,3292559,29613431.93
2026-01-21,ESSENTIAL,APAC,1640,261,1373774,13781359.85
2026-01-21,ESSENTIAL,LATAM,681,156,714879,6324224.45
2026-01-21,ESSENTIAL,EMEA,1915,543,2674975,24845964.17
2026-01-21,EXTRA,APAC,840,94,664297,10899918.54
2026-01-21,EXTRA,NA,1222,301,1616530,24078413.02
2026-01-21,EXTRA,LATAM,397,46,323744,5778600.03
2026-01-21,EXTRA,EMEA,852,255,1224618,20488925.60
2026-01-22,PREMIUM,NA,758,137,972147,18755422.33
2026-01-22,PREMIUM,APAC,494,103,482302,8245574.38
2026-01-22,PREMIUM,LATAM,267,49,228949,3583991.19
2026-01-22,PREMIUM,EMEA,519,146,780197,13499611.45
2026-01-22,ESSENTIAL,NA,2086,435,3021249,33595351.02
2026-01-22,ESSENTIAL,APAC,1727,335,1444113,15344490.15
2026-01-22,ESSENTIAL,LATAM,728,137,759380,6144966.38
2026-01-22,ESSENTIAL,EMEA,2136,545,2227497,22326790.86
2026-01-22,EXTRA,APAC,537,135,792187,11075193.61
2026-01-22,EXTRA,NA,1668,247,1833090,24180656.81
2026-01-22,EXTRA,LATAM,221,88,367227,5663575.76
2026-01-22,EXTRA,EMEA,1348,292,1295099,17262768.81
2026-01-23,PREMIUM,NA,1060,241,904852,19090673.18
2026-01-23,PREMIUM,APAC,389,51,470766,8293467.36
2026-01-23,PREMIUM,LATAM,264,29,231168,3863366.89
2026-01-23,PREMIUM,EMEA,772,123,698433,14310687.90
2026-01-23,ESSENTIAL,NA,2306,630,3168627,30884969.12
2026-01-23,ESSENTIAL,APAC,1313,201,1355112,12347295.35
2026-01-23,ESSENTIAL,LATAM,683,126,626596,6955212.83
2026-01-23,ESSENTIAL,EMEA,2180,582,2247275,22129208.64
2026-01-23,EXTRA,APAC,521,115,776840,10450776.17
2026-01-23,EXTRA,NA,1200,393,1700084,22468073.29
2026-01-23,EXTRA,LATAM,422,45,325206,5608802.30
2026-01-23,EXTRA,EMEA,1499,171,1258600,16281715.28
2026-01-24,PREMIUM,NA,1010,249,893464,17451669.04
2026-01-24,PREMIUM,APAC,456,104,412197,7343589.96
2026-01-24,PREMIUM,LATAM,249,35,204989,4054938.80
2026-01-24,PREMIUM,EMEA,579,119,787839,14461905.54
2026-01-24,ESSENTIAL,NA,4244,564,2937512,36774194.00
2026-01-24,ESSENTIAL,APAC,1672,232,1300563,12963943.08
2026-01-24,ESSENTIAL,LATAM,660,93,663919,6955212.83
2026-01-24,ESSENTIAL,EMEA,2512,515,2568668,26871181.92
2026-01-24,EXTRA,APAC,507,136,668682,10768462.24
2026-01-24,EXTRA,NA,1865,211,1834795,21829049.59
2026-01-24,EXTRA,LATAM,465,77,373804,4759813.67
2026-01-24,EXTRA,EMEA,880,239,1139033,18847547.59
2026-01-25,PREMIUM,NA,1037,166,1084994,16911542.68
2026-01-25,PREMIUM,APAC,322,103,420184,8046020.30
2026-01-25,PREMIUM,LATAM,267,41,228506,4354269.92
2026-01-25,PREMIUM,EMEA,868,162,805414,13114693.81
2026-01-25,ESSENTIAL,NA,3414,566,3165278,33628812.53
2026-01-25,ESSENTIAL,APAC,1782,303,1557518,12734492.76
2026-01-25,ESSENTIAL,LATAM,657,87,757944,7880184.43
2026-01-25,ESSENTIAL,EMEA,3074,453,2660141,22351488.64
2026-01-25,EXTRA,APAC,736,96,785610,11020420.15
2026-01-25,EXTRA,NA,2194,316,1795576,24359583.44
2026-01-25,EXTRA,LATAM,308,85,389151,5006294.24
2026-01-25,EXTRA,EMEA,915,143,1358029,18658883.45
2026-01-26,PREMIUM,NA,629,121,987676,18345671.30
2026-01-26,PREMIUM,APAC,427,89,383801,7271750.49
2026-01-26,PREMIUM,LATAM,202,43,205877,4390189.65
2026-01-26,PREMIUM,EMEA,844,125,778669,14035746.73
2026-01-26,ESSENTIAL,NA,3999,441,2877221,31587660.72
2026-01-26,ESSENTIAL,APAC,1053,214,1273289,15287127.57
2026-01-26,ESSENTIAL,LATAM,713,174,722057,7320899.27
2026-01-26,ESSENTIAL,EMEA,2068,380,2299193,21289484.21
2026-01-26,EXTRA,APAC,701,140,802418,10045452.56
2026-01-26,EXTRA,NA,1236,358,1742714,23950608.28
2026-01-26,EXTRA,LATAM,369,88,334341,5148705.24
2026-01-26,EXTRA,EMEA,1387,274,1112602,19772001.87
2026-01-27,PREMIUM,NA,1173,178,880005,19649424.59
2026-01-27,PREMIUM,APAC,257,56,480527,7591037.01
2026-01-27,PREMIUM,LATAM,255,33,207208,3536098.21
2026-01-27,PREMIUM,EMEA,614,150,680094,12523570.29
2026-01-27,ESSENTIAL,NA,3217,396,3054744,34498811.66
2026-01-27,ESSENTIAL,APAC,1668,297,1389564,15731687.57
2026-01-27,ESSENTIAL,LATAM,643,145,740718,6130625.74
2026-01-27,ESSENTIAL,EMEA,2764,570,2501917,27167555.25
2026-01-27,EXTRA,APAC,823,85,631411,10505549.63
2026-01-27,EXTRA,NA,1817,296,1532975,26915678.24
2026-01-27,EXTRA,LATAM,424,43,328129,5521164.77
2026-01-27,EXTRA,EMEA,816,211,1313978,16866574.12
2026-01-28,PREMIUM,NA,1056,151,930735,20226801.04
2026-01-28,PREMIUM,APAC,320,71,458342,7463322.41
2026-01-28,PREMIUM,LATAM,218,35,193453,4214582.06
2026-01-28,PREMIUM,EMEA,517,166,745810,11767482.08
2026-01-28,ESSENTIAL,NA,2124,778,2924114,29546508.92
2026-01-28,ESSENTIAL,APAC,932,272,1571873,15100699.19
2026-01-28,ESSENTIAL,LATAM,717,130,720621,6094774.13
2026-01-28,ESSENTIAL,EMEA,2792,530,2442583,23043026.41
2026-01-28,EXTRA,APAC,871,147,659912,12017297.12
2026-01-28,EXTRA,NA,1620,284,1585836,24512949.13
2026-01-28,EXTRA,LATAM,220,84,353342,6019603.25
2026-01-28,EXTRA,EMEA,1126,243,1370615,17111837.50
2026-01-29,PREMIUM,NA,1072,149,968006,18010420.45
2026-01-29,PREMIUM,APAC,252,91,379807,7048249.93
2026-01-29,PREMIUM,LATAM,190,52,209648,3452285.50
2026-01-29,PREMIUM,EMEA,751,91,816876,11849964.43
2026-01-29,ESSENTIAL,NA,3575,722,3171977,34097273.60
2026-01-29,ESSENTIAL,APAC,837,228,1322096,14326304.36
2026-01-29,ESSENTIAL,LATAM,668,94,639515,7478646.37
2026-01-29,ESSENTIAL,EMEA,2683,483,2284359,22474977.53
2026-01-29,EXTRA,APAC,484,85,671605,9629174.27
2026-01-29,EXTRA,NA,1871,349,1464767,23464950.26
2026-01-29,EXTRA,LATAM,232,69,366131,4781723.06
2026-01-29,EXTRA,EMEA,1156,267,1115120,17715562.75
2026-01-30,PREMIUM,NA,1212,181,998029,17041918.01
2026-01-30,PREMIUM,APAC,431,102,445031,7024303.44
2026-01-30,PREMIUM,LATAM,140,42,190125,4334314.51
2026-01-30,PREMIUM,EMEA,439,168,682386,12083664.42
2026-01-30,ESSENTIAL,NA,2303,443,3426539,34331504.13
2026-01-30,ESSENTIAL,APAC,1344,251,1514453,13107349.53
2026-01-30,ESSENTIAL,LATAM,852,148,630185,6137796.06
2026-01-30,ESSENTIAL,EMEA,1607,546,2450000,26525413.04
2026-01-30,EXTRA,APAC,783,160,693529,9355306.97
2026-01-30,EXTRA,NA,2042,323,1597772,22774804.67
2026-01-30,EXTRA,LATAM,245,75,340553,5729303.92
2026-01-30,EXTRA,EMEA,1044,168,1319013,18168356.68
2026-01-31,PREMIUM,NA,1289,235,985606,17768294.84
2026-01-31,PREMIUM,APAC,304,78,381582,6944481.81
2026-01-31,PREMIUM,LATAM,209,29,210536,4070903.13
2026-01-31,PREMIUM,EMEA,480,111,753452,12578558.53
2026-01-31,ESSENTIAL,NA,3601,751,3329403,35469195.30
2026-01-31,ESSENTIAL,APAC,1909,188,1244579,15688665.63
2026-01-31,ESSENTIAL,LATAM,555,107,635927,6374416.70
2026-01-31,ESSENTIAL,EMEA,2604,288,2314026,23290004.18
2026-01-31,EXTRA,APAC,968,124,756378,9913996.26
2026-01-31,EXTRA,NA,1933,215,1834795,25663191.79
2026-01-31,EXTRA,LATAM,232,56,368689,5532119.46
2026-01-31,EXTRA,EMEA,1467,294,1271186,18866414.00
2026-02-01,PREMIUM,NA,1023,182,1076712,16352791.27
2026-02-01,PREMIUM,APAC,566,58,440150,8516967.92
2026-02-01,PREMIUM,LATAM,293,48,214307,3396410.36
2026-02-01,PREMIUM,EMEA,994,159,702254,13760805.56
2026-02-01,ESSENTIAL,NA,3788,511,3101637,30818046.11
2026-02-01,ESSENTIAL,APAC,1312,308,1462775,15272786.93
2026-02-01,ESSENTIAL,LATAM,811,137,750767,6826147.02
2026-02-01,ESSENTIAL,EMEA,1765,537,2667558,24821266.39
2026-02-01,EXTRA,APAC,973,101,675259,9683947.73
2026-02-01,EXTRA,NA,1226,383,1761472,22646999.93
2026-02-01,EXTRA,LATAM,354,62,341284,5198001.35
2026-02-01,EXTRA,EMEA,1434,300,1268669,18074024.61
2026-02-02,PREMIUM,NA,857,201,1041512,20077800.67
2026-02-02,PREMIUM,APAC,493,78,406873,7279732.66
2026-02-02,PREMIUM,LATAM,165,37,220075,3971126.09
2026-02-02,PREMIUM,EMEA,646,133,665575,14351929.07
2026-02-02,ESSENTIAL,NA,3368,787,3439937,29847662.46
2026-02-02,ESSENTIAL,APAC,1524,342,1478565,12619767.60
2026-02-02,ESSENTIAL,LATAM,689,113,689758,7199003.79
2026-02-02,ESSENTIAL,EMEA,2785,363,2252220,24302613.06
2026-02-02,EXTRA,APAC,807,107,772456,10647960.62
2026-02-02,EXTRA,NA,1882,200,1561963,25100850.94
2026-02-02,EXTRA,LATAM,287,65,323744,4831019.17
2026-02-02,EXTRA,EMEA,1231,245,1140292,19489005.66
2026-02-03,PREMIUM,NA,842,212,1049794,15961665.28
2026-02-03,PREMIUM,APAC,452,63,408648,7750680.27
2026-02-03,PREMIUM,LATAM,196,31,226065,3643857.41
2026-02-03,PREMIUM,EMEA,567,165,706075,12908487.93
2026-02-03,ESSENTIAL,NA,3679,738,2924114,29211893.87
2026-02-03,ESSENTIAL,APAC,1342,173,1523066,14942952.09
2026-02-03,ESSENTIAL,LATAM,689,92,632338,7629223.14
2026-02-03,ESSENTIAL,EMEA,1990,415,2605752,26624204.15
2026-02-03,EXTRA,APAC,835,104,649681,9793494.65
2026-02-03,EXTRA,NA,2034,363,1579015,26532264.02
2026-02-03,EXTRA,LATAM,406,66,385862,4962475.48
2026-02-03,EXTRA,EMEA,1235,193,1174274,19960666.01
2026-02-04,PREMIUM,NA,991,134,977323,20170925.90
2026-02-04,PREMIUM,APAC,293,59,432164,8612753.88
2026-02-04,PREMIUM,LATAM,148,34,213198,3400401.44
2026-02-04,PREMIUM,EMEA,477,132,675509,12949729.11
2026-02-04,ESSENTIAL,NA,3267,644,3480131,32825736.41
2026-02-04,ESSENTIAL,APAC,1151,292,1505840,14512732.74
2026-02-04,ESSENTIAL,LATAM,846,137,765122,6173647.67
2026-02-04,ESSENTIAL,EMEA,2708,508,2534056,23018328.63
2026-02-04,EXTRA,APAC,509,120,738839,10637005.93
2026-02-04,EXTRA,NA,1420,288,1741009,24538510.08
2026-02-04,EXTRA,LATAM,209,84,366496,4710517.56
2026-02-04,EXTRA,EMEA,1393,232,1350478,19998398.84
2026-02-05,PREMIUM,NA,1042,173,945229,16688042.11
2026-02-05,PREMIUM,APAC,367,103,487626,7710769.46
2026-02-05,PREMIUM,LATAM,196,43,215195,4298394.78
2026-02-05,PREMIUM,EMEA,529,170,734348,13389634.98
2026-02-05,ESSENTIAL,NA,2601,799,3366248,34197658.11
2026-02-05,ESSENTIAL,APAC,1451,334,1382387,14656139.19
2026-02-05,ESSENTIAL,LATAM,425,169,612241,6833317.34
2026-02-05,ESSENTIAL,EMEA,3007,343,2551362,26500715.26
2026-02-05,EXTRA,APAC,814,159,622642,11338106.22
2026-02-05,EXTRA,NA,1606,311,1730778,22212463.81
2026-02-05,EXTRA,LATAM,215,71,391709,4874837.94
2026-02-05,EXTRA,EMEA,1238,206,1242238,16809974.87
2026-02-06,PREMIUM,NA,658,138,1129512,17153668.29
2026-02-06,PREMIUM,APAC,293,91,466772,7375518.61
2026-02-06,PREMIUM,LATAM,140,44,238711,4162698.00
2026-02-06,PREMIUM,EMEA,556,131,787839,11739987.96
2026-02-06,ESSENTIAL,NA,2507,387,2914065,29847662.46
2026-02-06,ESSENTIAL,APAC,1188,322,1241708,14641798.55
2026-02-06,ESSENTIAL,LATAM,706,128,738565,6152136.71
2026-02-06,ESSENTIAL,EMEA,2344,541,2336276,22129208.64
2026-02-06,EXTRA,APAC,749,169,729338,10176908.87
2026-02-06,EXTRA,NA,1156,243,1729073,23822803.54
2026-02-06,EXTRA,LATAM,258,58,378189,4918656.71
2026-02-06,EXTRA,EMEA,1250,267,1118895,19904066.77
2026-02-07,PREMIUM,NA,753,196,880005,17563419.32
2026-02-07,PREMIUM,APAC,275,95,468991,7048249.93
2026-02-07,PREMIUM,LATAM,204,30,233830,3444303.33
2026-02-07,PREMIUM,EMEA,678,101,826046,14613123.19
2026-02-07,ESSENTIAL,NA,3732,580,3285860,33093428.45
2026-02-07,ESSENTIAL,APAC,1564,200,1431194,13551909.53
2026-02-07,ESSENTIAL,LATAM,666,110,785219,7779799.91
2026-02-07,ESSENTIAL,EMEA,2367,434,2600807,22968933.08
2026-02-07,EXTRA,APAC,939,154,711068,11666746.98
2026-02-07,EXTRA,NA,2072,393,1567079,27810311.42
2026-02-07,EXTRA,LATAM,439,44,389151,4721472.25
2026-02-07,EXTRA,EMEA,1622,246,1110085,18602284.20
2026-02-08,PREMIUM,NA,751,170,951441,20487551.70
2026-02-08,PREMIUM,APAC,304,67,457455,8453110.62
2026-02-08,PREMIUM,LATAM,191,33,235827,3607937.68
2026-02-08,PREMIUM,EMEA,855,184,676273,12276123.24
2026-02-08,ESSENTIAL,NA,3857,630,2991104,36305732.93
2026-02-08,ESSENTIAL,APAC,1484,202,1484307,15143721.12
2026-02-08,ESSENTIAL,LATAM,463,112,722057,6266861.87
2026-02-08,ESSENTIAL,EMEA,2966,290,2576085,26204341.93
2026-02-08,EXTRA,APAC,967,146,730069,10396002.71
2026-02-08,EXTRA,NA,1923,259,1650634,23925047.33
2026-02-08,EXTRA,LATAM,304,80,365400,5422572.54
2026-02-08,EXTRA,EMEA,1598,246,1340409,16998639.01
2026-02-09,PREMIUM,NA,956,117,936947,16911542.68
2026-02-09,PREMIUM,APAC,276,84,378920,7040267.77
2026-02-09,PREMIUM,LATAM,140,42,202327,3576009.02
2026-02-09,PREMIUM,EMEA,697,184,729763,13980758.49
2026-02-09,ESSENTIAL,NA,2086,502,3537072,31453814.70
2026-02-09,ESSENTIAL,APAC,975,182,1291950,13064327.60
2026-02-09,ESSENTIAL,LATAM,493,154,777323,6639718.64
2026-02-09,ESSENTIAL,EMEA,2602,400,2714531,21165995.32
2026-02-09,EXTRA,APAC,596,81,768071,9694902.42
2026-02-09,EXTRA,NA,1817,382,1725662,27631384.79
2026-02-09,EXTRA,LATAM,352,42,318263,5882669.60
2026-02-09,EXTRA,EMEA,1008,272,1137774,16262848.87
2026-02-10,PREMIUM,NA,1207,151,1075677,18680922.14
2026-02-10,PREMIUM,APAC,271,49,430833,7335607.80
2026-02-10,PREMIUM,LATAM,270,35,198999,3987090.42
2026-02-10,PREMIUM,EMEA,602,96,775612,14241952.61
2026-02-10,ESSENTIAL,NA,3135,801,2890619,36305732.93
2026-02-10,ESSENTIAL,APAC,1617,200,1547469,13293777.92
2026-02-10,ESSENTIAL,LATAM,625,140,774452,7277877.34
2026-02-10,ESSENTIAL,EMEA,1957,293,2178052,26920577.48
2026-02-10,EXTRA,APAC,490,153,798034,10352183.94
2026-02-10,EXTRA,NA,1065,348,1452830,23107096.99
2026-02-10,EXTRA,LATAM,260,78,384401,4973430.17
2026-02-10,EXTRA,EMEA,1379,151,1354254,16564711.49
2026-02-11,PREMIUM,NA,1251,212,1107771,15831289.95
2026-02-11,PREMIUM,APAC,438,74,407317,7646912.15
2026-02-11,PREMIUM,LATAM,258,54,213642,4186644.49
2026-02-11,PREMIUM,EMEA,459,157,754216,13252164.39
2026-02-11,ESSENTIAL,NA,2761,804,3312656,29881123.97
2026-02-11,ESSENTIAL,APAC,1049,206,1436936,13021305.66
2026-02-11,ESSENTIAL,LATAM,707,100,722057,6568015.41
2026-02-11,ESSENTIAL,EMEA,2201,515,2605752,26377226.37
2026-02-11,EXTRA,APAC,891,81,668682,11644837.60
2026-02-11,EXTRA,NA,2055,386,1509102,23925047.33
2026-02-11,EXTRA,LATAM,389,45,366496,4759813.67
2026-02-11,EXTRA,EMEA,1101,159,1083655,20375727.12
2026-02-12,PREMIUM,NA,920,164,1097418,18904422.71
2026-02-12,PREMIUM,APAC,489,100,415747,7064214.26
2026-02-12,PREMIUM,LATAM,159,47,226731,3428339.01
2026-02-12,PREMIUM,EMEA,664,181,753452,13183429.10
2026-02-12,ESSENTIAL,NA,3704,813,3453335,33829581.56
2026-02-12,ESSENTIAL,APAC,1660,296,1279031,13695315.98
2026-02-12,ESSENTIAL,LATAM,675,172,640233,7256366.37
2026-02-12,ESSENTIAL,EMEA,2254,535,2494500,22252697.53
2026-02-12,EXTRA,APAC,414,106,748339,10023543.18
2026-02-12,EXTRA,NA,1339,316,1741009,27733628.58
2026-02-12,EXTRA,LATAM,373,50,314244,5762167.99
2026-02-12,EXTRA,EMEA,1192,277,1224618,20526658.43
2026-02-13,PREMIUM,NA,618,118,1038406,15887165.09
2026-02-13,PREMIUM,APAC,454,99,384688,7998127.33
2026-02-13,PREMIUM,LATAM,206,26,222516,4174671.25
2026-02-13,PREMIUM,EMEA,435,175,751159,14420664.37
2026-02-13,ESSENTIAL,NA,2253,626,2847075,33595351.02
2026-02-13,ESSENTIAL,APAC,1439,233,1244579,15502237.25
2026-02-13,ESSENTIAL,LATAM,868,90,767275,6274032.19
2026-02-13,ESSENTIAL,EMEA,1797,545,2613168,26229039.71
2026-02-13,EXTRA,APAC,816,135,708145,11272378.07
2026-02-13,EXTRA,NA,1088,270,1625056,22212463.81
2026-02-13,EXTRA,LATAM,369,82,313148,5044635.67
2026-02-13,EXTRA,EMEA,1504,169,1102534,16942039.77
2026-02-14,PREMIUM,NA,659,150,1122265,19891550.20
2026-02-14,PREMIUM,APAC,587,103,416191,7974180.84
2026-02-14,PREMIUM,LATAM,272,34,227396,3440312.25
2026-02-14,PREMIUM,EMEA,878,168,762622,12358605.59
2026-02-14,ESSENTIAL,NA,3172,381,2954259,28609586.78
2026-02-14,ESSENTIAL,APAC,1129,297,1553211,12289932.77
2026-02-14,ESSENTIAL,LATAM,484,109,682580,6661229.60
2026-02-14,ESSENTIAL,EMEA,2755,284,2390666,24401404.17
2026-02-14,EXTRA,APAC,507,131,648950,9672993.04
2026-02-14,EXTRA,NA,1707,262,1572194,26251093.60
2026-02-14,EXTRA,LATAM,380,76,313148,4885792.63
2026-02-14,EXTRA,EMEA,1497,151,1127706,20092730.91
2026-02-15,PREMIUM,NA,1164,193,1111912,17637919.51
2026-02-15,PREMIUM,APAC,352,77,418409,8181717.08
2026-02-15,PREMIUM,LATAM,276,32,206321,3755607.69
2026-02-15,PREMIUM,EMEA,911,177,761093,14613123.19
2026-02-15,ESSENTIAL,NA,4071,587,2977706,34331504.13
2026-02-15,ESSENTIAL,APAC,1647,279,1399613,14010810.17
2026-02-15,ESSENTIAL,LATAM,532,112,745025,6948042.50
2026-02-15,ESSENTIAL,EMEA,1699,507,2370888,25562199.71
2026-02-15,EXTRA,APAC,628,83,655528,11524335.98
2026-02-15,EXTRA,NA,1726,252,1587541,24129534.91
2026-02-15,EXTRA,LATAM,362,83,390613,5428049.89
2026-02-15,EXTRA,EMEA,1531,211,1283772,17847627.64
2026-02-16,PREMIUM,NA,830,188,972147,17265418.57
2026-02-16,PREMIUM,APAC,442,83,384688,7734715.95
2026-02-16,PREMIUM,LATAM,213,50,241817,4054938.80
2026-02-16,PREMIUM,EMEA,640,152,831395,12097411.48
2026-02-16,ESSENTIAL,NA,2491,755,3014550,29379201.39
2026-02-16,ESSENTIAL,APAC,895,206,1240272,12189548.25
2026-02-16,ESSENTIAL,LATAM,836,85,666790,6202328.96
