REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,COST_MICROS,SPEND,IMPRESSIONS,CLICKS,AD_GROUP,KEYWORD,QUALITY_SCORE,CONVERSIONS,CONVERSION_VALUE,SEARCH_IMPRESSION_SHARE,LOADED_AT
2026-03-22,GTA VI Pre-Order Push,765-432-9007,5077996079,5078.00,8490234,56504,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.3,4520,13427.05,0.774,2026-05-04 11:41:47.345000-07:00
2026-03-23,GTA VI Pre-Order Push,765-432-9007,3461130540,3461.13,7382813,28433,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.7,2275,6756.54,0.483,2026-05-04 11:41:47.345000-07:00
2026-03-24,GTA VI Pre-Order Push,765-432-9007,4363511040,4363.51,7382813,38042,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.1,3043,9039.92,0.545,2026-05-04 11:41:47.345000-07:00
2026-03-25,GTA VI Pre-Order Push,765-432-9007,5097447180,5097.45,7382813,33737,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.2,2699,8016.92,0.761,2026-05-04 11:41:47.345000-07:00
2026-03-26,GTA VI Pre-Order Push,765-432-9007,4539976560,4539.98,7382813,48727,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.7,3898,11579.00,0.854,2026-05-04 11:41:47.345000-07:00
2026-03-28,GTA VI Pre-Order Push,765-432-9007,4312376357,4312.38,8490234,49318,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.5,3945,11719.44,0.657,2026-05-04 11:41:47.345000-07:00
2026-03-29,GTA VI Pre-Order Push,765-432-9007,5922022428,5922.02,8490234,41677,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.8,3334,9903.71,0.390,2026-05-04 11:41:47.345000-07:00
2026-03-30,GTA VI Pre-Order Push,765-432-9007,3609522000,3609.52,7382813,27411,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.0,2193,6513.68,0.706,2026-05-04 11:41:47.345000-07:00
2026-03-31,GTA VI Pre-Order Push,765-432-9007,5189690520,5189.69,7382813,30122,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.4,2410,7157.89,0.566,2026-05-04 11:41:47.345000-07:00
2026-04-01,GTA VI Pre-Order Push,765-432-9007,3818072160,3818.07,7382813,37044,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.7,2964,8802.77,0.450,2026-05-04 11:41:47.345000-07:00
2026-04-02,GTA VI Pre-Order Push,765-432-9007,4339447560,4339.45,7382813,41108,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.3,3289,9768.50,0.807,2026-05-04 11:41:47.345000-07:00
2026-04-03,GTA VI Pre-Order Push,765-432-9007,3316749660,3316.75,7382813,38586,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.7,3087,9169.19,0.846,2026-05-04 11:41:47.345000-07:00
2026-04-04,GTA VI Pre-Order Push,765-432-9007,5968144098,5968.14,8490234,26245,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.8,2100,6236.60,0.412,2026-05-04 11:41:47.345000-07:00
2026-04-05,GTA VI Pre-Order Push,765-432-9007,3542144256,3542.14,8490234,25980,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.7,2078,6173.63,0.470,2026-05-04 11:41:47.345000-07:00
2026-04-06,GTA VI Pre-Order Push,765-432-9007,5117500080,5117.50,7382813,34304,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.5,2744,8151.66,0.477,2026-05-04 11:41:47.345000-07:00
2026-04-07,GTA VI Pre-Order Push,765-432-9007,4672325700,4672.33,7382813,41085,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.0,3287,9763.03,0.734,2026-05-04 11:41:47.345000-07:00
2026-04-08,GTA VI Pre-Order Push,765-432-9007,4507891920,4507.89,7382813,41344,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.5,3308,9824.58,0.875,2026-05-04 11:41:47.345000-07:00
2026-04-10,GTA VI Pre-Order Push,765-432-9007,4884886440,4884.89,7382813,28165,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.4,2253,6692.85,0.868,2026-05-04 11:41:47.345000-07:00
2026-04-11,GTA VI Pre-Order Push,765-432-9007,5719087080,5719.09,8490234,24961,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.4,1997,5931.48,0.619,2026-05-04 11:41:47.345000-07:00
2026-04-12,GTA VI Pre-Order Push,765-432-9007,3809649942,3809.65,8490234,40711,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.0,3257,9674.16,0.851,2026-05-04 11:41:47.345000-07:00
2026-04-13,GTA VI Pre-Order Push,765-432-9007,3408993000,3408.99,7382813,23514,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.3,1881,5587.63,0.440,2026-05-04 11:41:47.345000-07:00
2026-04-15,GTA VI Pre-Order Push,765-432-9007,5125521240,5125.52,7382813,24806,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.5,1984,5894.65,0.838,2026-05-04 11:41:47.345000-07:00
2026-04-16,GTA VI Pre-Order Push,765-432-9007,3184400520,3184.40,7382813,24289,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.3,1943,5771.80,0.463,2026-05-04 11:41:47.345000-07:00
2026-04-17,GTA VI Pre-Order Push,765-432-9007,5069373120,5069.37,7382813,25323,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.6,2026,6017.51,0.707,2026-05-04 11:41:47.345000-07:00
2026-04-18,GTA VI Pre-Order Push,765-432-9007,5428520771,5428.52,8490234,36848,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.8,2948,8756.19,0.821,2026-05-04 11:41:47.345000-07:00
2026-04-19,GTA VI Pre-Order Push,765-432-9007,4187847636,4187.85,8490234,28527,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.5,2282,6778.87,0.390,2026-05-04 11:41:47.345000-07:00
2026-04-20,GTA VI Pre-Order Push,765-432-9007,5165627040,5165.63,7382813,24031,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.6,1922,5710.49,0.874,2026-05-04 11:41:47.345000-07:00
2026-04-21,GTA VI Pre-Order Push,765-432-9007,4933013400,4933.01,7382813,28682,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.0,2295,6815.70,0.529,2026-05-04 11:41:47.345000-07:00
2026-04-22,GTA VI Pre-Order Push,765-432-9007,4916971080,4916.97,7382813,35917,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.3,2873,8534.96,0.733,2026-05-04 11:41:47.345000-07:00
2026-04-23,GTA VI Pre-Order Push,765-432-9007,3408993000,3408.99,7382813,35401,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.8,2832,8412.34,0.507,2026-05-04 11:41:47.345000-07:00
2026-04-24,GTA VI Pre-Order Push,765-432-9007,5105468340,5105.47,7382813,40827,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.2,3266,9701.72,0.662,2026-05-04 11:41:47.345000-07:00
2026-04-25,GTA VI Pre-Order Push,765-432-9007,5294767716,5294.77,8490234,43088,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.8,3447,10239.00,0.770,2026-05-04 11:41:47.345000-07:00
2026-04-26,GTA VI Pre-Order Push,765-432-9007,4768980678,4768.98,8490234,39522,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.7,3162,9391.61,0.677,2026-05-04 11:41:47.345000-07:00
2026-04-27,GTA VI Pre-Order Push,765-432-9007,2843501220,2843.50,7382813,30233,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.2,2419,7184.27,0.844,2026-05-04 11:41:47.345000-07:00
2026-04-28,GTA VI Pre-Order Push,765-432-9007,5121510660,5121.51,7382813,24806,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.0,1984,5894.65,0.750,2026-05-04 11:41:47.345000-07:00
2026-04-29,GTA VI Pre-Order Push,765-432-9007,3320760240,3320.76,7382813,31783,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.8,2543,7552.60,0.490,2026-05-04 11:41:47.345000-07:00
2026-04-30,GTA VI Pre-Order Push,765-432-9007,2847511800,2847.51,7382813,33850,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.5,2708,8043.78,0.849,2026-05-04 11:41:47.345000-07:00
2026-01-15,GTA VI Pre-Order Push,765-432-9007,1849323000,1849.32,2734375,35000,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.5,2800,8317.05,0.603,2026-05-04 11:41:47.345000-07:00
2026-01-16,GTA VI Pre-Order Push,765-432-9007,1726034800,1726.03,2734375,27125,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.9,2170,6445.72,0.847,2026-05-04 11:41:47.345000-07:00
2026-01-17,GTA VI Pre-Order Push,765-432-9007,2220673000,2220.67,3144531,29704,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.0,2376,7058.56,0.577,2026-05-04 11:41:47.345000-07:00
2026-01-18,GTA VI Pre-Order Push,765-432-9007,1957608660,1957.61,3144531,46650,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.2,3732,11085.44,0.703,2026-05-04 11:41:47.345000-07:00
2026-01-19,GTA VI Pre-Order Push,765-432-9007,1301210400,1301.21,2734375,23028,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.2,1842,5472.14,0.383,2026-05-04 11:41:47.345000-07:00
2026-01-20,GTA VI Pre-Order Push,765-432-9007,1090283600,1090.28,2734375,32288,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.7,2583,7672.60,0.422,2026-05-04 11:41:47.345000-07:00
2026-01-21,GTA VI Pre-Order Push,765-432-9007,1923593000,1923.59,2734375,33841,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.1,2707,8041.64,0.772,2026-05-04 11:41:47.345000-07:00
2026-01-22,GTA VI Pre-Order Push,765-432-9007,1648794000,1648.79,2734375,26587,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.6,2127,6317.87,0.389,2026-05-04 11:41:47.345000-07:00
2026-01-23,GTA VI Pre-Order Push,765-432-9007,1556699200,1556.70,2734375,29689,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.9,2375,7055.00,0.657,2026-05-04 11:41:47.345000-07:00
2026-01-24,GTA VI Pre-Order Push,765-432-9007,1305072440,1305.07,3144531,26263,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.3,2101,6240.88,0.606,2026-05-04 11:41:47.345000-07:00
2026-01-25,GTA VI Pre-Order Push,765-432-9007,1617674870,1617.67,3144531,30087,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.8,2407,7149.58,0.877,2026-05-04 11:41:47.345000-07:00
2026-01-26,GTA VI Pre-Order Push,765-432-9007,1439352600,1439.35,2734375,22194,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.2,1776,5273.96,0.610,2026-05-04 11:41:47.345000-07:00
2026-01-27,GTA VI Pre-Order Push,765-432-9007,1613144400,1613.14,2734375,33123,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.1,2650,7871.02,0.647,2026-05-04 11:41:47.345000-07:00
2026-01-28,GTA VI Pre-Order Push,765-432-9007,1855264600,1855.26,2734375,35525,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.7,2842,8441.81,0.698,2026-05-04 11:41:47.345000-07:00
2026-01-29,GTA VI Pre-Order Push,765-432-9007,1708210000,1708.21,2734375,22824,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.7,1826,5423.67,0.769,2026-05-04 11:41:47.345000-07:00
2026-01-30,GTA VI Pre-Order Push,765-432-9007,1699297600,1699.30,2734375,19731,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.2,1578,4688.68,0.559,2026-05-04 11:41:47.345000-07:00
2026-01-31,GTA VI Pre-Order Push,765-432-9007,1269200030,1269.20,3144531,32630,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.9,2610,7753.87,0.505,2026-05-04 11:41:47.345000-07:00
2026-02-01,GTA VI Pre-Order Push,765-432-9007,1774830190,1774.83,3144531,25539,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.2,2043,6068.83,0.546,2026-05-04 11:41:47.345000-07:00
2026-02-02,GTA VI Pre-Order Push,765-432-9007,1736432600,1736.43,2734375,31364,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.3,2509,7453.03,0.503,2026-05-04 11:41:47.345000-07:00
2026-02-03,GTA VI Pre-Order Push,765-432-9007,1412615400,1412.62,2734375,28753,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.5,2300,6832.58,0.510,2026-05-04 11:41:47.345000-07:00
2026-02-04,GTA VI Pre-Order Push,765-432-9007,1873089400,1873.09,2734375,34453,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.1,2756,8187.07,0.789,2026-05-04 11:41:47.345000-07:00
2026-02-05,GTA VI Pre-Order Push,765-432-9007,1430440200,1430.44,2734375,25253,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.6,2020,6000.87,0.447,2026-05-04 11:41:47.345000-07:00
2026-02-06,GTA VI Pre-Order Push,765-432-9007,1157126600,1157.13,2734375,19828,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.7,1586,4711.73,0.669,2026-05-04 11:41:47.345000-07:00
2026-02-07,GTA VI Pre-Order Push,765-432-9007,2051560210,2051.56,3144531,26942,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.4,2155,6402.23,0.772,2026-05-04 11:41:47.345000-07:00
2026-02-08,GTA VI Pre-Order Push,765-432-9007,1962733290,1962.73,3144531,22867,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.9,1829,5433.89,0.482,2026-05-04 11:41:47.345000-07:00
2026-02-09,GTA VI Pre-Order Push,765-432-9007,1130389400,1130.39,2734375,24938,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.8,1995,5926.02,0.605,2026-05-04 11:41:47.345000-07:00
2026-02-10,GTA VI Pre-Order Push,765-432-9007,1424498600,1424.50,2734375,25988,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.3,2079,6175.53,0.862,2026-05-04 11:41:47.345000-07:00
2026-02-11,GTA VI Pre-Order Push,765-432-9007,1066517200,1066.52,2734375,18865,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.4,1509,4482.89,0.650,2026-05-04 11:41:47.345000-07:00
2026-02-12,GTA VI Pre-Order Push,765-432-9007,1635425400,1635.43,2734375,26948,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.8,2156,6403.65,0.612,2026-05-04 11:41:47.345000-07:00
2026-02-13,GTA VI Pre-Order Push,765-432-9007,1463119000,1463.12,2734375,20790,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.3,1663,4940.33,0.427,2026-05-04 11:41:47.345000-07:00
2026-02-15,GTA VI Pre-Order Push,765-432-9007,1585218880,1585.22,3144531,26248,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.6,2100,6237.31,0.588,2026-05-04 11:41:47.345000-07:00
2026-02-16,GTA VI Pre-Order Push,765-432-9007,1206144800,1206.14,2734375,29702,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.9,2376,7058.09,0.382,2026-05-04 11:41:47.345000-07:00
2026-02-17,GTA VI Pre-Order Push,765-432-9007,1832983600,1832.98,2734375,24955,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.8,1996,5930.06,0.622,2026-05-04 11:41:47.345000-07:00
2026-02-18,GTA VI Pre-Order Push,765-432-9007,1919136800,1919.14,2734375,18513,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.5,1481,4399.25,0.579,2026-05-04 11:41:47.345000-07:00
2026-02-19,GTA VI Pre-Order Push,765-432-9007,1226940400,1226.94,2734375,30122,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.6,2410,7157.89,0.663,2026-05-04 11:41:47.345000-07:00
2026-02-20,GTA VI Pre-Order Push,765-432-9007,1463119000,1463.12,2734375,21610,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.0,1729,5135.19,0.498,2026-05-04 11:41:47.345000-07:00
2026-02-21,GTA VI Pre-Order Push,765-432-9007,1204288050,1204.29,3144531,30550,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.4,2444,7259.60,0.580,2026-05-04 11:41:47.345000-07:00
2026-02-22,GTA VI Pre-Order Push,765-432-9007,2061809470,2061.81,3144531,28452,AG_HERO_A_VIDEO_30S,ps plus essential deal,10.0,2276,6761.05,0.780,2026-05-04 11:41:47.345000-07:00
2026-02-23,GTA VI Pre-Order Push,765-432-9007,1085827400,1085.83,2734375,28407,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.2,2273,6750.36,0.819,2026-05-04 11:41:47.345000-07:00
2026-02-24,GTA VI Pre-Order Push,765-432-9007,1075429600,1075.43,2734375,23986,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.0,1919,5699.79,0.696,2026-05-04 11:41:47.345000-07:00
2026-02-26,GTA VI Pre-Order Push,765-432-9007,1338345400,1338.35,2734375,23422,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.2,1874,5565.77,0.597,2026-05-04 11:41:47.345000-07:00
2026-02-27,GTA VI Pre-Order Push,765-432-9007,1378451200,1378.45,2734375,24574,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.5,1966,5839.52,0.769,2026-05-04 11:41:47.345000-07:00
2026-02-28,GTA VI Pre-Order Push,765-432-9007,2200174480,2200.17,3144531,32399,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.1,2592,7698.98,0.606,2026-05-04 11:41:47.345000-07:00
2026-03-01,GTA VI Pre-Order Push,765-432-9007,1381941890,1381.94,3144531,24351,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.0,1948,5786.53,0.567,2026-05-04 11:41:47.345000-07:00
2026-03-02,GTA VI Pre-Order Push,765-432-9007,1684443600,1684.44,2734375,18664,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.6,1493,4435.13,0.821,2026-05-04 11:41:47.345000-07:00
2026-03-03,GTA VI Pre-Order Push,765-432-9007,1779509200,1779.51,2734375,18598,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.3,1488,4419.44,0.876,2026-05-04 11:41:47.345000-07:00
2026-03-04,GTA VI Pre-Order Push,765-432-9007,1565611600,1565.61,2734375,19370,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.9,1550,4602.89,0.404,2026-05-04 11:41:47.345000-07:00
2026-03-06,GTA VI Pre-Order Push,765-432-9007,1167524400,1167.52,2734375,20508,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.7,1641,4873.32,0.437,2026-05-04 11:41:47.345000-07:00
2026-03-08,GTA VI Pre-Order Push,765-432-9007,1680878640,1680.88,3144531,24057,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.1,1925,5716.67,0.775,2026-05-04 11:41:47.345000-07:00
2026-03-09,GTA VI Pre-Order Push,765-432-9007,1099196000,1099.20,2734375,23310,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.1,1865,5539.16,0.594,2026-05-04 11:41:47.345000-07:00
2026-03-10,GTA VI Pre-Order Push,765-432-9007,1085827400,1085.83,2734375,18948,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.8,1516,4502.61,0.655,2026-05-04 11:41:47.345000-07:00
2026-03-11,GTA VI Pre-Order Push,765-432-9007,1926563800,1926.56,2734375,14853,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.4,1188,3529.52,0.659,2026-05-04 11:41:47.345000-07:00
2026-03-13,GTA VI Pre-Order Push,765-432-9007,1543330600,1543.33,2734375,13239,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.2,1059,3145.98,0.541,2026-05-04 11:41:47.345000-07:00
2026-03-14,GTA VI Pre-Order Push,765-432-9007,2056684840,2056.68,3144531,17192,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.7,1375,4085.34,0.817,2026-05-04 11:41:47.345000-07:00
2026-03-15,GTA VI Pre-Order Push,765-432-9007,4990364694,4990.36,8490234,44380,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.5,3550,10546.02,0.747,2026-05-04 11:41:47.345000-07:00
2026-03-16,GTA VI Pre-Order Push,765-432-9007,3501236340,3501.24,7382813,38007,AG_HERO_A_VIDEO_30S,ps plus essential deal,10.0,3041,9031.61,0.694,2026-05-04 11:41:47.345000-07:00
2026-03-17,GTA VI Pre-Order Push,765-432-9007,5129531820,5129.53,7382813,56322,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.4,4506,13383.80,0.824,2026-05-04 11:41:47.345000-07:00
2026-03-18,GTA VI Pre-Order Push,765-432-9007,4507891920,4507.89,7382813,53954,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.5,4316,12821.09,0.386,2026-05-04 11:41:47.345000-07:00
2026-03-19,GTA VI Pre-Order Push,765-432-9007,3785987520,3785.99,7382813,43576,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.2,3486,10354.97,0.693,2026-05-04 11:41:47.345000-07:00
2026-03-20,GTA VI Pre-Order Push,765-432-9007,4094802180,4094.80,7382813,30264,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.0,2421,7191.64,0.701,2026-05-04 11:41:47.345000-07:00
2026-03-21,GTA VI Pre-Order Push,765-432-9007,3246965568,3246.97,8490234,38308,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.5,3065,9103.13,0.638,2026-05-04 11:41:47.345000-07:00
2026-03-22,GTA VI Pre-Order Push,765-432-9007,4363109982,4363.11,8490234,40475,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.0,3238,9618.08,0.806,2026-05-04 11:41:47.345000-07:00
2026-03-23,GTA VI Pre-Order Push,765-432-9007,3661659540,3661.66,7382813,30488,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.6,2439,7244.86,0.687,2026-05-04 11:41:47.345000-07:00
2026-03-24,GTA VI Pre-Order Push,765-432-9007,4138918560,4138.92,7382813,38379,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.0,3070,9120.00,0.860,2026-05-04 11:41:47.345000-07:00
2026-03-25,GTA VI Pre-Order Push,765-432-9007,3605511420,3605.51,7382813,39029,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.4,3122,9274.46,0.870,2026-05-04 11:41:47.345000-07:00
2026-03-26,GTA VI Pre-Order Push,765-432-9007,2879596440,2879.60,7382813,46128,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.6,3690,10961.40,0.677,2026-05-04 11:41:47.345000-07:00
2026-03-28,GTA VI Pre-Order Push,765-432-9007,3403779246,3403.78,8490234,40678,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.6,3254,9666.32,0.561,2026-05-04 11:41:47.345000-07:00
2026-03-29,GTA VI Pre-Order Push,765-432-9007,3366881910,3366.88,8490234,28962,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.3,2317,6882.24,0.808,2026-05-04 11:41:47.345000-07:00
2026-03-30,GTA VI Pre-Order Push,765-432-9007,2967829200,2967.83,7382813,47894,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.1,3832,11381.05,0.438,2026-05-04 11:41:47.345000-07:00
2026-03-31,GTA VI Pre-Order Push,765-432-9007,5121510660,5121.51,7382813,42820,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.1,3426,10175.32,0.419,2026-05-04 11:41:47.345000-07:00
2026-04-01,GTA VI Pre-Order Push,765-432-9007,2931733980,2931.73,7382813,32414,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.6,2593,7702.54,0.500,2026-05-04 11:41:47.345000-07:00
2026-04-02,GTA VI Pre-Order Push,765-432-9007,3601500840,3601.50,7382813,35721,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.7,2858,8488.38,0.482,2026-05-04 11:41:47.345000-07:00
2026-04-03,GTA VI Pre-Order Push,765-432-9007,3011945580,3011.95,7382813,26649,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.9,2132,6332.60,0.418,2026-05-04 11:41:47.345000-07:00
2026-04-04,GTA VI Pre-Order Push,765-432-9007,4994977073,4994.98,8490234,42804,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.1,3424,10171.52,0.863,2026-05-04 11:41:47.345000-07:00
2026-04-05,GTA VI Pre-Order Push,765-432-9007,5792881752,5792.88,8490234,26591,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.6,2127,6318.82,0.620,2026-05-04 11:41:47.345000-07:00
2026-04-06,GTA VI Pre-Order Push,765-432-9007,3601500840,3601.50,7382813,30405,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.8,2432,7225.14,0.451,2026-05-04 11:41:47.345000-07:00
2026-04-07,GTA VI Pre-Order Push,765-432-9007,3384929520,3384.93,7382813,23256,AG_HERO_A_VIDEO_30S,ps plus essential deal,10.0,1860,5526.32,0.837,2026-05-04 11:41:47.345000-07:00
2026-04-08,GTA VI Pre-Order Push,765-432-9007,4307362920,4307.36,7382813,34884,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.4,2791,8289.49,0.485,2026-05-04 11:41:47.345000-07:00
2026-04-10,GTA VI Pre-Order Push,765-432-9007,3433056480,3433.06,7382813,34109,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.5,2729,8105.32,0.837,2026-05-04 11:41:47.345000-07:00
2026-04-11,GTA VI Pre-Order Push,765-432-9007,4340049359,4340.05,8490234,26744,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.8,2140,6355.18,0.407,2026-05-04 11:41:47.345000-07:00
2026-04-12,GTA VI Pre-Order Push,765-432-9007,3703570313,3703.57,8490234,42494,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.6,3400,10097.85,0.426,2026-05-04 11:41:47.345000-07:00
2026-04-13,GTA VI Pre-Order Push,765-432-9007,4796653680,4796.65,7382813,33333,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.2,2667,7920.92,0.837,2026-05-04 11:41:47.345000-07:00
2026-04-15,GTA VI Pre-Order Push,765-432-9007,4447733220,4447.73,7382813,30491,AG_HERO_A_VIDEO_30S,ps plus essential deal,7.6,2439,7245.58,0.554,2026-05-04 11:41:47.345000-07:00
2026-04-16,GTA VI Pre-Order Push,765-432-9007,3340813140,3340.81,7382813,31783,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.8,2543,7552.60,0.577,2026-05-04 11:41:47.345000-07:00
2026-04-17,GTA VI Pre-Order Push,765-432-9007,3116220660,3116.22,7382813,38243,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.5,3059,9087.69,0.678,2026-05-04 11:41:47.345000-07:00
2026-04-18,GTA VI Pre-Order Push,765-432-9007,4363109982,4363.11,8490234,42494,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.2,3400,10097.85,0.529,2026-05-04 11:41:47.345000-07:00
2026-04-19,GTA VI Pre-Order Push,765-432-9007,4524536039,4524.54,8490234,26447,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.0,2116,6284.60,0.830,2026-05-04 11:41:47.345000-07:00
2026-04-20,GTA VI Pre-Order Push,765-432-9007,3669680700,3669.68,7382813,37985,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.3,3039,9026.38,0.450,2026-05-04 11:41:47.345000-07:00
2026-04-21,GTA VI Pre-Order Push,765-432-9007,4439712060,4439.71,7382813,26615,AG_HERO_A_VIDEO_30S,ps plus essential deal,9.8,2129,6324.52,0.496,2026-05-04 11:41:47.345000-07:00
2026-04-22,GTA VI Pre-Order Push,765-432-9007,2995903260,2995.90,7382813,21189,AG_HERO_A_VIDEO_30S,ps plus essential deal,6.5,1695,5035.14,0.414,2026-05-04 11:41:47.345000-07:00
2026-04-23,GTA VI Pre-Order Push,765-432-9007,4142929140,4142.93,7382813,26357,AG_HERO_A_VIDEO_30S,ps plus essential deal,8.8,2109,6263.21,0.745,2026-05-04 11:41:47.345000-07:00
