REPORT_DATE,CAMPAIGN_NAME,ADVERTISER_ID,SPEND,IMPRESSIONS,CLICKS,PLACEMENT,VIDEO_PLAY_ACTIONS,PROFILE_VISITS,COMPLETE_PAYMENT,LOADED_AT
2026-02-10,Play Has No Limits Sizzle,adv_00720009,976.63,3055556,17111,TT_SPARK,863133,3080,257,2026-05-04 11:41:51.303000-07:00
2026-02-12,Play Has No Limits Sizzle,adv_00720009,914.07,3055556,12192,TT_SPARK,1277222,2195,183,2026-05-04 11:41:51.303000-07:00
2026-02-13,Play Has No Limits Sizzle,adv_00720009,1079.33,3055556,12406,TT_SPARK,1199245,2233,186,2026-05-04 11:41:51.303000-07:00
2026-02-14,Play Has No Limits Sizzle,adv_00720009,1200.43,3513889,13897,TT_SPARK,1620325,2501,208,2026-05-04 11:41:51.303000-07:00
2026-02-15,Play Has No Limits Sizzle,adv_00720009,1149.97,3513889,16357,TT_SPARK,872007,2944,245,2026-05-04 11:41:51.303000-07:00
2026-02-16,Play Has No Limits Sizzle,adv_00720009,682.52,3055556,16576,TT_SPARK,908845,2984,249,2026-05-04 11:41:51.303000-07:00
2026-02-17,Play Has No Limits Sizzle,adv_00720009,1035.45,3055556,10374,TT_SPARK,1231512,1867,156,2026-05-04 11:41:51.303000-07:00
2026-02-18,Play Has No Limits Sizzle,adv_00720009,1169.90,3055556,11122,TT_SPARK,1145467,2002,167,2026-05-04 11:41:51.303000-07:00
2026-02-19,Play Has No Limits Sizzle,adv_00720009,1085.87,3055556,8556,TT_SPARK,1156222,1540,128,2026-05-04 11:41:51.303000-07:00
2026-02-20,Play Has No Limits Sizzle,adv_00720009,939.28,3055556,11336,TT_SPARK,1331000,2040,170,2026-05-04 11:41:51.303000-07:00
2026-02-21,Play Has No Limits Sizzle,adv_00720009,905.16,3513889,12668,TT_SPARK,1063725,2280,190,2026-05-04 11:41:51.303000-07:00
2026-02-22,Play Has No Limits Sizzle,adv_00720009,1284.18,3513889,17587,TT_SPARK,1094647,3166,264,2026-05-04 11:41:51.303000-07:00
2026-02-23,Play Has No Limits Sizzle,adv_00720009,995.30,3055556,12940,TT_SPARK,884645,2329,194,2026-05-04 11:41:51.303000-07:00
2026-02-24,Play Has No Limits Sizzle,adv_00720009,678.79,3055556,9839,TT_SPARK,1078245,1771,148,2026-05-04 11:41:51.303000-07:00
2026-02-25,Play Has No Limits Sizzle,adv_00720009,1079.33,3055556,11764,TT_SPARK,1355200,2118,176,2026-05-04 11:41:51.303000-07:00
2026-02-26,Play Has No Limits Sizzle,adv_00720009,771.22,3055556,9090,TT_SPARK,1258400,1636,136,2026-05-04 11:41:51.303000-07:00
2026-02-27,Play Has No Limits Sizzle,adv_00720009,698.39,3055556,11978,TT_SPARK,1317555,2156,180,2026-05-04 11:41:51.303000-07:00
2026-02-28,Play Has No Limits Sizzle,adv_00720009,976.02,3513889,10700,TT_SPARK,1369855,1926,161,2026-05-04 11:41:51.303000-07:00
2026-03-01,Play Has No Limits Sizzle,adv_00720009,824.63,3513889,11192,TT_SPARK,1054448,2015,168,2026-05-04 11:41:51.303000-07:00
2026-03-02,Play Has No Limits Sizzle,adv_00720009,1004.64,3055556,16897,TT_SPARK,1021778,3041,253,2026-05-04 11:41:51.303000-07:00
2026-03-03,Play Has No Limits Sizzle,adv_00720009,1079.33,3055556,15079,TT_SPARK,838933,2714,226,2026-05-04 11:41:51.303000-07:00
2026-03-04,Play Has No Limits Sizzle,adv_00720009,776.82,3055556,14438,TT_SPARK,736755,2599,217,2026-05-04 11:41:51.303000-07:00
2026-03-05,Play Has No Limits Sizzle,adv_00720009,1168.97,3055556,11336,TT_SPARK,830867,2040,170,2026-05-04 11:41:51.303000-07:00
2026-03-06,Play Has No Limits Sizzle,adv_00720009,910.34,3055556,9411,TT_SPARK,1054045,1694,141,2026-05-04 11:41:51.303000-07:00
2026-03-07,Play Has No Limits Sizzle,adv_00720009,1315.32,3513889,14143,TT_SPARK,1583218,2546,212,2026-05-04 11:41:51.303000-07:00
2026-03-08,Play Has No Limits Sizzle,adv_00720009,1320.69,3513889,10946,TT_SPARK,1258535,1970,164,2026-05-04 11:41:51.303000-07:00
2026-03-09,Play Has No Limits Sizzle,adv_00720009,948.62,3055556,17004,TT_SPARK,933045,3061,255,2026-05-04 11:41:51.303000-07:00
2026-03-10,Play Has No Limits Sizzle,adv_00720009,877.66,3055556,11122,TT_SPARK,1293355,2002,167,2026-05-04 11:41:51.303000-07:00
2026-03-11,Play Has No Limits Sizzle,adv_00720009,869.26,3055556,9518,TT_SPARK,1392845,1713,143,2026-05-04 11:41:51.303000-07:00
2026-03-12,Play Has No Limits Sizzle,adv_00720009,832.84,3055556,8556,TT_SPARK,1460067,1540,128,2026-05-04 11:41:51.303000-07:00
2026-03-14,Play Has No Limits Sizzle,adv_00720009,1094.13,3513889,14881,TT_SPARK,1273995,2679,223,2026-05-04 11:41:51.303000-07:00
2026-03-15,Play Has No Limits Sizzle,adv_00720009,1301.36,3513889,10331,TT_SPARK,930759,1860,155,2026-05-04 11:41:51.303000-07:00
2026-03-16,Play Has No Limits Sizzle,adv_00720009,712.40,3055556,13475,TT_SPARK,739445,2426,202,2026-05-04 11:41:51.303000-07:00
2026-03-18,Play Has No Limits Sizzle,adv_00720009,1177.37,3055556,9411,TT_SPARK,1408978,1694,141,2026-05-04 11:41:51.303000-07:00
2026-03-19,Play Has No Limits Sizzle,adv_00720009,1171.77,3055556,14438,TT_SPARK,709867,2599,217,2026-05-04 11:41:51.303000-07:00
2026-03-20,Play Has No Limits Sizzle,adv_00720009,1091.47,3055556,12940,TT_SPARK,752889,2329,194,2026-05-04 11:41:51.303000-07:00
2026-03-21,Play Has No Limits Sizzle,adv_00720009,1344.31,3513889,11315,TT_SPARK,1607955,2037,170,2026-05-04 11:41:51.303000-07:00
2026-03-22,Play Has No Limits Sizzle,adv_00720009,905.16,3513889,16234,TT_SPARK,1623417,2922,244,2026-05-04 11:41:51.303000-07:00
2026-03-23,Play Has No Limits Sizzle,adv_00720009,1184.84,3055556,9304,TT_SPARK,693733,1675,140,2026-05-04 11:41:51.303000-07:00
2026-03-24,Play Has No Limits Sizzle,adv_00720009,746.01,3055556,13475,TT_SPARK,1027155,2426,202,2026-05-04 11:41:51.303000-07:00
2026-03-25,Play Has No Limits Sizzle,adv_00720009,683.45,3055556,13582,TT_SPARK,674912,2445,204,2026-05-04 11:41:51.303000-07:00
2026-03-28,Play Has No Limits Sizzle,adv_00720009,1357.20,3513889,14635,TT_SPARK,1626509,2634,220,2026-05-04 11:41:51.303000-07:00
2026-03-29,Play Has No Limits Sizzle,adv_00720009,1186.47,3513889,19063,TT_SPARK,1422422,3431,286,2026-05-04 11:41:51.303000-07:00
2026-03-30,Play Has No Limits Sizzle,adv_00720009,988.77,3055556,13154,TT_SPARK,1244955,2368,197,2026-05-04 11:41:51.303000-07:00
2026-03-31,Play Has No Limits Sizzle,adv_00720009,709.60,3055556,12192,TT_SPARK,1298734,2195,183,2026-05-04 11:41:51.303000-07:00
2025-11-01,Play Has No Limits Sizzle,adv_00720009,1171.44,3513889,38653,TT_SPARK,1465713,6958,580,2026-05-04 11:41:51.303000-07:00
2025-11-02,Play Has No Limits Sizzle,adv_00720009,1043.67,3513889,34161,TT_SPARK,1187413,6149,512,2026-05-04 11:41:51.303000-07:00
2025-11-03,Play Has No Limits Sizzle,adv_00720009,908.47,3055556,37283,TT_SPARK,860445,6711,559,2026-05-04 11:41:51.303000-07:00
2025-11-04,Play Has No Limits Sizzle,adv_00720009,1101.74,3055556,43540,TT_SPARK,892712,7837,653,2026-05-04 11:41:51.303000-07:00
2025-11-05,Play Has No Limits Sizzle,adv_00720009,776.82,3055556,36676,TT_SPARK,1250334,6602,550,2026-05-04 11:41:51.303000-07:00
2025-11-06,Play Has No Limits Sizzle,adv_00720009,969.16,3055556,29627,TT_SPARK,744822,5333,444,2026-05-04 11:41:51.303000-07:00
2025-11-08,Play Has No Limits Sizzle,adv_00720009,807.45,3513889,29191,TT_SPARK,1573942,5254,438,2026-05-04 11:41:51.303000-07:00
2025-11-09,Play Has No Limits Sizzle,adv_00720009,1137.08,3513889,35521,TT_SPARK,1496635,6394,533,2026-05-04 11:41:51.303000-07:00
2025-11-10,Play Has No Limits Sizzle,adv_00720009,713.33,3055556,44802,TT_SPARK,1414355,8064,672,2026-05-04 11:41:51.303000-07:00
2025-11-11,Play Has No Limits Sizzle,adv_00720009,1105.48,3055556,31203,TT_SPARK,812045,5617,468,2026-05-04 11:41:51.303000-07:00
2025-11-12,Play Has No Limits Sizzle,adv_00720009,1111.08,3055556,40964,TT_SPARK,1072867,7374,614,2026-05-04 11:41:51.303000-07:00
2025-11-13,Play Has No Limits Sizzle,adv_00720009,1037.32,3055556,27622,TT_SPARK,785155,4972,414,2026-05-04 11:41:51.303000-07:00
2025-11-14,Play Has No Limits Sizzle,adv_00720009,929.95,3055556,32306,TT_SPARK,777089,5815,485,2026-05-04 11:41:51.303000-07:00
2025-11-15,Play Has No Limits Sizzle,adv_00720009,895.49,3513889,31827,TT_SPARK,1100831,5729,477,2026-05-04 11:41:51.303000-07:00
2025-11-16,Play Has No Limits Sizzle,adv_00720009,1230.50,3513889,47929,TT_SPARK,1459529,8627,719,2026-05-04 11:41:51.303000-07:00
2025-11-17,Play Has No Limits Sizzle,adv_00720009,815.10,3055556,23980,TT_SPARK,1226134,4316,360,2026-05-04 11:41:51.303000-07:00
2025-11-18,Play Has No Limits Sizzle,adv_00720009,663.85,3055556,40392,TT_SPARK,1355200,7271,606,2026-05-04 11:41:51.303000-07:00
2025-11-19,Play Has No Limits Sizzle,adv_00720009,1204.45,3055556,41326,TT_SPARK,782467,7439,620,2026-05-04 11:41:51.303000-07:00
2025-11-21,Play Has No Limits Sizzle,adv_00720009,1096.14,3055556,33623,TT_SPARK,1231512,6052,504,2026-05-04 11:41:51.303000-07:00
2025-11-22,Play Has No Limits Sizzle,adv_00720009,1270.22,3513889,46192,TT_SPARK,1481175,8315,693,2026-05-04 11:41:51.303000-07:00
2025-11-23,Play Has No Limits Sizzle,adv_00720009,1068.36,3513889,40247,TT_SPARK,930759,7244,604,2026-05-04 11:41:51.303000-07:00
2025-11-24,Play Has No Limits Sizzle,adv_00720009,1091.47,3055556,27676,TT_SPARK,876578,4982,415,2026-05-04 11:41:51.303000-07:00
2025-11-25,Play Has No Limits Sizzle,adv_00720009,1052.26,3055556,20739,TT_SPARK,1164289,3733,311,2026-05-04 11:41:51.303000-07:00
2025-11-26,Play Has No Limits Sizzle,adv_00720009,1076.53,3055556,38378,TT_SPARK,1250334,6908,576,2026-05-04 11:41:51.303000-07:00
2025-11-28,Play Has No Limits Sizzle,adv_00720009,946.75,3055556,34975,TT_SPARK,1365955,6296,525,2026-05-04 11:41:51.303000-07:00
2025-11-29,Play Has No Limits Sizzle,adv_00720009,784.90,3513889,25086,TT_SPARK,1484267,4515,376,2026-05-04 11:41:51.303000-07:00
2025-11-30,Play Has No Limits Sizzle,adv_00720009,799.93,3513889,32654,TT_SPARK,1073001,5878,490,2026-05-04 11:41:51.303000-07:00
2025-12-01,Play Has No Limits Sizzle,adv_00720009,1182.97,3055556,35530,TT_SPARK,699112,6395,533,2026-05-04 11:41:51.303000-07:00
2025-12-02,Play Has No Limits Sizzle,adv_00720009,1090.54,3055556,20680,TT_SPARK,1097067,3722,310,2026-05-04 11:41:51.303000-07:00
2025-12-03,Play Has No Limits Sizzle,adv_00720009,653.58,3055556,18187,TT_SPARK,1430489,3274,273,2026-05-04 11:41:51.303000-07:00
2025-12-04,Play Has No Limits Sizzle,adv_00720009,1077.47,3055556,33059,TT_SPARK,1446622,5951,496,2026-05-04 11:41:51.303000-07:00
2025-12-05,Play Has No Limits Sizzle,adv_00720009,863.65,3055556,31142,TT_SPARK,1129334,5606,467,2026-05-04 11:41:51.303000-07:00
2025-12-06,Play Has No Limits Sizzle,adv_00720009,1066.22,3513889,34914,TT_SPARK,1134845,6285,524,2026-05-04 11:41:51.303000-07:00
2025-12-07,Play Has No Limits Sizzle,adv_00720009,1069.44,3513889,39029,TT_SPARK,1103923,7025,585,2026-05-04 11:41:51.303000-07:00
2025-12-08,Play Has No Limits Sizzle,adv_00720009,816.97,3055556,33988,TT_SPARK,685667,6118,510,2026-05-04 11:41:51.303000-07:00
2025-12-09,Play Has No Limits Sizzle,adv_00720009,1115.75,3055556,24669,TT_SPARK,970689,4440,370,2026-05-04 11:41:51.303000-07:00
2025-12-10,Play Has No Limits Sizzle,adv_00720009,676.92,3055556,27329,TT_SPARK,1374022,4919,410,2026-05-04 11:41:51.303000-07:00
2025-12-11,Play Has No Limits Sizzle,adv_00720009,1137.22,3055556,19739,TT_SPARK,1083622,3553,296,2026-05-04 11:41:51.303000-07:00
2025-12-13,Play Has No Limits Sizzle,adv_00720009,1123.12,3513889,29165,TT_SPARK,1224520,5250,437,2026-05-04 11:41:51.303000-07:00
2025-12-14,Play Has No Limits Sizzle,adv_00720009,1068.36,3513889,19824,TT_SPARK,1490451,3568,297,2026-05-04 11:41:51.303000-07:00
2025-12-15,Play Has No Limits Sizzle,adv_00720009,931.81,3055556,24156,TT_SPARK,763645,4348,362,2026-05-04 11:41:51.303000-07:00
2025-12-16,Play Has No Limits Sizzle,adv_00720009,940.22,3055556,23467,TT_SPARK,916912,4224,352,2026-05-04 11:41:51.303000-07:00
2025-12-17,Play Has No Limits Sizzle,adv_00720009,696.53,3055556,29932,TT_SPARK,1395534,5388,449,2026-05-04 11:41:51.303000-07:00
2025-12-18,Play Has No Limits Sizzle,adv_00720009,763.75,3055556,16969,TT_SPARK,828178,3054,255,2026-05-04 11:41:51.303000-07:00
2025-12-20,Play Has No Limits Sizzle,adv_00720009,770.94,3513889,23715,TT_SPARK,844177,4269,356,2026-05-04 11:41:51.303000-07:00
2025-12-21,Play Has No Limits Sizzle,adv_00720009,1000.72,3513889,32468,TT_SPARK,884375,5844,487,2026-05-04 11:41:51.303000-07:00
2025-12-22,Play Has No Limits Sizzle,adv_00720009,833.78,3055556,20621,TT_SPARK,1430489,3712,309,2026-05-04 11:41:51.303000-07:00
2025-12-23,Play Has No Limits Sizzle,adv_00720009,766.55,3055556,24982,TT_SPARK,992200,4497,375,2026-05-04 11:41:51.303000-07:00
2025-12-24,Play Has No Limits Sizzle,adv_00720009,802.96,3055556,14080,TT_SPARK,1218067,2534,211,2026-05-04 11:41:51.303000-07:00
2025-12-25,Play Has No Limits Sizzle,adv_00720009,854.32,3055556,16488,TT_SPARK,1153534,2968,247,2026-05-04 11:41:51.303000-07:00
2025-12-26,Play Has No Limits Sizzle,adv_00720009,887.00,3055556,18822,TT_SPARK,830867,3388,282,2026-05-04 11:41:51.303000-07:00
2025-12-27,Play Has No Limits Sizzle,adv_00720009,1157.48,3513889,18039,TT_SPARK,1657432,3247,271,2026-05-04 11:41:51.303000-07:00
2025-12-28,Play Has No Limits Sizzle,adv_00720009,809.59,3513889,30203,TT_SPARK,1088462,5437,453,2026-05-04 11:41:51.303000-07:00
2025-12-29,Play Has No Limits Sizzle,adv_00720009,964.49,3055556,15395,TT_SPARK,1070178,2771,231,2026-05-04 11:41:51.303000-07:00
2025-12-30,Play Has No Limits Sizzle,adv_00720009,923.41,3055556,15649,TT_SPARK,825489,2817,235,2026-05-04 11:41:51.303000-07:00
2025-12-31,Play Has No Limits Sizzle,adv_00720009,790.83,3055556,17478,TT_SPARK,927667,3146,262,2026-05-04 11:41:51.303000-07:00
2026-01-01,Play Has No Limits Sizzle,adv_00720009,1041.05,3055556,12516,TT_SPARK,1113200,2253,188,2026-05-04 11:41:51.303000-07:00
2026-01-02,Play Has No Limits Sizzle,adv_00720009,661.98,3055556,18788,TT_SPARK,833555,3382,282,2026-05-04 11:41:51.303000-07:00
2026-01-03,Play Has No Limits Sizzle,adv_00720009,890.12,3513889,20043,TT_SPARK,1323471,3608,301,2026-05-04 11:41:51.303000-07:00
2026-01-04,Play Has No Limits Sizzle,adv_00720009,1114.53,3513889,16976,TT_SPARK,1103923,3056,255,2026-05-04 11:41:51.303000-07:00
2026-01-05,Play Has No Limits Sizzle,adv_00720009,1184.84,3055556,19800,TT_SPARK,922289,3564,297,2026-05-04 11:41:51.303000-07:00
2026-01-06,Play Has No Limits Sizzle,adv_00720009,719.87,3055556,22931,TT_SPARK,879267,4128,344,2026-05-04 11:41:51.303000-07:00
2026-01-07,Play Has No Limits Sizzle,adv_00720009,851.52,3055556,15170,TT_SPARK,674912,2731,228,2026-05-04 11:41:51.303000-07:00
2026-01-08,Play Has No Limits Sizzle,adv_00720009,665.71,3055556,14630,TT_SPARK,1344445,2633,219,2026-05-04 11:41:51.303000-07:00
2026-01-09,Play Has No Limits Sizzle,adv_00720009,700.26,3055556,16564,TT_SPARK,1441245,2982,248,2026-05-04 11:41:51.303000-07:00
2026-01-11,Play Has No Limits Sizzle,adv_00720009,827.85,3513889,18064,TT_SPARK,1165768,3252,271,2026-05-04 11:41:51.303000-07:00
2026-01-12,Play Has No Limits Sizzle,adv_00720009,701.19,3055556,17879,TT_SPARK,1218067,3218,268,2026-05-04 11:41:51.303000-07:00
2026-01-13,Play Has No Limits Sizzle,adv_00720009,923.41,3055556,18304,TT_SPARK,704489,3295,275,2026-05-04 11:41:51.303000-07:00
2026-01-14,Play Has No Limits Sizzle,adv_00720009,1096.14,3055556,12591,TT_SPARK,820112,2266,189,2026-05-04 11:41:51.303000-07:00
2026-01-15,Play Has No Limits Sizzle,adv_00720009,937.41,3055556,15278,TT_SPARK,785155,2750,229,2026-05-04 11:41:51.303000-07:00
2026-01-16,Play Has No Limits Sizzle,adv_00720009,711.46,3055556,16529,TT_SPARK,1349822,2975,248,2026-05-04 11:41:51.303000-07:00
2026-01-17,Play Has No Limits Sizzle,adv_00720009,1086.62,3513889,14573,TT_SPARK,927667,2623,219,2026-05-04 11:41:51.303000-07:00
2026-01-18,Play Has No Limits Sizzle,adv_00720009,1170.37,3513889,11495,TT_SPARK,1654339,2069,172,2026-05-04 11:41:51.303000-07:00
2026-01-19,Play Has No Limits Sizzle,adv_00720009,854.32,3055556,11469,TT_SPARK,1062112,2064,172,2026-05-04 11:41:51.303000-07:00
2026-01-20,Play Has No Limits Sizzle,adv_00720009,828.17,3055556,16830,TT_SPARK,1156222,3029,252,2026-05-04 11:41:51.303000-07:00
2026-01-21,Play Has No Limits Sizzle,adv_00720009,725.47,3055556,10218,TT_SPARK,895400,1839,153,2026-05-04 11:41:51.303000-07:00
2026-01-22,Play Has No Limits Sizzle,adv_00720009,655.44,3055556,15614,TT_SPARK,1250334,2811,234,2026-05-04 11:41:51.303000-07:00
2026-01-23,Play Has No Limits Sizzle,adv_00720009,956.09,3055556,16363,TT_SPARK,1056734,2945,245,2026-05-04 11:41:51.303000-07:00
2026-01-24,Play Has No Limits Sizzle,adv_00720009,871.87,3513889,19309,TT_SPARK,1026618,3476,290,2026-05-04 11:41:51.303000-07:00
2026-01-25,Play Has No Limits Sizzle,adv_00720009,994.28,3513889,18079,TT_SPARK,1205967,3254,271,2026-05-04 11:41:51.303000-07:00
2026-01-26,Play Has No Limits Sizzle,adv_00720009,694.66,3055556,14438,TT_SPARK,782467,2599,217,2026-05-04 11:41:51.303000-07:00
2026-01-27,Play Has No Limits Sizzle,adv_00720009,1153.09,3055556,15721,TT_SPARK,731378,2830,236,2026-05-04 11:41:51.303000-07:00
2026-01-28,Play Has No Limits Sizzle,adv_00720009,818.84,3055556,9197,TT_SPARK,814733,1655,138,2026-05-04 11:41:51.303000-07:00
2026-01-29,Play Has No Limits Sizzle,adv_00720009,708.66,3055556,14972,TT_SPARK,863133,2695,225,2026-05-04 11:41:51.303000-07:00
2026-01-30,Play Has No Limits Sizzle,adv_00720009,781.49,3055556,9839,TT_SPARK,873889,1771,148,2026-05-04 11:41:51.303000-07:00
2026-01-31,Play Has No Limits Sizzle,adv_00720009,1132.79,3513889,19186,TT_SPARK,1533742,3453,288,2026-05-04 11:41:51.303000-07:00
2026-02-01,Play Has No Limits Sizzle,adv_00720009,954.55,3513889,18079,TT_SPARK,921482,3254,271,2026-05-04 11:41:51.303000-07:00
2026-02-02,Play Has No Limits Sizzle,adv_00720009,1015.84,3055556,16256,TT_SPARK,1298734,2926,244,2026-05-04 11:41:51.303000-07:00
2026-02-03,Play Has No Limits Sizzle,adv_00720009,764.68,3055556,10908,TT_SPARK,1371334,1963,164,2026-05-04 11:41:51.303000-07:00
2026-02-04,Play Has No Limits Sizzle,adv_00720009,669.45,3055556,14224,TT_SPARK,1236889,2560,213,2026-05-04 11:41:51.303000-07:00
2026-02-05,Play Has No Limits Sizzle,adv_00720009,1136.29,3055556,8663,TT_SPARK,782467,1559,130,2026-05-04 11:41:51.303000-07:00
2026-02-06,Play Has No Limits Sizzle,adv_00720009,1070.00,3055556,16790,TT_SPARK,914222,3022,252,2026-05-04 11:41:51.303000-07:00
2026-02-07,Play Has No Limits Sizzle,adv_00720009,1352.90,3513889,12668,TT_SPARK,1539927,2280,190,2026-05-04 11:41:51.303000-07:00
2026-02-08,Play Has No Limits Sizzle,adv_00720009,839.66,3513889,14389,TT_SPARK,1045171,2590,216,2026-05-04 11:41:51.303000-07:00
2026-02-09,Play Has No Limits Sizzle,adv_00720009,1058.79,3055556,9304,TT_SPARK,1341755,1675,140,2026-05-04 11:41:51.303000-07:00
2026-02-10,Play Has No Limits Sizzle,adv_00720009,1007.44,3055556,9732,TT_SPARK,1134712,1752,146,2026-05-04 11:41:51.303000-07:00
2026-02-12,Play Has No Limits Sizzle,adv_00720009,1027.05,3055556,9839,TT_SPARK,726000,1771,148,2026-05-04 11:41:51.303000-07:00
2026-02-13,Play Has No Limits Sizzle,adv_00720009,1174.57,3055556,12940,TT_SPARK,1312178,2329,194,2026-05-04 11:41:51.303000-07:00
2026-02-14,Play Has No Limits Sizzle,adv_00720009,1256.27,3513889,11192,TT_SPARK,1032802,2015,168,2026-05-04 11:41:51.303000-07:00
2026-02-15,Play Has No Limits Sizzle,adv_00720009,1119.90,3513889,11807,TT_SPARK,1280180,2125,177,2026-05-04 11:41:51.303000-07:00
2026-02-16,Play Has No Limits Sizzle,adv_00720009,1147.49,3055556,16683,TT_SPARK,830867,3003,250,2026-05-04 11:41:51.303000-07:00
2026-02-17,Play Has No Limits Sizzle,adv_00720009,1169.90,3055556,16576,TT_SPARK,1392845,2984,249,2026-05-04 11:41:51.303000-07:00
2026-02-18,Play Has No Limits Sizzle,adv_00720009,1126.02,3055556,12513,TT_SPARK,957245,2252,188,2026-05-04 11:41:51.303000-07:00
2026-02-19,Play Has No Limits Sizzle,adv_00720009,800.16,3055556,11764,TT_SPARK,812045,2118,176,2026-05-04 11:41:51.303000-07:00
2026-02-20,Play Has No Limits Sizzle,adv_00720009,777.76,3055556,16790,TT_SPARK,1056734,3022,252,2026-05-04 11:41:51.303000-07:00
2026-02-21,Play Has No Limits Sizzle,adv_00720009,817.11,3513889,13774,TT_SPARK,1493543,2479,207,2026-05-04 11:41:51.303000-07:00
2026-02-22,Play Has No Limits Sizzle,adv_00720009,1209.02,3513889,13774,TT_SPARK,1184321,2479,207,2026-05-04 11:41:51.303000-07:00
2026-02-23,Play Has No Limits Sizzle,adv_00720009,746.94,3055556,12726,TT_SPARK,951867,2291,191,2026-05-04 11:41:51.303000-07:00
2026-02-24,Play Has No Limits Sizzle,adv_00720009,913.14,3055556,12513,TT_SPARK,1287978,2252,188,2026-05-04 11:41:51.303000-07:00
2026-02-25,Play Has No Limits Sizzle,adv_00720009,876.73,3055556,13903,TT_SPARK,976067,2503,209,2026-05-04 11:41:51.303000-07:00
2026-02-26,Play Has No Limits Sizzle,adv_00720009,882.33,3055556,14117,TT_SPARK,1107822,2541,212,2026-05-04 11:41:51.303000-07:00
2026-02-27,Play Has No Limits Sizzle,adv_00720009,925.28,3055556,16469,TT_SPARK,1352512,2964,247,2026-05-04 11:41:51.303000-07:00
2026-02-28,Play Has No Limits Sizzle,adv_00720009,1273.45,3513889,18694,TT_SPARK,1675985,3365,280,2026-05-04 11:41:51.303000-07:00
2026-03-01,Play Has No Limits Sizzle,adv_00720009,1064.07,3513889,15865,TT_SPARK,1403869,2856,238,2026-05-04 11:41:51.303000-07:00
2026-03-02,Play Has No Limits Sizzle,adv_00720009,1191.38,3055556,14010,TT_SPARK,941112,2522,210,2026-05-04 11:41:51.303000-07:00
2026-03-03,Play Has No Limits Sizzle,adv_00720009,1046.66,3055556,9304,TT_SPARK,1201934,1675,140,2026-05-04 11:41:51.303000-07:00
2026-03-04,Play Has No Limits Sizzle,adv_00720009,916.87,3055556,14117,TT_SPARK,1032534,2541,212,2026-05-04 11:41:51.303000-07:00
2026-03-05,Play Has No Limits Sizzle,adv_00720009,1013.98,3055556,15400,TT_SPARK,1107822,2772,231,2026-05-04 11:41:51.303000-07:00
2026-03-06,Play Has No Limits Sizzle,adv_00720009,816.97,3055556,12085,TT_SPARK,1239578,2175,181,2026-05-04 11:41:51.303000-07:00
2026-03-07,Play Has No Limits Sizzle,adv_00720009,1128.49,3513889,15496,TT_SPARK,912205,2789,232,2026-05-04 11:41:51.303000-07:00
2026-03-08,Play Has No Limits Sizzle,adv_00720009,1161.78,3513889,11069,TT_SPARK,890560,1992,166,2026-05-04 11:41:51.303000-07:00
2026-03-09,Play Has No Limits Sizzle,adv_00720009,1205.38,3055556,11550,TT_SPARK,1070178,2079,173,2026-05-04 11:41:51.303000-07:00
2026-03-10,Play Has No Limits Sizzle,adv_00720009,1152.16,3055556,10908,TT_SPARK,884645,1963,164,2026-05-04 11:41:51.303000-07:00
2026-03-11,Play Has No Limits Sizzle,adv_00720009,1099.88,3055556,15507,TT_SPARK,1086312,2791,233,2026-05-04 11:41:51.303000-07:00
2026-03-12,Play Has No Limits Sizzle,adv_00720009,956.09,3055556,13368,TT_SPARK,1123955,2406,201,2026-05-04 11:41:51.303000-07:00
2026-03-14,Play Has No Limits Sizzle,adv_00720009,1095.21,3513889,14143,TT_SPARK,1147215,2546,212,2026-05-04 11:41:51.303000-07:00
2026-03-15,Play Has No Limits Sizzle,adv_00720009,874.02,3513889,13774,TT_SPARK,1246165,2479,207,2026-05-04 11:41:51.303000-07:00
2026-03-16,Play Has No Limits Sizzle,adv_00720009,1002.77,3055556,9732,TT_SPARK,1357889,1752,146,2026-05-04 11:41:51.303000-07:00
2026-03-18,Play Has No Limits Sizzle,adv_00720009,926.21,3055556,14651,TT_SPARK,1045978,2637,220,2026-05-04 11:41:51.303000-07:00
2026-03-19,Play Has No Limits Sizzle,adv_00720009,1015.84,3055556,12940,TT_SPARK,916912,2329,194,2026-05-04 11:41:51.303000-07:00
2026-03-20,Play Has No Limits Sizzle,adv_00720009,1021.45,3055556,16790,TT_SPARK,1374022,3022,252,2026-05-04 11:41:51.303000-07:00
2026-03-21,Play Has No Limits Sizzle,adv_00720009,1170.37,3513889,13405,TT_SPARK,1141030,2413,201,2026-05-04 11:41:51.303000-07:00
2026-03-22,Play Has No Limits Sizzle,adv_00720009,1233.72,3513889,14020,TT_SPARK,1205967,2524,210,2026-05-04 11:41:51.303000-07:00
2026-03-23,Play Has No Limits Sizzle,adv_00720009,1211.92,3055556,17004,TT_SPARK,906155,3061,255,2026-05-04 11:41:51.303000-07:00
2026-03-24,Play Has No Limits Sizzle,adv_00720009,773.09,3055556,14865,TT_SPARK,1476200,2676,223,2026-05-04 11:41:51.303000-07:00
2026-03-25,Play Has No Limits Sizzle,adv_00720009,1087.74,3055556,10908,TT_SPARK,949178,1963,164,2026-05-04 11:41:51.303000-07:00
2026-03-28,Play Has No Limits Sizzle,adv_00720009,1098.43,3513889,9839,TT_SPARK,1008065,1771,148,2026-05-04 11:41:51.303000-07:00
